description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0189301200875971	0.0150922100912886	0.0227680300839055	0.00195815332658222	4.18450210628111e-22	1.11090161917551e-19	9.66649855581417	259553	0.018970539236052
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0186811642326838	0.01488869852436	0.0224736299410076	0.00193496703931209	4.7421801833376e-22	1.21053268756968e-19	9.65368195486202	259553	0.0189453956431634
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189384/79824(269208)	-0.041134491306528	-0.0494956611742412	-0.0327746401624306	0.00426564496687283	5.25018280179021e-22	1.29057271316599e-19	-9.64324441580565	269208	-0.018582571409724
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0444142044776721	0.0353688149600841	0.0534608362331766	0.00461539635824945	6.38447862627145e-22	1.51334945152013e-19	9.62315100579675	271879	0.0184525807912327
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270690	-0.0127661909222504	-0.0153765318900005	-0.0101558499545002	0.00133183108890785	9.27593796339042e-22	2.12291035389732e-19	-9.5846636542138	270690	-0.0184191121775439
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0194551573710925	0.0154410900145215	0.0234692247276635	0.0020480311823245	2.12825383242016e-21	4.70840689525753e-19	9.49855378793191	230475	0.0197816479981407
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218063/51145(269208)	0.0480714751960093	0.0380443794578089	0.058099976555497	0.00511631776294975	5.68067197731282e-21	1.21621354559436e-18	9.39575907121127	269208	0.0181058245368129
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266705	-0.0110428826377461	-0.0133948108530095	-0.00869095442248269	0.00119998542514817	3.51948409247917e-20	7.29962997555758e-18	-9.20181666998399	266705	-0.0178151997679252
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258997	0.0174816748316116	0.013733893696935	0.0212294559662882	0.00191216836852035	6.15198746158802e-20	1.23729517522908e-17	9.14162669625812	258997	0.0179600581125443
Leg fat percentage (left)	23115	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266749	0.0106887165080308	0.00836900216132369	0.0130084308547379	0.00118354947591115	1.7102845357836e-19	3.33857601882228e-17	9.0304108561118	266749	0.017482009951352
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.0111671657897048	-0.0135937934064717	-0.00874053817293791	0.00123809806501947	1.89886497632906e-19	3.60079052797028e-17	-9.01895816324151	266754	-0.0174596818141298
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0176507568831687	0.0138112620535511	0.0214902517127862	0.00195896192986351	2.06829917131147e-19	3.81313933333173e-17	9.00958912584711	259553	0.0176817697923941
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.0110386653472896	-0.0134493702397085	-0.00862796045487072	0.00122997407678622	2.85758851589558e-19	5.12589594054026e-17	-8.9740687273778	266754	-0.0173728072425085
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266701	-0.0107073264853612	-0.0130519548692376	-0.00836269810148476	0.00119626095294125	3.55413725325768e-19	6.20758130259769e-17	-8.95002131384195	266701	-0.0173279890830197
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0319885758056702	0.0249446955513297	0.0390324560600107	0.00359388249473038	5.48543371970578e-19	9.33508297376596e-17	8.90198974726889	271840	0.0170713833052182
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0180209963705503	0.0140496006042501	0.0219923921368504	0.00202625956273993	5.94810381363691e-19	9.86939125277704e-17	8.89299958156531	230475	0.0185209706878837
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0212873418034668	-0.0259996968838956	-0.0165749867230379	0.00240430697584206	8.53627514228418e-19	1.38183556388634e-16	-8.85278402373542	156699	-0.0223584117309522
Heel bone mineral density (BMD)	3148	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156637	-0.0215681700573443	-0.0263673330790119	-0.0167690070356767	0.00244859755562999	1.28150229156781e-18	2.02507874027037e-16	-8.8073402695536	156637	-0.0222480965288132
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43294/80007(123301)	-0.056010613376586	-0.0684906661605085	-0.0435340758089043	0.00636659411817222	1.397078348183e-18	2.10752913019433e-16	-8.79765253250468	123301	-0.0250467142289934
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0165786990752562	0.0128855074950215	0.020271890655491	0.0018843160432366	1.3971867067734e-18	2.10752913019433e-16	8.79764382650478	263361	0.017140697293925
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266736	-0.0108034218880017	-0.0132424687563453	-0.00836437501965816	0.00124443453429882	3.92965755722145e-18	5.79580826828417e-16	-8.68080837077946	266736	-0.0168058174430498
Heel quantitative ultrasound index (QUI), direct entry	3147	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0212204374094249	-0.0260206934987373	-0.0164201813201125	0.0024491552534517	4.57873904766334e-18	6.4844851120722e-16	-8.66340605084633	156711	-0.0218795166873476
Heel bone mineral density (BMD) T-score, automated	78	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0212196233531326	-0.0260198778852051	-0.0164193688210601	0.00244915445892695	4.59199638793722e-18	6.4844851120722e-16	-8.66307659540417	156711	-0.0218786850426945
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266733	-0.0106304077037124	-0.0130530885696012	-0.00820772683782373	0.00123608437961031	8.00632943700516e-18	1.1070418431959e-15	-8.59950121692598	266733	-0.0166485463586286
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266763	0.0102966426898993	0.00794600332216042	0.0126472820576382	0.00119932783779724	9.10084916072674e-18	1.23270073223966e-15	8.58478244115943	266763	0.0166191245214281
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0175804904431126	0.0135431431700179	0.0216178377162072	0.00205990890901095	1.41424981592562e-17	1.87727520565967e-15	8.5339573609907	230475	0.0177734539967085
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0309301161872721	0.0235849443742065	0.0382752880003377	0.00374760550244973	1.52849422217572e-16	1.98914042207456e-14	8.25425755196176	270826	0.0158591468125343
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266647	-0.00986079277691008	-0.0122528395030195	-0.00746874605080064	0.00122045442925359	6.52239685381342e-16	8.32483613822301e-14	-8.07914213815648	266647	-0.0156439124665908
Speed of sound through heel	3146	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0198798772519651	-0.0247257785868671	-0.0150339759170632	0.00247244407199612	8.99872673320872e-16	1.12687828921333e-13	-8.03979721289624	156711	-0.0203052609915127
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271840	0.029376628584543	0.0221813832078554	0.0365718739612306	0.00367111101706092	1.21223295321191e-15	1.48992409453101e-13	8.00320355911606	271840	0.0153482060577297
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90722/32579(123301)	0.0539770039101757	0.0407274302795544	0.0672299096511783	0.00676096080863528	1.41953260337074e-15	1.71298870701302e-13	7.98375010424531	123301	0.0227308109983514
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0309543354208442	0.0233314296356192	0.0385772412060691	0.00388930911249057	1.71990819399767e-15	2.03839833635045e-13	7.960034858046	258756	0.0156465382545348
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266657	-0.00966704131817095	-0.0120689769163621	-0.00726510571997978	0.0012254998648635	3.07531219563456e-15	3.58085035832045e-13	-7.88781173712137	266657	-0.0152732341743345
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0151345576258405	0.0113441980724413	0.0189249171792396	0.00193389245072717	5.05523495840902e-15	5.78475765844149e-13	7.8255297821374	263361	0.0152471677674539
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	93182/30119(123301)	0.0544238571243444	0.04077156556901	0.0680795875893686	0.00696646015839087	5.59998242254197e-15	6.29950565057814e-13	7.81264575754617	123301	0.0222438975752261
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270030	0.0140665550027442	0.0105317602298513	0.0176013497756371	0.00180349986059688	6.23127067465843e-15	6.89282391128467e-13	7.79917600206698	270030	0.0150070528362845
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199436/69772(269208)	-0.0348188611137967	-0.0435748083680178	-0.0260641039262885	0.0044670985232003	6.46415675284599e-15	7.0332144866621e-13	-7.79454384232953	269208	-0.0150210169423683
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270906	0.0147727793772669	0.0110425797186778	0.0185029790358559	0.00190319806282788	8.38130199616788e-15	8.97204860460745e-13	7.76167794080888	270906	0.0149107547046949
Age completed full time education	845	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	INTEGER	ORDERED-LOGISTIC	188590	-0.0330585594022787	-0.0414942498125337	-0.0246228689920238	0.00430400276576233	1.56680051266627e-14	1.65061190516921e-12	-7.6819540417274	188590	-0.0176866971220847
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259076	0.0140024003455684	0.0104202122013173	0.0175845884898195	0.00182768059643287	1.84649587565282e-14	1.90717161057268e-12	7.66088956560742	259076	0.0150493624129993
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.010227062843544	-0.01284392812177	-0.007610197565318	0.00133515987990978	1.8678040483234e-14	1.90717161057268e-12	-7.65941604277712	270706	-0.0147197782924058
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	164661	-0.0179866201081541	-0.0225949833505502	-0.0133782568657581	0.0023512489406674	2.02264483433888e-14	2.03398390386472e-12	-7.64918029479837	164661	-0.0188471207653509
Apolipoprotein B	30640	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257954	0.015011569867872	0.0111585423198288	0.0188645974159152	0.00196586650491304	2.24587357696236e-14	2.22475566123868e-12	7.63570538970412	257954	0.0150324801251489
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0156049428406961	0.011553678608853	0.0196562070725393	0.0020670095286439	4.38306332800173e-14	4.27799872175698e-12	7.54909106569667	230475	0.0157228383653319
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100912	-0.0232268282497884	-0.0292775724968893	-0.0171760840026876	0.00308717113928029	5.36657272903739e-14	5.16202075400307e-12	-7.52267739777406	100912	-0.0236746513548016
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	0.0144243854055757	0.0106649232422535	0.0181838475688979	0.00191812818652606	5.49186187437611e-14	5.20706960860489e-12	7.5196606034798	266777	0.0145572604989639
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	269992	0.013472558188125	0.009932819065895	0.017012297310355	0.00180602253416441	8.68927391445899e-14	8.12263534792455e-12	7.45943734104369	269992	0.014354480602812
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244510	-0.0289474204560709	-0.036640452209304	-0.0212543887028377	0.00392508832504822	1.63375392371405e-13	1.5060034432903e-11	-7.37578834334801	244510	-0.0149146683224954
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	202776	-0.0158967669680703	-0.0201886056965069	-0.0116049282396338	0.00218975387419872	3.89454619073281e-13	3.54083603669776e-11	-7.259176293593	202776	-0.016118506026507
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266728	0.0104495959877035	0.0075944258196581	0.013304766155749	0.00145674624154661	7.3412764565687e-13	6.58433133003331e-11	7.17292371675047	266728	0.0138874226490319
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.0111253789766733	0.00806493409765439	0.0141858238556922	0.00156148016145159	1.04401450647179e-12	9.23883237260436e-11	7.12457615875699	263830	0.013869372621743
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86057	-0.0233721822800344	-0.0298115934303748	-0.016932771129694	0.00328547422357434	1.13690322510325e-12	9.92845619080299e-11	-7.11282631041927	86057	-0.0242396600332576
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101388	-0.013063981980248	-0.0167009521752138	-0.00942701178528214	0.00185563113590545	1.9308472349627e-12	1.66429001278538e-10	-7.039388929971	101388	-0.022102421677505
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0565797231194426	0.0407835369382573	0.0723770448341193	0.00805971643996205	2.21701177617399e-12	1.88644963570087e-10	7.02010524865918	271879	0.0134622617709629
Heel bone mineral density (BMD) T-score, automated (right)	4125	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86102	-0.0228133043722013	-0.0292532093308883	-0.0163733994135143	0.00328572617123792	3.85875686951884e-12	3.20907369999224e-10	-6.94226017561527	86102	-0.0236525404880788
Heel quantitative ultrasound index (QUI), direct entry (right)	4123	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86102	-0.022812190738951	-0.029252098299461	-0.0163722831784409	0.00328572749872305	3.86810149162844e-12	3.20907369999224e-10	-6.94191857961534	86102	-0.0236513773087586
Heel broadband ultrasound attenuation (right)	4120	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86098	-0.0222715590246862	-0.0285731029625848	-0.0159700150867876	0.00321513251651784	4.3224409179342e-12	3.54173337929991e-10	-6.92621673312102	86098	-0.0235984582171617
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266687	0.0099383146197035	0.00709365300891042	0.0127829762304966	0.0014513846342236	7.53120370669268e-12	6.09568280503894e-10	6.84719498821107	266687	0.0132579149649435
Usual walking pace	924	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	270172	-0.0257681141995454	-0.0331728929161757	-0.0183633354829152	0.00377801774677402	9.02753052610958e-12	7.2187614580469e-10	-6.82121247206412	270172	-0.0131221688567111
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86061	-0.0224476105057595	-0.0289083200490963	-0.0159869009624228	0.00329634095029195	9.82687522315619e-12	7.76440129239139e-10	-6.8090157058689	86061	-0.0232043408234438
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257788	-0.0129222248922861	-0.0166452600175875	-0.00919918976698465	0.00189954262153195	1.02798565570007e-11	8.02675387868396e-10	-6.802528647605	257788	-0.0133968205357916
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45737/92734(138471)	-0.0399884296043368	-0.0516186085058267	-0.0283603566438775	0.00593333654225469	1.58748881788028e-11	1.22513526561296e-09	-6.73966805902238	138471	-0.0181088557151631
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0220744460876886	-0.0285362544165804	-0.0156126377587967	0.00329690156546843	2.16090874036832e-11	1.6382494810581e-09	-6.694716006911	86117	-0.022807609532616
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0220719421772355	-0.028533750509529	-0.0156101338449421	0.00329690156720397	2.17215540655586e-11	1.6382494810581e-09	-6.69395681749804	86117	-0.0228050244655253
Date I67 first reported (other cerebrovascular diseases)	131374	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	263961/7918(271879)	0.0758392735556731	0.0532813154562932	0.098398023277306	0.0115095757312093	4.41958354187466e-11	3.29581752442945e-09	6.58928209605463	271879	0.0126362203519304
