description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Speed of sound through heel (right)	4122	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0360609944568274	-0.0423524078294944	-0.0297695810841604	0.00320996376581043	2.89387417879257e-29	9.1598007935401e-27	-11.2303325177313	91616	-0.0370777150622055
Heel broadband ultrasound attenuation (right)	4120	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91612	-0.0328734258986196	-0.0389594858622786	-0.0267873659349606	0.00310518969310919	3.55493904248371e-26	1.07407635524496e-23	-10.5834825882996	91612	-0.0349455449807249
Heel broadband ultrasound attenuation (left)	4101	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91593	-0.0319754564984698	-0.0380920011913733	-0.0258589118055662	0.00312074341220047	1.26867586052956e-24	3.66647323693043e-22	-10.2432750799751	91593	-0.0338270261009109
Diastolic blood pressure, automated reading	4079	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256245	0.0184620593368378	0.014648815153231	0.0222753035204447	0.00194556849701588	2.34405542062981e-21	6.49205682538598e-19	9.48848977852124	256245	0.0187410883176817
Haematocrit percentage	30030	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.014374611989644	0.0112375667521211	0.0175116572271669	0.00160056269516558	2.69977311551819e-19	7.17815675953976e-17	8.98032125560975	264188	0.01746910666282
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270052	0.016040730430165	0.0125058268035711	0.0195756340567588	0.00180355539921994	5.93044783442935e-19	1.51614179828661e-16	8.8933297797454	270052	0.0171111310773155
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.0133962543633082	0.0103377313761027	0.0164547773505136	0.00156049958638561	9.16093064169001e-18	2.25528540649309e-15	8.58402593361382	264188	0.0166984270695558
Hair/balding pattern	2395-1	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Male-specific factors	CAT-SIN	MULTINOMIAL-LOGISTIC	39474/123587	-999	-999	-999	-999	9.80848523498223e-18	2.32846433417596e-15	-8.57616963918343	123587	-0.0243882864219901
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264186	0.0163868520911968	0.0125862787605813	0.0201874254218122	0.00193910365730896	2.90816305289769e-17	6.66571028021067e-15	8.45019515157946	264186	0.0164382203839393
Comparative height size at age 10	1697	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Early life factors	CAT-SIN	ORDERED-LOGISTIC	267453	-0.0311241155769135	-0.0383969533682852	-0.0238512777855418	0.00371069971118802	4.93834384625384e-17	1.09417238486831e-14	-8.38815415792076	267453	-0.0162176218867283
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0157635817331499	0.0119563976624778	0.019570765803822	0.00194247654584609	4.86930709529537e-16	1.04407368588478e-13	8.11471388119395	259880	0.015915981997523
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0165869528397673	0.0125357637689549	0.0206381419105797	0.00206697118047457	1.02160199238287e-15	2.12205888855279e-13	8.02423544378128	230475	0.0167121751518478
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231879	-0.0299294143222054	-0.0372613104878221	-0.0225975181565887	0.00374083208847191	1.23079500906887e-15	2.47911952281236e-13	-8.00133293188409	231879	-0.0166139752433691
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270160	0.0143711379098056	0.0108328266074539	0.0179094492121574	0.00180529404124846	1.71880897113084e-15	3.36027153856079e-13	7.96011396224621	270160	0.0153129704686275
Vascular/heart problems diagnosed by doctor	6150#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	84940/186496(271436)	-0.0340926525513881	-0.0425241514492473	-0.025662045851363	0.00430163659406256	2.27162226167055e-15	4.31413519237833e-13	-7.92553714823077	271436	-0.0152105996985832
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0152907726530067	0.0114842320620257	0.0190973132439876	0.00194214823384841	3.47097496212649e-15	6.40876960368188e-13	7.87268944727613	263726	0.0153284155717902
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0149968104082413	0.0112086432796916	0.0187849775367911	0.00193277384606571	8.57395605213565e-15	1.54029961833907e-12	7.75879581318794	259979	0.0152151620835496
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	247511	-0.0125312664021806	-0.0157280897848952	-0.00933444301946609	0.00163106230927236	1.56064520189585e-14	2.72989701500045e-12	-7.68245816219421	247511	-0.0154402003730857
Date I10 first reported (essential (primary) hypertension)	131286	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	158549/113330(271879)	0.0314714535969012	0.023427373879196	0.0395163771410527	0.00410441298635197	1.75053517868118e-14	2.98354034171636e-12	7.66773981944543	271879	0.0147039555040256
Number of symbol digit matches attempted	20195	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0214247980216179	-0.0269593885968266	-0.0158902074464093	0.00282382259003982	3.29629129447516e-14	5.4776120585941e-12	-7.58611922794263	97755	-0.0242564262268075
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271842	0.0275753750094933	0.0203790186165178	0.0347717314024689	0.00367167787252189	5.8581371689993e-14	9.49732628349716e-12	7.51121436942636	271842	0.0144048391627155
Date M81 first reported (osteoporosis without pathological fracture)	131964	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	256442/15437(271879)	0.0637988271865433	0.047117011132935	0.0804826469077338	0.0085117981855745	6.59562655321244e-14	1.0438364214096e-11	7.49567852423746	271879	0.0143740730405603
Number of symbol digit matches made correctly	20159	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.021360301369239	-0.0269554979887574	-0.0157651047497205	0.00285474460941765	7.35414636358068e-14	1.13681420648188e-11	-7.48138842174081	97755	-0.0239217450693166
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.026699227590181	0.0196610490747509	0.0337374061056112	0.00359097339081045	1.03997590559593e-13	1.57107269193094e-11	7.4357229631816	271842	0.0142600930194368
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.0208140541683924	0.0153236782610764	0.0263044300757083	0.0028012636714875	1.09214613271714e-13	1.61322118759352e-11	7.42925065672396	96683	0.0238863897113055
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194350/77086(271436)	0.0320897225359481	0.0235068348673518	0.0406734184917209	0.00437931098728776	2.34308942608814e-13	3.38576422069736e-11	7.32760107663646	271436	0.014063283886381
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0141582961490203	0.0103239295736468	0.0179926627243939	0.00195634542553769	4.59473460578711e-13	6.49812785631211e-11	7.2367767754247	259880	0.014194387705309
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0266178711197202	0.0192660444070656	0.0339696978323747	0.00375100092177449	1.27603524847415e-12	1.76704297845993e-10	7.09688134103441	270826	0.0136358931744419
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258251	-0.0134382820856362	-0.017156394352911	-0.00972016981836146	0.00189703091312022	1.40525867587189e-12	1.90627641194295e-10	-7.08353205587523	258251	-0.0139376114404781
Red blood cell (erythrocyte) count	30010	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.0118572875415269	0.00856364790906984	0.015150927173984	0.00168045926273997	1.71766607022349e-12	2.26811307686047e-10	7.05567358576537	264188	0.0137259580262151
Date I67 first reported (other cerebrovascular diseases)	131374	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	263961/7918(271879)	0.0812484712432042	0.0586736376708986	0.103824877945383	0.0115183851924402	1.74024021242491e-12	2.26811307686047e-10	7.05385796268554	271879	0.0135269766022958
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0142712008107713	0.0102587078932672	0.0182836937282754	0.00204722788232546	3.15481027132949e-12	4.03269689875522e-10	6.97064951851935	230475	0.0145183560858478
Trunk fat-free mass	23129	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266667	-0.00837512782537107	-0.0107365843860001	-0.00601367126474205	0.00120484691517594	3.62945605091827e-12	4.55188573027429e-10	-6.9509067988439	266667	-0.0134591959683145
Trunk predicted mass	23130	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266641	-0.00825772332591348	-0.0106107738147038	-0.00590467283712317	0.00120055802420395	6.0716876115959e-12	7.47379769523666e-10	-6.87795726737553	266641	-0.0133186165364639
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189463/79894(269357)	-0.0292564268707147	-0.0376099711063214	-0.0209038651734875	0.00426184002987033	6.65991797106386e-12	8.04881359157481e-10	-6.86476847005176	269357	-0.0132259045978
Whole body fat-free mass	23101	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266852	-0.0082615073545048	-0.0106219725277484	-0.00590104218126117	0.00120434109599088	6.91039294954326e-12	8.20238963135965e-10	-6.85949596719792	266852	-0.0132776224756171
Whole body water mass	23102	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	-0.008236848889016	-0.0106021653724896	-0.00587153240554242	0.00120681629975393	8.79264061749238e-12	1.02534530148196e-09	-6.82499821912799	266876	-0.0132102644600386
Medication for pain relief, constipation, heartburn	6154#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	122981/146087(269068)	-0.0257949155348985	-0.0334139415834382	-0.0181765973404055	0.00388714904029435	3.22373295767609e-11	3.69450913270224e-09	-6.6359709671549	269068	-0.0127920317901895
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0127175402401905	0.00888234925341397	0.0165527312269671	0.00195676605132955	8.08424562612863e-11	9.1077933350639e-09	6.49902457547261	259979	0.0127451643224151
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259427	0.0123551385717111	0.0086113515809696	0.0160989255624526	0.00191013050253577	9.93215350257157e-11	1.10031707219322e-08	6.46798015888896	259427	0.0126977786483067
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.0085798989411885	-0.0111907708496512	-0.00596902703272576	0.00133210198200423	1.18964068599852e-10	1.29631830161183e-08	-6.44064853269458	270706	-0.0123779576148253
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237148	-0.0127077586666512	-0.0166101704573466	-0.0088053468759558	0.00199106301007423	1.74617848660055e-10	1.87207232265062e-08	-6.3821508270125	237148	-0.0131045426301071
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0130878961981624	0.00905221307356562	0.0171235793227592	0.00205905983805302	2.07079707561583e-10	2.18485526374896e-08	6.35599652479518	230475	0.013238401977018
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0128212867789061	0.00885147122792096	0.0167911023298913	0.00202545331562139	2.45425340141233e-10	2.54897224362309e-08	6.32983384302787	230475	0.0131839192895515
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266836	-0.00775486038006976	-0.0101933490859759	-0.00531637167416367	0.00124414975231209	4.5800769126747e-10	4.68365711362288e-08	-6.23285581640551	266836	-0.0120652099887138
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266833	-0.00765247589939085	-0.0100746253124968	-0.00523032648628494	0.0012358132252488	5.93832755691538e-10	5.98061564709341e-08	-6.19205910167778	266833	-0.0119863167688506
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0116498878352054	0.00795919628614391	0.015340579384267	0.0018830404936893	6.14986233723146e-10	6.10121417247426e-08	6.18654118347608	263726	0.0120459642445468
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.00765455398255792	-0.0100806720495145	-0.00522843591560138	0.00123783808584927	6.26522497121911e-10	6.12425740936668e-08	-6.18360947311052	266853	-0.0119695141854823
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.00756715043637957	-0.00997735587113134	-0.00515694500162779	0.00122971924676329	7.58567839608982e-10	7.30753685489986e-08	-6.15336325720011	266853	-0.0119109753945511
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266806	-0.00725880647946839	-0.00961023080791993	-0.00490738215101684	0.001199728335316	1.44675666237613e-09	1.37379879068773e-07	-6.050189373036	266806	-0.0117123221779693
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266802	-0.00719678439304226	-0.00954076311085279	-0.00485280567523172	0.00119592948457193	1.77076056782203e-09	1.65778105553705e-07	-6.01755052315762	266802	-0.0116492338304126
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0124175462665154	0.00836805348338539	0.0164670390496455	0.00206610571167222	1.8562518396542e-09	1.71368138585854e-07	6.00991101537743	230475	0.0125176840687987
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43327/80041(123368)	-0.03792034920298	-0.0503975095136534	-0.0254456369198527	0.00636539058641329	2.56407713804827e-09	2.3347151693982e-07	-5.95732010274554	123368	-0.016958628844221
Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.0144882978157527	-0.0192860435000285	-0.00969055213147696	0.00244787441101968	3.25020409095208e-09	2.91947386385925e-07	-5.91843449206402	158339	-0.0148719393680218
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0270713220580936	0.0180274447313669	0.0361158899677412	0.00461448408722141	4.44668790234671e-09	3.94095126491981e-07	5.86665715741623	271879	0.0112506337513407
Medication for pain relief, constipation, heartburn: Paracetamol	6154#3	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	208573/60497(269070)	0.0270940000055025	0.0179703219885901	0.0362182494200464	0.00465516906825677	5.87699122311262e-09	5.14004745526705e-07	5.82022087327326	269070	0.0112196963742864
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218203/51154(269357)	0.0295174318706763	0.0194901226767702	0.0395454948612486	0.00511626038607664	7.95717640679344e-09	6.8690066981761e-07	5.76936294164745	269357	0.0111157432626768
Skin colour	1717	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	ORDERED-LOGISTIC	268307	0.0245656358497329	0.0161993700192126	0.0329319016802533	0.0042685814109404	8.69883932055327e-09	7.41297243124584e-07	5.75432552561091	268307	0.0111084444203895
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100917	-0.017726818864707	-0.0237774061735305	-0.0116762315558835	0.00308709106725928	9.3661065710324e-09	7.88057093388005e-07	-5.74182594715059	100917	-0.0180717925100746
Fluid intelligence score	20016	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning	INTEGER	ORDERED-LOGISTIC	93581	-0.0318961309438012	-0.0430957643613301	-0.0206964975262722	0.00571420368224632	2.37345214633359e-08	1.97204205208492e-06	-5.58230972368634	93581	-0.0182453597105151
Date I64 first reported (stroke, not specified as haemorrhage or infarction)	131368	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	265696/6183(271879)	0.0713358984809485	0.045955289926737	0.0967168955559393	0.0129496271435606	3.61365383399071e-08	2.96542679438719e-06	5.50876234403368	271879	0.0105643690904482
Date G31 first reported (other degenerative diseases of nervous system, not elsewhere classified)	131038	First occurrences	Health-related outcomes > First occurrences > Nervous system disorders	DATE	LOGISTIC-BINARY	269488/2391(271879)	0.113366547807669	0.0729583999235735	0.15377338397062	0.0206164461909772	3.82172914545642e-08	3.09793093046937e-06	5.49889762959731	271879	0.0105454532472807
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0105933394256516	0.00676185447738197	0.0144248243739212	0.00195487518061142	6.00001002873198e-08	4.80506827240741e-06	5.41880086852388	259880	0.0106290365370616
Frequency of tiredness / lethargy in last 2 weeks	2080	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	ORDERED-LOGISTIC	263547	0.0202068185539353	0.0128922285144323	0.0275214085934382	0.00373200227004144	6.13221464417231e-08	4.85247984997778e-06	5.41490239797748	263547	0.0105472462238139
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244512	-0.0211502199672219	-0.0288303802214223	-0.0134700597130215	0.00391852111303092	6.7428236934472e-08	5.27288812827571e-06	-5.39789252445516	244512	-0.010915661145046
Long-standing illness, disability or infirmity	2188	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	LOGISTIC-BINARY	175016/90512(265528)	0.0223198872740347	0.0142069958421733	0.0304333086481059	0.00413944157492783	6.9667760438887e-08	5.38466980973584e-06	5.39202580387955	265528	0.0104634441353805
Forced expiratory volume in 1-second (FEV1) Z-score	20256	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.0113678224577977	0.00722612109155779	0.0155095238240376	0.00211315177161882	7.47334726979779e-08	5.70980911521217e-06	5.37940245786204	217051	0.0115458575052165
Hearing difficulty/problems with background noise	2257	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing	CAT-SIN	LOGISTIC-BINARY	165217/101261(266478)	0.0216734987205356	0.0137343821449909	0.02961314775717	0.00405077994734311	8.77254020826988e-08	6.62625849595112e-06	5.3504714297629	266478	0.0103642927636069
Ease of skin tanning	1727	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	ORDERED-LOGISTIC	266568	-0.0187127096079567	-0.0256208710900737	-0.0118045481258398	0.00352463695078463	1.10025562869069e-07	8.2173024313562e-06	-5.30933562256988	266568	-0.0102828817155571
