varName	varType	n	beta	lower	upper	pvalue	resType	description	isTraitOfInterest	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Category	Path
26412	CONTINUOUS	230475	0.0194551573710925	0.0154410900145215	0.0234692247276635	2.12825383242016e-21	LINEAR	Employment score (England)		1	Population characteristics	100094	Baseline characteristics	76	Indices of Multiple Deprivation	76	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation
6138#100	CAT-MUL	218203/51154(269357)	0.0481734901704753	0.038148162609743	0.0582002269993262	4.62584652151433e-21	LOGISTIC-BINARY	Qualifications		100000	UK Biobank Assessment Centre	100025	Touchscreen	100062	Sociodemographics	100063	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education
30870	CONTINUOUS	259427	0.0174578962213852	0.0137132045273173	0.021202587915453	6.43716434102881e-20	LINEAR	Triglycerides		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
23121	CONTINUOUS	266806	-0.0109269359825548	-0.0132782703064026	-0.00857560165870694	8.42901621508113e-20	LINEAR	Arm fat-free mass (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
23113	CONTINUOUS	266853	-0.0111684050244814	-0.0135944575991502	-0.00874235244981272	1.84523142834041e-19	LINEAR	Leg fat-free mass (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
23122	CONTINUOUS	266802	-0.010777326022769	-0.0131212165460913	-0.0084334354994467	2.03518171680757e-19	LINEAR	Arm predicted mass (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
30240	CONTINUOUS	259979	0.017630837412767	0.0137944576539581	0.0214672171715759	2.12291108767163e-19	LINEAR	Reticulocyte percentage		100078	Biological samples	100079	Assay results	100080	Blood assays	100081	Biological samples > Assay results > Blood assays > Blood count
23115	CONTINUOUS	266848	0.0106504795809533	0.00833123049101592	0.0129697286708907	2.2589008957109e-19	LINEAR	Leg fat percentage (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
23114	CONTINUOUS	266853	-0.011037985208916	-0.0134481276742083	-0.00862784274362359	2.81786377165161e-19	LINEAR	Leg predicted mass (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
30130	CONTINUOUS	263726	0.0167806530718769	0.0130898485947457	0.0204714575490082	5.07772886948499e-19	LINEAR	Monocyte count		100078	Biological samples	100079	Assay results	100080	Blood assays	100081	Biological samples > Assay results > Blood assays > Blood count
137	INTEGER	271842	0.0320019103381304	0.0249580663182968	0.039045754357964	5.30276922698682e-19	ORDERED-LOGISTIC	Number of treatments/medications taken		100000	UK Biobank Assessment Centre	100071	Verbal interview	100075	Medications	100075	UK Biobank Assessment Centre > Verbal interview > Medications
26413	CONTINUOUS	230475	0.0180209963705503	0.0140496006042501	0.0219923921368504	5.94810381363691e-19	LINEAR	Health score (England)		1	Population characteristics	100094	Baseline characteristics	76	Indices of Multiple Deprivation	76	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation
3144	CONTINUOUS	156699	-0.0212873418034668	-0.0259996968838956	-0.0165749867230379	8.53627514228418e-19	LINEAR	"Heel Broadband ultrasound attenuation, direct entry"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
6177#100	CAT-MUL	43327/80041(123368)	-0.056066633077426	-0.0685422208063866	-0.043594563002884	1.25587923109852e-18	LOGISTIC-BINARY	"Medication for cholesterol, blood pressure or diabetes"		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100045	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
3148	CONTINUOUS	156637	-0.0215681700573443	-0.0263673330790119	-0.0167690070356767	1.28150229156781e-18	LINEAR	Heel bone mineral density (BMD)		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
23117	CONTINUOUS	266836	-0.0108536613046869	-0.0132921040041691	-0.00841521860520476	2.70132882103507e-18	LINEAR	Leg fat-free mass (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
23118	CONTINUOUS	266833	-0.0107085026457496	-0.0131306149278765	-0.00828639036362271	4.52699623291178e-18	LINEAR	Leg predicted mass (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
3147	CONTINUOUS	156711	-0.0212204374094249	-0.0260206934987373	-0.0164201813201125	4.57873904766334e-18	LINEAR	"Heel quantitative ultrasound index (QUI), direct entry"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
78	CONTINUOUS	156711	-0.0212196233531326	-0.0260198778852051	-0.0164193688210601	4.59199638793722e-18	LINEAR	"Heel bone mineral density (BMD) T-score, automated"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
23111	CONTINUOUS	266862	0.010284955928797	0.00793476846146836	0.0126351433961257	9.76433277358782e-18	LINEAR	Leg fat percentage (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
20230	INTEGER	96683	0.0239815084392577	0.0184960616085355	0.0294669552699798	1.06112535922016e-17	LINEAR	Duration to entering value		100089	Online follow-up	116	Cognitive function online	122	Symbol digit substitution	122	Online follow-up > Cognitive function online > Symbol digit substitution
26410	CONTINUOUS	230475	0.0175804904431126	0.0135431431700179	0.0216178377162072	1.41424981592562e-17	LINEAR	Index of Multiple Deprivation (England)		1	Population characteristics	100094	Baseline characteristics	76	Indices of Multiple Deprivation	76	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation
20195	INTEGER	97755	-0.0234034223417745	-0.0289339010627889	-0.0178729436207602	1.10765819452405e-16	LINEAR	Number of symbol digit matches attempted		100089	Online follow-up	116	Cognitive function online	122	Symbol digit substitution	122	Online follow-up > Cognitive function online > Symbol digit substitution
2178	CAT-SIN	270826	0.0309301161872721	0.0235849443742065	0.0382752880003377	1.52849422217572e-16	ORDERED-LOGISTIC	Overall health rating		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100042	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health
3146	CONTINUOUS	156711	-0.0198798772519651	-0.0247257785868671	-0.0150339759170632	8.99872673320872e-16	LINEAR	Speed of sound through heel		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
135	INTEGER	271842	0.0293867079342339	0.0221914907261998	0.0365819251422679	1.18517544971949e-15	ORDERED-LOGISTIC	Number of self-reported non-cancer illnesses		100000	UK Biobank Assessment Centre	100071	Verbal interview	100074	Medical conditions	100074	UK Biobank Assessment Centre > Verbal interview > Medical conditions
1070	INTEGER	258756	0.0309543354208442	0.0233314296356192	0.0385772412060691	1.71990819399767e-15	ORDERED-LOGISTIC	Time spent watching television (TV)		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100054	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity
20159	INTEGER	97755	-0.0226879449976593	-0.0282790978750555	-0.0170967921202631	1.83536921500536e-15	LINEAR	Number of symbol digit matches made correctly		100089	Online follow-up	116	Cognitive function online	122	Symbol digit substitution	122	Online follow-up > Cognitive function online > Symbol digit substitution
6177#2	CAT-MUL	90570/32801(123371)	0.0534147896212224	0.0401913520766867	0.0666415215094117	2.44852198537875e-15	LOGISTIC-BINARY	"Medication for cholesterol, blood pressure or diabetes": Blood pressure medication		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100045	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
23126	CONTINUOUS	266750	-0.00964811332025771	-0.0120397659431552	-0.00725646069736019	2.65337210977531e-15	LINEAR	Arm predicted mass (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
6138#2	CAT-MUL	199261/70097(269358)	-0.0351968392122408	-0.0439384741415276	-0.0264564026393315	2.97232072522419e-15	LOGISTIC-BINARY	Qualifications: A levels/AS levels or equivalent		100000	UK Biobank Assessment Centre	100025	Touchscreen	100062	Sociodemographics	100063	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education
6177#1	CAT-MUL	93222/30146(123368)	0.0545612754997302	0.0409150077673947	0.0682109901749542	4.65777099978883e-15	LOGISTIC-BINARY	"Medication for cholesterol, blood pressure or diabetes": Cholesterol lowering medication		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100045	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
23125	CONTINUOUS	266760	-0.00959587544870222	-0.0119972649469047	-0.00719448595049975	4.81963533374505e-15	LINEAR	Arm fat-free mass (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
30120	CONTINUOUS	263726	0.0150595414675697	0.0112717775220926	0.0188473054130468	6.59139047950596e-15	LINEAR	Lymphocyte count		100078	Biological samples	100079	Assay results	100080	Blood assays	100081	Biological samples > Assay results > Blood assays > Blood count
20023	INTEGER	270052	0.0140430065052398	0.0105083575894704	0.0175776554210091	6.8922353092232e-15	LINEAR	Mean time to correctly identify matches		100000	UK Biobank Assessment Centre	100026	Cognitive function	100032	Reaction time	100032	UK Biobank Assessment Centre > Cognitive function > Reaction time
3526	INTEGER	165313	-0.0182701288862405	-0.02287224196413	-0.013668015808351	7.23647011880197e-15	LINEAR	Mother's age at death		100000	UK Biobank Assessment Centre	100025	Touchscreen	100034	Family history	100034	UK Biobank Assessment Centre > Touchscreen > Family history
21001	CONTINUOUS	270918	0.0147985356004524	0.011068461163161	0.0185286100377437	7.51678729681152e-15	LINEAR	Body mass index (BMI)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100010	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
845	INTEGER	188769	-0.0332197308997846	-0.0416505103463191	-0.02478895145325	1.12812282873677e-14	ORDERED-LOGISTIC	Age completed full time education		100000	UK Biobank Assessment Centre	100025	Touchscreen	100062	Sociodemographics	100063	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education
4124	CONTINUOUS	91567	-0.0244982498363359	-0.0307261366166989	-0.018270363055973	1.27187531751984e-14	LINEAR	Heel bone mineral density (BMD) (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
47	INTEGER	270726	-0.0102791568969839	-0.0128958863985546	-0.0076624273954132	1.3732164460092e-14	LINEAR	Hand grip strength (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100019	Hand grip strength	100019	UK Biobank Assessment Centre > Physical measures > Hand grip strength
30730	CONTINUOUS	259507	0.0139534702293921	0.0103741822858033	0.0175327581729808	2.16702732648982e-14	LINEAR	Gamma glutamyltransferase		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
30640	CONTINUOUS	258396	0.0149291654306941	0.0110796481151799	0.0187786827462083	2.94489736216055e-14	LINEAR	Apolipoprotein B		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
26411	CONTINUOUS	230475	0.0156049428406961	0.011553678608853	0.0196562070725393	4.38306332800173e-14	LINEAR	Income score (England)		1	Population characteristics	100094	Baseline characteristics	76	Indices of Multiple Deprivation	76	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation
4125	CONTINUOUS	91616	-0.0238971811359898	-0.0301257422276289	-0.0176686200443507	5.53102007471718e-14	LINEAR	"Heel bone mineral density (BMD) T-score, automated (right)"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
4123	CONTINUOUS	91616	-0.0238968619090531	-0.0301254274465555	-0.0176682963715508	5.53549578433013e-14	LINEAR	"Heel quantitative ultrasound index (QUI), direct entry (right)"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
23104	CONTINUOUS	266876	0.014394109929496	0.010635478296364	0.0181527415626279	6.11771706439639e-14	LINEAR	Body mass index (BMI)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
2754	INTEGER	100917	-0.0231676650671098	-0.0292177041696626	-0.017117625964557	6.17127637801287e-14	LINEAR	Age at first live birth		100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	100069	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors
4120	CONTINUOUS	91612	-0.0232969746502038	-0.0293922033433079	-0.0172017459570996	6.87484403149042e-14	LINEAR	Heel broadband ultrasound attenuation (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
404	INTEGER	270160	0.0134914065173919	0.00995355812538025	0.0170292549094036	7.7873583568885e-14	LINEAR	Duration to first press of snap-button in each round		100000	UK Biobank Assessment Centre	100026	Cognitive function	100032	Reaction time	100032	UK Biobank Assessment Centre > Cognitive function > Reaction time
1100	CAT-SIN	244512	-0.0289568942329398	-0.0366498856127012	-0.0212639028531785	1.60393971120027e-13	ORDERED-LOGISTIC	Drive faster than motorway speed limit		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100054	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity
1807	INTEGER	203193	-0.0157254609563954	-0.0200140344929335	-0.0114368874198573	6.6508417817411e-13	LINEAR	Father's age at death		100000	UK Biobank Assessment Centre	100025	Touchscreen	100034	Family history	100034	UK Biobank Assessment Centre > Touchscreen > Family history
23119	CONTINUOUS	266828	0.0104668790370646	0.00761219348267854	0.0133215645914507	6.67141706857449e-13	LINEAR	Arm fat percentage (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
4122	CONTINUOUS	91616	-0.0229454264154113	-0.0292469712835842	-0.0166438815472384	9.62405788427176e-13	LINEAR	Speed of sound through heel (right)		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
1845	INTEGER	101395	-0.0132152962745059	-0.0168524538870125	-0.00957813866199933	1.07508156060613e-12	LINEAR	Mother's age		100000	UK Biobank Assessment Centre	100025	Touchscreen	100034	Family history	100034	UK Biobank Assessment Centre > Touchscreen > Family history
4105	CONTINUOUS	91535	-0.0227015288908429	-0.0289531496590424	-0.0164499081226434	1.10852311130383e-12	LINEAR	Heel bone mineral density (BMD) (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
30020	CONTINUOUS	264188	0.0110600708856608	0.00800143187427988	0.0141187098970418	1.37110461040522e-12	LINEAR	Haemoglobin concentration		100078	Biological samples	100079	Assay results	100080	Blood assays	100081	Biological samples > Assay results > Blood assays > Blood count
131492	DATE	254891/16988(271879)	0.0565797231194426	0.0407835369382573	0.0723770448341193	2.21701177617399e-12	LOGISTIC-BINARY	Date J44 first reported (other chronic obstructive pulmonary disease)		2410	Health-related outcomes		First occurrences		First occurrences	2410	Health-related outcomes > First occurrences > Respiratory system disorders
4104	CONTINUOUS	91598	-0.0223473310020151	-0.0285997807505016	-0.0160948812535286	2.48075332437186e-12	LINEAR	"Heel quantitative ultrasound index (QUI), direct entry (left)"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
4106	CONTINUOUS	91598	-0.0223463089051708	-0.0285987626343642	-0.0160938551759774	2.48651318185485e-12	LINEAR	"Heel bone mineral density (BMD) T-score, automated (left)"		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
23123	CONTINUOUS	266789	0.00996226169053463	0.00711807916500072	0.0128064442160685	6.65618621307758e-12	LINEAR	Arm fat percentage (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100008	Anthropometry	100009	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures
924	CAT-SIN	270180	-0.025814250892395	-0.0332188244181267	-0.0184096773666634	8.27999732398841e-12	ORDERED-LOGISTIC	Usual walking pace		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100054	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity
4103	CONTINUOUS	91598	-0.0219142479966199	-0.0282334820936521	-0.0155950138995878	1.07486214926113e-11	LINEAR	Speed of sound through heel (left)		100000	UK Biobank Assessment Centre	100006	Physical measures	100018	Bone-densitometry of heel	100018	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
30770	CONTINUOUS	258251	-0.0128783210157642	-0.0165979630815775	-0.0091586789499509	1.15602695481953e-11	LINEAR	IGF-1		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
1618	CAT-SIN	45946/93362(139308)	-0.0400165471937132	-0.0516119871740909	-0.0284231996006651	1.3366854207185e-11	LOGISTIC-BINARY	Alcohol usually taken with meals		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100051	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol
20191	INTEGER	100138	-0.0372641692966523	-0.0481159204650741	-0.0264124181282304	1.68327244243876e-11	ORDERED-LOGISTIC	Fluid intelligence score		100089	Online follow-up	116	Cognitive function online	118	Fluid intelligence / reasoning	118	Online follow-up > Cognitive function online > Fluid intelligence / reasoning
6138#3	CAT-MUL	143366/125993(269359)	-0.0264742242620886	-0.0342040223289767	-0.0187452028987238	1.90462490979396e-11	LOGISTIC-BINARY	Qualifications: O levels/GCSEs or equivalent		100000	UK Biobank Assessment Centre	100025	Touchscreen	100062	Sociodemographics	100063	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education
