description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Whole body water mass	23102	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	-0.00870228935057664	-0.0110678424306853	-0.00633673627046799	0.001206937014541	5.5992451683751e-13	1.23873967275018e-10	-7.20990128926591	266777	-0.0139577188550896
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0139008672343362	0.0100622619000716	0.0177394725686008	0.00195850809736456	1.27159152690773e-12	2.72243644002794e-10	7.09736365299315	259553	0.0139297578189892
Systolic blood pressure, automated reading	4080	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256015	0.0130278924826761	0.00940798193465908	0.0166478030306931	0.00184692707446178	1.7446689363384e-12	3.61855241577436e-10	7.05350447589377	256015	0.0139390039762964
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0273713466168126	0.0197503256235405	0.0349923676100847	0.00388834746627272	1.92081697879755e-12	3.86317039038768e-10	7.04011466376479	258756	0.0138386780861414
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266763	0.00831169938528337	0.00596142660745662	0.0106619721631101	0.00119914079869089	4.17604613827564e-12	8.15188771168689e-10	6.93109190799988	266763	0.013418420195192
Time spent using computer	1080	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	212977	-0.0277156529859281	-0.0355960905095164	-0.0198352154623399	0.00402070527098872	5.42524790011926e-12	1.02878200894547e-09	-6.8939804611909	212977	-0.0149367902384294
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.012930812028335	0.00923745434638154	0.0166241697102885	0.00188440079056871	6.80235265899996e-12	1.25408929438285e-09	6.86174686199979	263361	0.0133697039864637
Pulse rate, automated reading	102	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256017	0.0133971399160975	0.00954608368691584	0.0172481961452792	0.00196486071150201	9.22638006797315e-12	1.65501309489562e-09	6.81808227712736	256017	0.0134738003179424
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0140335758911754	0.00999370081430261	0.0180734509680483	0.00206119862851505	9.88686546806635e-12	1.72681910819885e-09	6.80813996337103	230475	0.0141799526816028
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199436/69772(269208)	-0.0302588209344894	-0.0390120015018012	-0.0215065407318463	0.0044657608272488	1.23751259627338e-11	2.1059925901196e-09	-6.77576316388508	269208	-0.013058064827575
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0130790926490928	0.00926750650156292	0.0168906787966227	0.00194472254469735	1.75398991906136e-11	2.91030777320256e-09	6.7251605032729	259553	0.0131993779625037
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.00872103608081886	-0.0113378646164473	-0.00610420754519044	0.00133514113334206	6.50331473571297e-11	1.05274390002261e-08	-6.53168656051107	270706	-0.0125528916320066
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270906	0.0123678815470949	0.00863804573118574	0.016097717363004	0.00190301242539638	8.09218909224049e-11	1.27875854774286e-08	6.49887680793667	270906	0.0124852356569905
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.012546150409551	0.00875570069197523	0.0163366001271268	0.00193393845370342	8.74914158917029e-11	1.35041983086798e-08	6.48712213154363	263361	0.012639890057219
Number of days/week walked 10+ minutes	864	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	266931	0.0230451361485728	0.0160684561659782	0.0300218161311673	0.0035595960117766	9.50913771944693e-11	1.43436697827203e-08	6.474555623506	266931	0.0125307765980832
Usual walking pace	924	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	270172	-0.0241337972135916	-0.0315367187149673	-0.016730875712216	0.00377707017055872	1.65701149059012e-10	2.44390783623258e-08	-6.39017026260478	270172	-0.0122930897026073
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	0.0122351569845969	0.00847626990240617	0.0159940440667876	0.00191783477239395	1.77723074446239e-10	2.5642348806515e-08	6.37945174313686	266777	0.0123503045834542
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0123911731159781	0.00855099663881767	0.0162313495931385	0.00195930971561276	2.54821317772412e-10	3.59840231075638e-08	6.32403418183656	259553	0.0124122181090231
Touchscreen duration	630	Sociodemographics	UK Biobank Assessment Centre > Procedural metrics > Process durations	INTEGER	LINEAR	271879	0.0115928114075301	0.00797670097898259	0.0152089218360776	0.00184498820237051	3.31672038744227e-10	4.58605691905299e-08	6.28320088105907	271879	0.0120493378346682
Illnesses of siblings	20111#100	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	68505/141142(209647)	-0.0289111742586969	-0.0382831324041629	-0.0195403199646049	0.00478141756363865	1.47935593580642e-09	2.00377251958106e-07	-6.04659872858815	209647	-0.0132047756673234
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.011523464268565	0.00773020421328395	0.015316724323846	0.00193537232581914	2.61744021361264e-09	3.47439013954942e-07	5.95395173640423	259553	0.0116859574493983
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.012231568443466	0.00817780692376808	0.0162853299631639	0.00206828367851321	3.34559766476794e-09	4.3538689609931e-07	5.91367398821599	230475	0.0123172683811262
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0474845501236602	0.0316817368179984	0.0632890909814325	0.00806324871598378	3.88436165108367e-09	4.95779005350814e-07	5.88904394175713	271879	0.0112935599769106
Duration of walks	874	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	LINEAR	230643	0.0121831205089501	0.00810438221109628	0.0162618588068038	0.00208102716683895	4.79353959916773e-09	6.00277779616533e-07	5.85418529389274	230643	0.0121889401390214
Illnesses of siblings: High blood pressure	20111#8	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	165508/43895(209403)	0.0316354249888631	0.0210016591200936	0.0422703702170885	0.00542579130656476	5.52298900085392e-09	6.78816259234583e-07	5.83059558758177	209403	0.0127405534270559
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45737/92734(138471)	-0.034608618105727	-0.0462599315783403	-0.022959231385744	0.00594416539701476	5.80341259767561e-09	7.00313625650419e-07	-5.82232623417825	138471	-0.0156446950928631
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266705	-0.00692688542343837	-0.00927858894356167	-0.00457518190331507	0.00119987078266399	7.7934139964918e-09	9.23658726691358e-07	-5.77286660295333	266705	-0.0111776482755076
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266687	0.00834295604031707	0.00549881861535047	0.0111870934652837	0.001451117187561	8.96796263236502e-09	1.04421698229836e-06	5.74917562667391	266687	0.0111321582030201
Age completed full time education	845	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	INTEGER	ORDERED-LOGISTIC	188590	-0.0246527533338491	-0.0330959234697195	-0.0162095831979788	0.00430781902242541	1.04492293641566e-08	1.19571612568806e-06	-5.723271146576	188590	-0.0131780023662868
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266728	0.00828254759192303	0.00542782600589747	0.0111372691779486	0.00145651736896353	1.29752593158929e-08	1.45427988873902e-06	5.68639039774462	266728	0.0110097554809802
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266701	-0.00679910508346278	-0.00914345944605748	-0.00445475072086809	0.00119612114359583	1.31470232521231e-08	1.45427988873902e-06	-5.68414300954872	266701	-0.0110059617069032
Platelet distribution width	30110	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263823	-0.0109088038949651	-0.0146798957571651	-0.00713771203276517	0.00192406181539348	1.43196236599694e-08	1.55802200379044e-06	-5.66952227129736	263823	-0.0110373630851537
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0211812739710629	0.0138386841318662	0.0285238638102596	0.00374628814463639	1.57317912503175e-08	1.68406287948963e-06	5.65338551256281	270826	0.0108627404508457
Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)	6164#4	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	131647/138887(270534)	-0.0213730454633844	-0.0289475659331592	-0.0137991465012566	0.00386446372264782	3.18987372236195e-08	3.33348718814942e-06	-5.53068242280407	270534	-0.010632731546206
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	164661	-0.0130001715940644	-0.0176081089695713	-0.00839223421855756	0.00235103165764968	3.21445201207719e-08	3.33348718814942e-06	-5.52933597111359	164661	-0.0136251071604272
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0198069710479175	0.0127671270428718	0.0268468150529633	0.00359182314602469	3.4912020379702e-08	3.56478583477049e-06	5.51482851406114	271840	0.0105767596673079
Time spend outdoors in summer	1050	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	INTEGER	ORDERED-LOGISTIC	246574	0.0205497532264203	0.0132316944773778	0.0278678119754628	0.00373377205232668	3.71033565111848e-08	3.73113601764748e-06	5.50411202983555	246574	0.0110838006897326
Job involves mainly walking or standing	806	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	CAT-SIN	ORDERED-LOGISTIC	147369	0.0256788716159457	0.0164272315317477	0.0349305117001438	0.00472031126958139	5.3141212532071e-08	5.18823600049494e-06	5.44046656657473	147369	0.0141707362481318
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266736	-0.00676969588961309	-0.00920848768192898	-0.0043309040972972	0.00124430439107696	5.31565538697689e-08	5.18823600049494e-06	-5.44041514642348	266736	-0.0105334043941548
Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	6164#2	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	143429/127105(270534)	-0.0209938177361468	-0.0286009393514247	-0.0133872967339474	0.00388110259613967	6.32857366630427e-08	6.08735411931325e-06	-5.40925988822434	270534	-0.010399322370601
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.00668717708897875	-0.00911355146222614	-0.00426080271573137	0.00123796885676794	6.60474003942084e-08	6.2622370916623e-06	-5.40160461962458	266754	-0.0104579172150577
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0105465521112196	0.00671087328109885	0.0143822309413403	0.00195701495556861	7.08623856314496e-08	6.62413596388635e-06	5.38897062582319	259553	0.010577186645545
Body fat percentage	23099	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266620	0.00777464807828209	0.00492652890208805	0.0106227672544761	0.00145314873061935	8.79135386703191e-08	8.10391883548483e-06	5.35008374831552	266620	0.0103607820062564
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266657	-0.00655251463306696	-0.00895408096441484	-0.00415094830171908	0.00122531145995086	8.91735844237037e-08	8.10746684685098e-06	-5.34750777040982	266657	-0.010355075581605
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266733	-0.00659407190531239	-0.0090164848392042	-0.00417165897142058	0.00123594767709993	9.54854133054567e-08	8.56400929876103e-06	-5.33511235563963	266733	-0.0103296035198948
Job involves heavy manual or physical work	816	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	CAT-SIN	ORDERED-LOGISTIC	147398	0.0284359641247749	0.0179621976837986	0.0389097305657512	0.00534385658287195	1.02734654982905e-07	9.02627326588308e-06	5.3218191939868	147398	0.0138603930576929
Time spent outdoors in winter	1060	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	INTEGER	ORDERED-LOGISTIC	215563	0.0232026734904729	0.0146547510413664	0.0317505959395794	0.00436126506228248	1.03359464849648e-07	9.02627326588308e-06	5.32071632296409	215563	0.0114592578972744
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266647	-0.0064518965907166	-0.00884356126639108	-0.00406023191504212	0.00122025950198046	1.24205778823532e-07	1.06123303513983e-05	-5.28719564175508	266647	-0.0102384896276422
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.00650165841339935	-0.00891211363609338	-0.00409120319070532	0.00122984669193281	1.24719265844368e-07	1.06123303513983e-05	-5.28644063407655	266754	-0.0102349745945318
Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)	130846	First occurrences	Health-related outcomes > First occurrences > Mental and behavioural disorders	DATE	LOGISTIC-BINARY	266109/5770(271879)	0.0709382758362039	0.0445666238183924	0.0973129485071489	0.0134559423297603	1.34997998756816e-07	1.13415407309998e-05	5.27192805667603	271879	0.0101102301790302
MET minutes per week for walking	22037	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	CONTINUOUS	LINEAR	208538	0.0114665615377502	0.00717531801067888	0.0157578050648215	0.0021894501944526	1.6317271894908e-07	1.3537216695813e-05	5.2370395698103	208538	0.0114674479775679
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259076	0.00953273676663731	0.00595181389784615	0.0131136596354285	0.00182703503586649	1.81372235391382e-07	1.48613274850939e-05	5.21748159908343	259076	0.0102500549907722
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244510	-0.0203466362856896	-0.028029502846892	-0.0126637697244873	0.00391990190728188	2.0925906554812e-07	1.69372246102789e-05	-5.19091863152715	244510	-0.0104972068604028
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101388	-0.00961071214083895	-0.013246240281494	-0.00597518400018385	0.00185489538039049	2.20728828361251e-07	1.76503281184774e-05	-5.18097521069663	101388	-0.0162691564858072
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258997	0.00985874613944634	0.00611172558222837	0.0136057666966643	0.00191178031166592	2.51303445539517e-07	1.98559639053068e-05	5.15672724937347	258997	0.0101322565397149
Platelet count	30080	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263827	0.00963116571624194	0.00594191968939822	0.0133204117430857	0.00188230296880149	3.11118249319315e-07	2.40358769008729e-05	5.11658431124954	263827	0.00996094666967738
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	269992	0.00923942001190344	0.00570009300131664	0.0127787470224902	0.00180581226925828	3.11448758998805e-07	2.40358769008729e-05	5.11638395007142	269992	0.00984619053389949
Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	6153#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	119335/27432(146767)	0.0351987492677554	0.0216141017892824	0.0487854675013574	0.0069315982146609	3.8132055816768e-07	2.90899372937804e-05	5.07805388561703	146767	0.0132540286844997
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43294/80007(123301)	-0.0320982420362293	-0.0445762651746028	-0.0196224267231759	0.00636589208992094	4.60055128251134e-07	3.46975668886679e-05	-5.04226435143102	123301	-0.0143582351658549
Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)	130828	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	254180/17699(271879)	0.0392549512687011	0.0238388641703405	0.0546723557515516	0.00786583116435347	6.01944011911708e-07	4.48887910905394e-05	4.99059238795231	271879	0.00957075003956655
