description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Eosinophill percentage	30210	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263364	-0.00894526705967803	-0.0127466319986145	-0.00514390212074159	0.00193950754652695	3.98703923059947e-06	0.00105831969337032	-4.61205684201049	263364	-0.00898670648992678
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	246968	-0.00747393705398752	-0.0106734364165353	-0.00427443769143973	0.00163242763019373	4.68682092350776e-06	0.00119622090955375	-4.57833926910791	246968	-0.00921236122468531
Comparative height size at age 10	1697	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Early life factors	CAT-SIN	ORDERED-LOGISTIC	267453	-0.0162985708364356	-0.023566347321755	-0.00903079435111624	0.00370811736473051	1.10492808910357e-05	0.00271566770344122	-4.39554964010213	267453	-0.00849914795659982
Date I67 first reported (other cerebrovascular diseases)	131374	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	263961/7918(271879)	0.0504245732221754	0.027884882578947	0.0729659194109246	0.0115004758218955	1.16201514213164e-05	0.00275397588685199	4.38459546803111	271879	0.00840868225795173
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.00806065226695459	0.00436642900823895	0.0117548755256702	0.00188484241948076	1.89848628547153e-05	0.00429591430376577	4.276506954873	263361	0.00833297389939585
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45737/92734(138471)	-0.025381820720572	-0.0370290725918793	-0.0137358756823851	0.00594225125900985	1.94209507403516e-05	0.00429591430376577	-4.2714460578157	138471	-0.011478100895177
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231740	-0.0159353755069223	-0.0232664853425518	-0.00860426567129289	0.00374043089233084	2.03958652118767e-05	0.00432847965400589	-4.26051252432712	231740	-0.00885005991020419
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257788	-0.00808105739204063	-0.0118030501536614	-0.00435906463041983	0.00189901079355508	2.0872716836677e-05	0.00432847965400589	-4.25534473385685	257788	-0.00838088405071297
Treatment/medication code: tridestra tablet	20003#1140921088	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271779/61(271840)	0.54155073459165	0.29122691841175	0.791657670882842	0.127663252084841	2.21759162394943e-05	0.00445937515652376	4.24177478648361	271840	0.00813538575897883
Fresh fruit intake	1309	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	INTEGER	ORDERED-LOGISTIC	262286	0.0163540127277669	0.00874095835747824	0.0239670670980556	0.00388428278802033	2.54836829797963e-05	0.00490467508670356	4.21047277842394	262286	0.00822110675946341
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	202776	-0.00920548453807593	-0.0134939902659826	-0.00491697881016922	0.00218805333247645	2.58685394868331e-05	0.00490467508670356	-4.20708540748469	202776	-0.00934235231430112
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266728	0.00611167047394495	0.00325603645975057	0.00896730448813932	0.00145698290209374	2.73244969019291e-05	0.00503681559558893	4.19469004937165	266728	0.00812181093478502
Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	6153#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	119335/27432(146767)	0.029026992780889	0.0154438096360149	0.0426118879027053	0.00693075956522384	2.81208707368595e-05	0.00504351616783242	4.18817333697762	146767	0.0109316935140935
Speed of sound through heel (left)	4103	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.013823468600705	-0.0203447539859338	-0.00730218321547618	0.00332724755998982	3.26051017211572e-05	0.00569388039530524	-4.15446394864961	86117	-0.0141557236066728
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0332474925659912	0.0174484545826793	0.049047592001367	0.00806115256911292	3.71649124724709e-05	0.00632375279916197	4.12443301842642	271879	0.00790978054492699
Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.0100616263801124	-0.0148649943240056	-0.00525825843621922	0.00245074296353481	4.03516504664571e-05	0.00669433881238523	-4.10545690725832	158339	-0.0103168514682416
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00838020764478354	0.00437136252956327	0.0123890527600038	0.00204536672451204	4.18342345334757e-05	0.0067710239113206	4.09710878049576	230475	0.00853398061927986
FI9 : concept interpolation	5556-4	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning	CAT-SIN	MULTINOMIAL-LOGISTIC	14061/25552	-999	-999	-999	-999	6.29645891123347e-05	0.00994840507974888	-4.00141584521962	25552	-0.0250254674877069
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.00529425148608854	-0.0079110888103106	-0.00267741416186648	0.0013351456174008	7.33173971634022e-05	0.0111414196229361	-3.96525541491875	270706	-0.0076209869538372
Date I48 first reported (atrial fibrillation and flutter)	131350	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	245849/26030(271879)	0.0266785796108676	0.0134862013860291	0.0398719408530642	0.00673117967349463	7.38731861677502e-05	0.0111414196229361	3.96345373209511	271879	0.00760107489730897
Diastolic blood pressure, automated reading	4079	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256017	0.00769311759157265	0.00387548811386733	0.011510747069278	0.0019478059330775	7.82861083267195e-05	0.0115445914412469	3.94958713671511	256017	0.00780559050037937
Age started smoking in former smokers	2867	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	LINEAR	67260	-0.0148871940751566	-0.0223058469122906	-0.00746854123802266	0.00378509650975802	8.39138243162497e-05	0.0121054812644051	-3.93293817972424	67260	-0.0151633518243746
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43294/80007(123301)	-0.0248678937140192	-0.0373395929673059	-0.0123978488722985	0.0063628067382219	9.29268934267527e-05	0.0131204864846794	-3.90835447827622	123301	-0.0111297976597759
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00801792808267058	0.00398597153987351	0.0120498846254676	0.00205715848587046	9.71802580911876e-05	0.0133018136401587	3.89752633285143	230475	0.00811829294705985
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266687	0.00565376210806416	0.00280878065152742	0.0084987435646009	0.00145154782382615	9.82201429125646e-05	0.0133018136401587	3.89494715038597	266687	0.00754205894739382
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0126743410685296	-0.0191277264896728	-0.00622095564738641	0.00329260408458863	0.000118497531675905	0.0154619223679567	-3.84921383091062	86117	-0.0131158148342237
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0126720781451246	-0.0191254633869525	-0.00621869290329656	0.00329260399309959	0.000118830325612687	0.0154619223679567	-3.84852674417493	86117	-0.0131134740568659
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218063/51145(269208)	0.0195557677121627	0.00953934872008051	0.0295727979303974	0.00511066768786013	0.000129990017693698	0.0164523238918355	3.82647751375201	269208	0.00737471069366065
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0137330078165752	0.00669298104000113	0.0207730345931492	0.00359191639851797	0.00013162843802078	0.0164523238918355	3.82339166870308	271840	0.00733300581461406
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86061	-0.0125737642904816	-0.0190262387086594	-0.00612128987230376	0.0032921392786164	0.000133879670005895	0.0164523238918355	-3.81921015169113	86061	-0.0130178303258253
C-reactive protein	30710	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258656	0.00736492869510219	0.00355053919599117	0.0111793181942132	0.00194615285239853	0.000154132934346424	0.0185968391331431	3.78431431173885	258656	0.00744073055546453
Date M81 first reported (osteoporosis without pathological fracture)	131964	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	256442/15437(271879)	0.031729514855654	0.0150965777001534	0.0483637229608092	0.00848667259272691	0.000184817947541719	0.0219009267836937	3.73891262100788	271879	0.00717047483751144
Mental health problems ever diagnosed by a professional: Social anxiety or social phobia	20544#1	Mental health	Online follow-up > Mental health > Mental distress	CAT-MUL	LOGISTIC-BINARY	72534/936(73470)	-0.122654716074191	-0.187221112704968	-0.0581139818835678	0.0329360977650051	0.000196006336416732	0.0225915108855419	-3.72410886678666	73470	-0.0137382770824462
Ankle spacing width (left)	4100	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	0.0110139027448353	0.00521466354901848	0.0168131419406522	0.00295884987763067	0.000197454435105701	0.0225915108855419	3.7222512015416	86117	0.012683273030358
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270030	0.00669855673147262	0.00316284776423862	0.0102342656987066	0.00180396629485195	0.000204651710799264	0.0230181144553206	3.71320410058751	270030	0.00714551168960808
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00747955253432526	0.00351339243954141	0.0114457126291091	0.00202358825267628	0.00021889915194047	0.024210246204616	3.69614364350814	230475	0.00769885149011933
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0075096544145109	0.00346392136609906	0.0115553874629227	0.00206418744442451	0.000274730375931331	0.0298622951520236	3.6380309884495	230475	0.00757781322760599
Diabetes diagnosed by doctor	2443	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-SIN	LOGISTIC-BINARY	257015/14231(271246)	0.0315602028303705	0.0145391124963714	0.0485821918446163	0.00868461859931416	0.000279002757598774	0.0298622951520236	3.63405369553991	271246	0.00697751369661484
Frequency of strenuous sports in last 4 weeks	991	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	25422	0.0410930180778485	0.0187899850381985	0.0633960511174985	0.0113793075870646	0.000304435772868196	0.0320672347421166	3.61149600653139	25422	0.0226458161423088
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0165472248092018	0.00750844000833717	0.0255865075102295	0.00461183665732887	0.000333190642708218	0.0345477047658084	3.58802633480262	271879	0.00688111958315937
Date N39 first reported (other disorders of urinary system)	132070	First occurrences	Health-related outcomes > First occurrences > Genitourinary system disorders	DATE	LOGISTIC-BINARY	237395/34484(271879)	0.0208529371155132	0.00943037520178719	0.0322760615471224	0.00582808830303492	0.000346205198963616	0.0353448876972701	3.57802133406383	271879	0.00686193289000701
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90722/32579(123301)	0.0238384463664269	0.0105944938377184	0.0370840405655776	0.0067576616041941	0.000419233252064413	0.0419913541983515	3.52767076215091	123301	0.0100458422250844
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270906	0.00670873123139379	0.00297826648361924	0.0104391959791683	0.0019033333148976	0.000423963341062319	0.0419913541983515	3.52469955957037	270906	0.0067718049017532
Creatinine	30700	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259085	-0.00557309711333771	-0.00868137646287914	-0.00246481776379629	0.00158588595201705	0.000441152893435953	0.042583471615004	-3.51415645691076	259085	-0.00690384900694494
Leisure/social activities: Pub or social club	6160#2	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support	CAT-MUL	LOGISTIC-BINARY	196367/74777(271144)	0.0154224258337934	0.00681860258742025	0.0240266618867715	0.00438989171104322	0.000442775699432682	0.042583471615004	3.51318102373142	271144	0.00674671316036943
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100912	-0.0108212221050216	-0.0168660982815698	-0.00477634592847348	0.00308417717071812	0.000450553661174102	0.0427124870793049	-3.5085516963848	100912	-0.0110442006657179
Speed of sound through heel (right)	4122	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86102	-0.0115158457561996	-0.0180226764920746	-0.00500901502032464	0.00331987260337436	0.000523024284183498	0.0488843542231224	-3.46867884004596	86102	-0.0118203999921177
Forced expiratory volume in 1-second (FEV1) Z-score	20256	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.00731099154358165	0.00316742436981579	0.0114545587173475	0.0021141037317266	0.000543864697655891	0.050126196300618	3.45816672722436	217051	0.00742258311378519
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.00675617406873941	0.00291706758364673	0.0105952805538321	0.001958763791261	0.000562299451642265	0.0511153309739462	3.44917629955619	259553	0.00677008446481433
Treatment speciality of consultant (recoded): Cardiothoracic transplantation	41246#1180	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	260075/50(260125)	0.486814640089824	0.209208297096143	0.763991393968154	0.141528900849217	0.000583188550514447	0.0522978273137009	3.43931484889549	260125	0.00674330313724477
Date E11 first reported (non-insulin-dependent diabetes mellitus)	130708	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	246538/25341(271879)	0.0229531716493067	0.00985275439665153	0.0360542262918692	0.00668417177608659	0.000594709791223408	0.0526199223274471	3.4340156807959	271879	0.00658577093374007
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	269992	0.00616239594632704	0.00262169872294249	0.00970309316971159	0.00180651137026656	0.000646802732601218	0.0558609794432908	3.41118886246902	269992	0.00656481613519943
Summed days activity	22033	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	INTEGER	LINEAR	208538	0.00746861300347801	0.00317669066642386	0.0117605353405322	0.00218979653244055	0.000648175921810336	0.0558609794432908	3.41061058974421	208538	0.00746843326131329
Non-butter spread type details	2654-7	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-SIN	MULTINOMIAL-LOGISTIC	49097/145395	-999	-999	-999	-999	0.000658119503865671	0.0559907824058025	-3.40645685927201	145395	-0.00893333899034105
FEV1/ FVC ratio Z-score	20258	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.0072150933473599	0.00305462135487142	0.0113755653398484	0.00212272879772576	0.000676473871952639	0.0568238052440217	3.39894067786329	217051	0.0072954675907444
Corneal hysteresis (right)	5256	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Intraocular pressure	CONTINUOUS	LINEAR	57096	-0.0139012799366673	-0.0219848248639143	-0.00581773500942026	0.00412433340153645	0.000750479890004396	0.0622523068758647	-3.37044094795931	57096	-0.014104194426131
Difficulty concentrating during worst depression	20435	Mental health	Online follow-up > Mental health > Depression	CAT-SIN	LOGISTIC-BINARY	7883/29017(36900)	0.0431892864864343	0.0180124124938515	0.068376387982878	0.0128481890193624	0.000774923818504791	0.0634863513530592	3.36159967680056	36900	0.0174975839915946
Duration of vigorous activity	914	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	LINEAR	144198	0.00881874404901357	0.00366268938986182	0.0139747987081653	0.00263068847173828	0.000801679985837177	0.0648748823324293	3.35221408904563	144198	0.00882751000779389
Neutrophill percentage	30200	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263364	0.00652004914265041	0.00270414103037943	0.0103359572549214	0.00194692766926861	0.000811424839299522	0.0648748823324293	3.3488678634757	263364	0.00652547618977357
Types of transport used (excluding work): Car/motor vehicle	6162#1	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	56192/214389(270581)	-0.0158469403713856	-0.0251608656794013	-0.00653340803886425	0.00475198977824798	0.000853563810146298	0.0674315410015575	-3.33481429583607	270581	-0.00641085104385062
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	0.0063715514790624	0.00261150149156051	0.0101316014665643	0.00191842810233284	0.000896270750240929	0.0699723846893977	3.32121310373173	266777	0.00643006258728465
Treatment/medication code: betagan eye drops	20003#1140878098	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271796/44(271840)	0.500579222432301	0.204455195828903	0.796605044087347	0.151061410548675	0.000920451213481802	0.0710245843333167	3.31377628224332	271840	0.00635564059660362
Speed of sound through heel, manual entry	3086	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	22901	-0.0216434837144647	-0.0344702357088468	-0.00881673172008253	0.00654438147616891	0.000943247201107907	0.0716577969808291	-3.3069292258385	22901	-0.0218480642570796
Date E14 first reported (unspecified diabetes mellitus)	130714	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	258189/13690(271879)	0.0292490920115059	0.0119030372515315	0.0465959496055755	0.00885039537147041	0.000950254088956143	0.0716577969808291	3.30485541075163	271879	0.00633807692381704
Date F17 first reported (mental and behavioural disorders due to use of tobacco)	130868	First occurrences	Health-related outcomes > First occurrences > Mental and behavioural disorders	DATE	LOGISTIC-BINARY	246050/25829(271879)	0.0217015510446879	0.00879069727648536	0.034612942923499	0.00658742860856021	0.000986306898680034	0.073540815501581	3.29440382535229	271879	0.00631803359497102
