description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Comparative height size at age 10	1697	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Early life factors	CAT-SIN	ORDERED-LOGISTIC	267453	-0.0450150218972176	-0.0522887565653496	-0.0377412872290855	0.00371115730978035	7.20689607471933e-34	4.35493074624176e-31	-12.1313304208344	267453	-0.0234512967843774
Forced expiratory volume in 1-second (FEV1), Best measure	20150	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.0191156769652745	-0.0222288226170739	-0.0160025313134751	0.00158836880491453	2.39195312593437e-33	1.32494270234048e-30	-12.0327043352134	203826	-0.0266428935730795
Whole body fat-free mass	23101	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266852	-0.0141201106204682	-0.0164808210931654	-0.0117594001477711	0.00120446625107305	9.87184668378871e-32	5.04755114670335e-29	-11.7216599525722	266852	-0.0226852587595042
Vascular/heart problems diagnosed by doctor	6150#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	84940/186496(271436)	-0.0503086785809039	-0.0587444649200028	-0.0418743025854177	0.00430369192180438	1.43894240694592e-31	6.83189298497824e-29	-11.6896998506382	271436	-0.0224316874456183
Date I10 first reported (essential (primary) hypertension)	131286	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	158549/113330(271879)	0.0476207754317116	0.0395719709686779	0.0556709509067799	0.00410695810358984	4.35906578966477e-31	1.93164735359345e-28	11.5951881612832	271879	0.0222322905271129
Whole body water mass	23102	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	-0.0139511827535014	-0.0163167568847559	-0.0115856086222469	0.00120694775511889	6.75268105758888e-31	2.80531693686208e-28	-11.5576561492391	266876	-0.0223670122108744
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264186	0.0220043465852242	0.0182044083020729	0.0258042848683756	0.00193877964754699	7.56668937699039e-30	2.95857554640324e-27	11.3482441821072	264186	0.0220734180529645
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231879	-0.040785892827274	-0.0481180608448847	-0.0334537248096634	0.00374097079101752	1.10488442227585e-27	4.0800926415931e-25	-10.9038441919314	231879	-0.0226380746664373
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194350/77086(271436)	0.0476943576454728	0.0391085422290574	0.0562814721111711	0.00438092996033896	1.33163500720474e-27	4.65861994362627e-25	10.8868523109986	271436	0.0208917783643066
Apolipoprotein B	30640	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258396	0.020725355199467	0.0168769184917213	0.0245737919072126	0.00196352419641464	4.86362052590703e-26	1.6164242817852e-23	10.554083627388	258396	0.02075801066579
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.048128989262375	0.0390803401514096	0.0571790112307923	0.00461709276857705	1.92278271347623e-25	6.08606509356024e-23	10.4241961658082	271879	0.0199880104948698
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266806	-0.0122709144981463	-0.0146226628225951	-0.00991916617369745	0.0011998936424338	1.52119763400291e-24	4.59609121509879e-22	-10.2257032589763	266806	-0.0197930139402881
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.021071305274659	0.017019779291171	0.0251228312581469	0.00206714307785545	2.14544025710002e-24	6.20032234301906e-22	10.1923368427242	230475	0.0212258888345282
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.0124190469885987	-0.0148455532125367	-0.00999254076466069	0.0012380361287646	1.12131849213527e-23	3.10558500717631e-21	-10.0303382112583	266853	-0.0194132973598526
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.0123088745932131	-0.0147194660664177	-0.0098982831200086	0.00122991620877679	1.42001758106263e-23	3.77554274452932e-21	-10.0069939629057	266853	-0.0193681325184591
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266802	-0.0119352599000285	-0.0142795838919031	-0.00959093590815397	0.00119610564804573	1.91150977193209e-23	4.886848251551e-21	-9.97753792737683	266802	-0.0193129877722932
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0192886181514883	0.0154821541498388	0.0230950821531377	0.00194210915694082	3.05496393245522e-23	7.5208686144555e-21	9.93089649723968	263726	0.0193344774456248
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259427	0.0187847240715432	0.0150416364632468	0.0225278116798396	0.00190977366820074	7.9394589674753e-23	1.88477084845744e-20	9.8352191137441	259427	0.0193062166174075
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266836	-0.0116935682959742	-0.0141324950968261	-0.00925464149512231	0.00124437327424883	5.64558451438571e-21	1.29400690576282e-18	-9.3964112444064	266836	-0.01818735704659
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266833	-0.0115920607451309	-0.0140146436770334	-0.00916947781322845	0.00123603441237263	6.7434001982029e-21	1.49411270391516e-18	-9.37768981072667	266833	-0.018151234463987
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.0122610054512698	-0.0148716135217698	-0.00965039738076987	0.00133196736832519	3.43275337864641e-20	7.36048764769764e-18	-9.20449694695206	270706	-0.0176882460619436
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0177700003166208	0.0139620537217784	0.0215779469114632	0.00194286559593901	5.9309778679063e-20	1.23197530899916e-17	9.14558173658763	259880	0.0179372846487515
Leg fat percentage (left)	23115	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266848	0.0108206612004828	0.00850089309828097	0.0131404293026846	0.00118357690268793	6.15031928419554e-20	1.2388234024863e-17	9.14165601948052	266848	0.017694020756018
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266862	0.0108826901586123	0.00853204203351372	0.013233338283711	0.00119933230592003	1.15476283973285e-19	2.25756135167772e-17	9.07329013547527	266862	0.0175612764424809
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0173945359732299	0.0136055739298764	0.0211834980165833	0.00193317942229566	2.31499263300093e-19	4.39650172330205e-17	8.99722287766852	259979	0.0176430397052763
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266750	-0.0108942236000138	-0.0132862512244154	-0.00850219597561227	0.00122044468330519	4.42475665264356e-19	8.16982151947826e-17	-8.92580343182321	266750	-0.0172795284440359
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266760	-0.0109264868275652	-0.013328255282096	-0.0085247183730343	0.00122541458591877	4.83733914510065e-19	8.69021440472541e-17	-8.91593117591737	266760	-0.0172600989395034
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0163126074980865	0.0126219910621626	0.0200032239340103	0.00188300216995565	4.61528611164372e-18	8.07310704844627e-16	8.66250009438519	263726	0.0168657884214459
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	247511	-0.0139798939910513	-0.0171749704956526	-0.0107848174864499	0.0016301710285514	9.89847643092101e-18	1.6870557137521e-15	-8.57511857400696	247511	-0.0172337636829475
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237148	-0.0169619317132002	-0.0208621774197643	-0.0130616860066361	0.00198995784480161	1.55276762564995e-17	2.5803116019238e-15	-8.52314606514381	237148	-0.0174994952283722
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0166727365145627	0.0128376198951476	0.0205078531339777	0.00195672810810095	1.59335017159176e-17	2.58317038794401e-15	8.52015856991544	259880	0.0167109935364614
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0318480534927064	0.0245066574710295	0.0391894495143834	0.0037456790428727	1.83824706771359e-17	2.90924482359339e-15	8.50358444631241	270826	0.0163380598809235
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.0300951687805669	0.0230500115164662	0.0371403260446676	0.00359453404229466	5.59367781997629e-17	8.64678522543777e-15	8.3734892747356	271842	0.0160580862542884
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0170981744969432	0.013085188047577	0.0211111609463093	0.0020474796889229	6.81227970200334e-17	1.02911870861855e-14	8.35024277397036	230475	0.0173909533343141
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43327/80041(123368)	-0.0527054868548105	-0.0651793570861681	-0.040234899889133	0.00636349886880417	1.20575716385651e-16	1.78103730403427e-14	-8.28253972574448	123368	-0.0235746400135344
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271842	0.0298384240038882	0.0226444897824269	0.0370323582253495	0.00367044204802034	4.27598890273015e-16	6.17880396444507e-14	8.13047857204485	271842	0.0155921724859147
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266828	0.0118040373909946	0.00894880089494041	0.0146592738870487	0.00145678008298922	5.39040309696051e-16	7.6234062522333e-14	8.10235802696495	266828	0.015683534298417
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0158050788387436	0.0119690994286747	0.0196410582488125	0.00195716831550305	6.74732546586531e-16	9.34364007741807e-14	8.0750061327507	259979	0.0158351047379135
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100917	-0.0247237397352878	-0.0307669835460561	-0.0186804959245194	0.00308334431573064	1.081116175448e-15	1.46656718738834e-13	-8.01728098397839	100917	-0.025229635530969
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0309008709186563	0.023274820812595	0.0385269210247176	0.00389091338729416	1.97341218441434e-15	2.62345415796042e-13	7.94300485457397	258756	0.0156130716201084
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218203/51154(269357)	0.0405658191785604	0.0305416933983669	0.050591083091653	0.00511473421232052	2.17031705482605e-15	2.82864656145662e-13	7.93120380443796	269357	0.0152800889825082
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266789	0.011418947603601	0.00857425887628067	0.0142636363309213	0.00145139846944069	3.62897538749216e-15	4.58356701370505e-13	7.86712033625091	266789	0.0152294104522708
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90570/32801(123371)	0.0530651470482715	0.039844733039213	0.0662887177697971	0.00674603843212704	3.65471719161077e-15	4.58356701370505e-13	7.86623568279429	123371	0.0223900490897333
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0158708547261466	0.0119005523755317	0.0198411570767614	0.00202570168734328	4.71629585977651e-15	5.80541084813601e-13	7.83425530792772	230475	0.0163166077733535
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189463/79894(269357)	-0.0330523641290945	-0.0414081136318962	-0.0246976990136909	0.0042629392044994	8.94270858931414e-15	1.08076698169402e-12	-7.75345273327829	269357	-0.0149377148286631
Age completed full time education	845	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	INTEGER	ORDERED-LOGISTIC	188769	-0.0333596171681808	-0.0417965131868802	-0.0249227211494815	0.00430461788341445	9.12877914286153e-15	1.08355348147501e-12	-7.75083841193316	188769	-0.0178367838476411
Fluid intelligence score	20191	Cognitive function	Online follow-up > Cognitive function online > Fluid intelligence / reasoning	INTEGER	ORDERED-LOGISTIC	100138	-0.0419779862238861	-0.0528485344798835	-0.0311074379678886	0.00554630000435873	3.73040878090983e-14	4.35018020468555e-12	-7.57006383355742	100138	-0.023915539836073
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244512	-0.0296399601176144	-0.0373302829438559	-0.0219496372913729	0.00392370619404325	4.19045732697499e-14	4.80240859524186e-12	-7.55494225294092	244512	-0.0152767915393055
LDL direct	30780	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259178	0.014745016771048	0.0109179403126487	0.0185720932294474	0.00195262590975489	4.31959128750374e-14	4.86649547254870e-12	7.55099086915034	259178	0.0148306022535024
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	93222/30146(123368)	0.0516201762233788	0.0379791404545409	0.0652643017119733	0.00696062822395061	1.20367405381473e-13	1.33138690036501e-11	7.41637717150471	123368	0.0211104394173145
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258251	-0.0140673237062882	-0.0177857777883051	-0.0103488696242713	0.00189720531160143	1.22182339284287e-13	1.33138690036501e-11	-7.41439383305293	258251	-0.0145884821257483
Fluid intelligence score	20016	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning	INTEGER	ORDERED-LOGISTIC	93581	-0.0423860969186032	-0.0536091340570403	-0.031163059780166	0.00572614457559579	1.33343455915709e-13	1.42957088947051e-11	-7.40279905260398	93581	-0.0241924377866501
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0152168108665257	0.0111805705700498	0.0192530511630016	0.00205934411464356	1.48218636208772e-13	1.56382424584081e-11	7.38874722147187	230475	0.0153889628286465
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270726	-0.00978164743052908	-0.0123984625805605	-0.0071648322804977	0.00133513430383033	2.37119283352119e-13	2.4627060569399e-11	-7.32600254933628	270726	-0.0140786379863166
Systolic blood pressure, automated reading	4080	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256243	0.0133132349495191	0.00969495197508944	0.0169315179239487	0.00184609666451536	5.54527379598322e-13	5.670682295677e-11	7.21122009682968	256243	0.0142442759087137
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	165313	-0.0168854409102534	-0.021490952153306	-0.0122799296672007	0.00234979381222325	6.70081938213982e-13	6.74853733834597e-11	-7.18540512370663	165313	-0.0176698382431815
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270052	0.0129521939428817	0.00941786743409812	0.0164865204516653	0.00180326094594692	6.85315163947478e-13	6.79894014143117e-11	7.18233346319152	270052	0.0138198076283856
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270160	0.012861302735872	0.00932367337448092	0.0163989320972632	0.00180494610579353	1.03870234237406e-12	1.01533153967064e-10	7.12527878108712	270160	0.0137073070447139
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259507	0.0129357407179567	0.00935775879371019	0.0165137226422033	0.00182553452638376	1.38358049209754e-12	1.3328492073873e-10	7.08568515157679	259507	0.0139080735263435
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270918	0.0134557523928589	0.00972525551880235	0.0171862492669154	0.001903349706159	1.55817741674952e-12	1.47960075559058e-10	7.06921040499522	270918	0.0135804302369312
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.0109416020398192	0.00788312544170957	0.0140000786379289	0.00156047591804469	2.35932202321574e-12	2.20879063215705e-10	7.01140764941948	264188	0.013639860082465
Medication for pain relief, constipation, heartburn	6154#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	122981/146087(269068)	-0.0272233242383115	-0.0348419850928932	-0.0196054088868972	0.00388695310887857	2.49120964033271e-12	2.2998708999016e-10	-7.00379476904386	269068	-0.0135009527093646
Treatment/medication code: simvastatin	20003#1140861958	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	238631/33211(271842)	0.0421848128038602	0.0303109508115189	0.0540597266479465	0.00605847250861621	3.3278309666651e-12	3.03014964868807e-10	6.96313480577027	271842	0.0133539392310139
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.0195109214274136	0.0140179218383414	0.0250039210164858	0.00280260230922623	3.38074945745423e-12	3.03673535725652e-10	6.96091282046325	96683	0.0223813781878494
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0134404733993647	0.00965284505662537	0.017228101742104	0.00193249895029482	3.53370639657225e-12	3.13180618906877e-10	6.9546770323083	263726	0.0135413610555535
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	0.0133252653119299	0.00956577763241563	0.0170847529914442	0.00191814120523063	3.73985828588517e-12	3.27089974029983e-10	6.94667881131183	266876	0.0134457436046368
Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication	6153#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	126936/19912(146848)	0.0546522273013739	0.0391507537535112	0.0701571029917423	0.0079099283157255	4.86358056404289e-12	4.19847013106404e-10	6.90950198779285	146848	0.0180278983285794
Body fat percentage	23099	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266720	0.0100338182714689	0.00718500494535407	0.0128826315975837	0.00145350289525006	5.09462903110558e-12	4.34153835509728e-10	6.90291451672743	266720	0.013364956253842
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0140394111088687	0.00998932270895496	0.0180894995087825	0.00206640960337045	1.0922029673599e-11	9.1897128152421e-10	6.79379666654515	230475	0.0141500845377031
Number of symbol digit matches attempted	20195	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0191773892328791	-0.0247140827343324	-0.0136406957314259	0.00282489553130873	1.13719107507719e-11	9.4486363450476e-10	-6.78797403848889	97755	-0.0217056499852655
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91567	-0.0214994213903299	-0.0277300331675647	-0.0152688096130951	0.00317894197361843	1.35817221409923e-11	1.11453959347131e-09	-6.76230093561349	91567	-0.0223419628299546
Date E11 first reported (non-insulin-dependent diabetes mellitus)	130708	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	246538/25341(271879)	0.0447684122964118	0.0316666528283755	0.0578709490224608	0.00668489227373091	2.12646583067907e-11	1.72373394835656e-09	6.69706532311702	271879	0.0128428816773591
Bread type	1448-3	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-SIN	MULTINOMIAL-LOGISTIC	149214/262920	-999	-999	-999	-999	3.70198999100583e-11	2.96471415303804e-09	-6.61553954652484	262920	-0.0129008690388431
Heel bone mineral density (BMD) T-score, automated (right)	4125	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0210177525980685	-0.027249108907128	-0.0147863962890089	0.00317932184377453	3.84198156813559e-11	3.01037945969487e-09	-6.61004694973358	91616	-0.0218333352739605
Heel quantitative ultrasound index (QUI), direct entry (right)	4123	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.021016836368508	-0.0272481972030224	-0.0147854755339935	0.00317932415272251	3.8495901019116e-11	3.01037945969487e-09	-6.60975406670689	91616	-0.021832368326934
HDL cholesterol	30760	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	238212	-0.0122304550578608	-0.0158667964624762	-0.00859411365324531	0.0018553103186071	4.34348967325644e-11	3.35711347187623e-09	-6.59186038480801	238212	-0.0135048075298187
Touchscreen duration	630	Sociodemographics	UK Biobank Assessment Centre > Procedural metrics > Process durations	INTEGER	LINEAR	271879	0.012115639248245	0.0084993356248693	0.0157319428716207	0.00184508677297167	5.16168088185407e-11	3.90741199682463e-09	6.56619616504858	271879	0.0125919556548824
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0529017900576244	0.0371106223026522	0.0686940184808079	0.00805713687273887	5.17304431654231e-11	3.90741199682463e-09	6.56586852960744	271879	0.0125913274499443
Haematocrit percentage	30030	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.0105048013204986	0.00736772618472802	0.0136418764562691	0.00160057794965387	5.2776039445111e-11	3.94159926058037e-09	6.56288644336376	264188	0.0127674624864308
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91535	-0.0208318205382653	-0.0270863384371421	-0.0145773026393885	0.00319113919858306	6.69529858076631e-11	4.94484996292818e-09	-6.52732875442921	91535	-0.0215697735735425
