description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.015121002307336	0.0110642146163041	0.0191777899983679	0.00206982767185077	2.77168278620981e-13	1.53297155433954e-10	7.30504775810814	230475	0.0152146777951322
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0174919496486376	-0.0222026678364002	-0.0127812314608751	0.00240347181117617	3.40784319205815e-13	1.73983502043769e-10	-7.27721405235681	156699	-0.0183806740276344
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86061	-0.0239510828889642	-0.0304146593364387	-0.0174875064414896	0.00329780368336276	3.82238383195742e-13	1.81208296376439e-10	-7.26170597316643	86061	-0.0247461417983359
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0235981424706239	-0.0300630801459074	-0.0171332047953403	0.00329849820010886	8.47625069134027e-13	3.53702268009435e-10	-7.15322498646032	86117	-0.0243687635284918
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0235954503657477	-0.0300603881010126	-0.0171305126304829	0.00329849823071212	8.52679868638083e-13	3.53702268009435e-10	-7.15240911388113	86117	-0.0243659857602176
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189384/79824(269208)	-0.0304235977223557	-0.0387821555945212	-0.0220661493748274	0.004264365659662	9.72053043589986e-13	3.7950094413569e-10	-7.13440700922236	269208	-0.013749106030714
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231740	-0.0266476209581544	-0.0339772282921808	-0.019318013624128	0.00373966429579391	1.03283684526804e-12	3.80829896780221e-10	-7.12605869924472	231740	-0.0148014134482362
Heel bone mineral density (BMD) T-score, automated (right)	4125	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86102	-0.0232836636626187	-0.0297271266493445	-0.0168402006758928	0.00328754152502345	1.42662688606589e-12	4.75121378340729e-10	-7.08144140645575	86102	-0.024126462843755
Heel quantitative ultrasound index (QUI), direct entry (right)	4123	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86102	-0.0232820445031364	-0.0297255101781229	-0.01683857882815	0.00328754289661019	1.43173535736245e-12	4.75121378340729e-10	-7.08094614893444	86102	-0.0241247764840168
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86057	-0.0230713666017584	-0.0295143274233965	-0.0166284057801203	0.00328728531363808	2.25972316763509e-12	7.06413076278419e-10	-7.01743865610422	86057	-0.0239147775092375
Speed of sound through heel (left)	4103	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0233776478703899	-0.02991077539323	-0.0168445203475497	0.00333328957795788	2.34158319694519e-12	7.06413076278419e-10	-7.01246328529527	86117	-0.0238895095778325
Heel broadband ultrasound attenuation (right)	4120	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86098	-0.022484618407873	-0.0287897457842544	-0.0161794910314915	0.00321696083505385	2.77871857605961e-12	8.01841529969897e-10	-6.98848425236107	86098	-0.0238104914448404
Speed of sound through heel (right)	4122	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86102	-0.0224528487179141	-0.0289710972908798	-0.0159346001449484	0.00332569813750702	1.47335712951232e-11	4.07444636190553e-09	-6.75050079527115	86102	-0.0229995596006527
Heel broadband ultrasound attenuation (left)	4101	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86112	-0.0215848680747114	-0.0279211923024629	-0.0152485438469599	0.00323287788843653	2.45747445233749e-11	6.52410317606557e-09	-6.67588331436448	86112	-0.022744143358366
Eosinophill percentage	30210	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263364	-0.0127630793547333	-0.0165626572232563	-0.00896350148621033	0.00193859575915352	4.59730978635498e-11	1.17355173277069e-08	-6.58342550691372	263364	-0.0128274295160465
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0133113056784753	0.00929330765554365	0.0173293037014069	0.00205003666119637	8.41806700131846e-11	2.0692855810278e-08	6.49293382932283	230475	0.0135235662354453
Mean reticulocyte volume	30260	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	-0.0123558464269061	-0.0161775341700651	-0.00853415868374711	0.00194987651472373	2.35026181875672e-10	5.57095988967441e-08	-6.33651114935293	259553	-0.0124367029406639
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0120761823144723	0.00824321805396335	0.0159091465749812	0.00195562994562291	6.62130503503104e-10	1.515365569569e-07	6.17488165096812	259553	0.0121195191004896
Forced expiratory volume in 1-second (FEV1), Best measure	20150	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.00974491852458204	-0.0128631145511476	-0.00662672249801644	0.00159094557408274	9.06927835534891e-10	2.00642668148169e-07	-6.124983887808	203826	-0.0135655475019781
Forced vital capacity (FVC), Best measure	20151	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.00938821336471088	-0.012417281588332	-0.00635914514108977	0.00154547136963435	1.24441423305413e-09	2.66425073057428e-07	-6.07441384575108	203826	-0.0134535658810112
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.00946783376196954	0.00640796389354874	0.0125277036303903	0.00156118678330655	1.32512013607065e-09	2.74838198221903e-07	6.06432130584024	263830	0.0118056932311458
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199436/69772(269208)	-0.0267952734645815	-0.0355499229572327	-0.0180417011518043	0.00446646518597562	1.98248635616816e-09	3.98720058966305e-07	-5.99923552434248	269208	-0.0115617750594411
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0122092717567555	0.00816806130184021	0.0162504822116708	0.00206187995636239	3.19549357039906e-09	6.23779141962899e-07	5.92122651690351	230475	0.0123329967392354
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0119910047225408	0.00801575396145769	0.0159662554836239	0.00202822643295457	3.38256526016753e-09	6.41431018049483e-07	5.91186461045885	230475	0.0123135002985736
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259076	0.0106293112685217	0.00704864630055806	0.0142099762364853	0.00182690345139372	5.95404659577697e-09	1.09769464600477e-06	5.81804334034795	259076	0.0114297483102407
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0224665617848532	0.0148401525023243	0.0300929710673822	0.00389109664396137	7.71982504285737e-09	1.38476969755255e-06	5.77446439651813	258756	0.0113511585789241
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263827	0.0108323798543654	0.00702982646409741	0.0146349332446333	0.00194011391038917	2.36094209824775e-08	4.12357176475535e-06	5.5832285090107	263827	0.0108693049576354
Forced expiratory volume in 1-second (FEV1)	3063	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	246968	-0.00814860574522646	-0.0110572612403515	-0.00523995025010145	0.00148403517517063	4.00348744182791e-08	6.81311439779791e-06	-5.49069784668178	246968	-0.0110479692087517
Urate	30880	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258878	0.00912710826386157	0.0058430652040593	0.0124111513236638	0.00167556296223112	5.12111504081078e-08	8.49721013146529e-06	5.4470531979984	258878	0.0107051026410697
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237025	-0.0107736699590568	-0.0146749981164805	-0.00687234180163308	0.00199051012579664	6.21954085850451e-08	1.00680713848523e-05	-5.41237172097388	237025	-0.0111164350592233
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218063/51145(269208)	0.0275250077252734	0.0175021444402436	0.0375483789450202	0.00511392930250218	7.3505845184215e-08	1.1615673678277e-05	5.38238375717233	269208	0.0103731086074227
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0111097678903323	0.00705471172209314	0.0151648240585715	0.00206894422562095	7.88979827002888e-08	1.21778118879492e-05	5.3696308301503	230475	0.0111842595416347
Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.0130533687738909	-0.0178698481436448	-0.00823688940413689	0.00245743258944845	1.08674804062938e-07	1.639260624013e-05	-5.31158677128574	158339	-0.0133473296290708
Forced vital capacity (FVC)	3062	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	246968	-0.00768314034885799	-0.0105336857408228	-0.00483259495689314	0.00145438661855502	1.27358288214134e-07	1.87839324194935e-05	-5.28260716839014	246968	-0.0106293130358319
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244510	-0.0205600286931061	-0.0282380709238578	-0.0128819864623543	0.00391744046896533	1.53167772960363e-07	2.20994458508245e-05	-5.24871023769022	244510	-0.0106140614134701
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	202776	-0.0114132574653566	-0.015699765604946	-0.00712674932576718	0.00218703413603558	1.80426662995274e-07	2.54785481340348e-05	-5.21845000737384	202776	-0.0115879398591724
Vascular/heart problems diagnosed by doctor	6150#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	84940/186496(271436)	-0.0223205847864673	-0.0307486574145255	-0.0138929871321576	0.00429999490177454	2.09325811337984e-07	2.89436543718792e-05	-5.19085925873758	271436	-0.00996289551155861
Impedance of arm (left)	23110	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266763	-0.00705943516651442	-0.00973141427184037	-0.00438745606118847	0.0013632796961588	2.24082556093956e-07	3.03517535672569e-05	-5.17816204523768	266763	-0.0100251907185476
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0185807185603305	0.0115334906192268	0.0256279465014343	0.00359559052956656	2.36722805374887e-07	3.14225851854625e-05	5.16791271837921	271840	0.00991148559188288
Date I10 first reported (essential (primary) hypertension)	131286	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	158549/113330(271879)	0.0211272910522196	0.0130839684623274	0.0291711486845453	0.00410394791667386	2.63194535093409e-07	3.4251414302254e-05	5.14805984127898	271879	0.00987270557283414
Haematocrit percentage	30030	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.00811652785894658	0.00497782696190229	0.0112552287559909	0.00160140743493349	4.01454833884274e-07	5.1239533317114e-05	5.06826660998446	263830	0.00986683506282167
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0232979438915841	0.0142575018768336	0.0323388448726951	0.00461267225787944	4.39717038775251e-07	5.50641884217234e-05	5.05090703983157	271879	0.0096864081765949
Fed-up feelings	1960	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	LOGISTIC-BINARY	155961/110323(266284)	0.0199728325938848	0.0121827983858315	0.0277633667578373	0.003974707824966	5.03433259697658e-07	6.16861921462431e-05	5.02499972426464	266284	0.00973743444256608
Standing height	50	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	271211	-0.00677340061580253	-0.0094168066119452	-0.00412999461965986	0.00134870131134731	5.11185862293713e-07	6.16861921462431e-05	-5.02206608963165	271211	-0.00964295593635762
Waist circumference	48	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	271365	0.00845484492314196	0.00514150912947385	0.0117681807168101	0.00169050850923961	5.69555418092666e-07	6.75024876764469e-05	5.00126438967634	271365	0.00960029290526106
Medication for pain relief, constipation, heartburn: Paracetamol	6154#3	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	208648/60271(268919)	0.0232337871629849	0.0140955581111481	0.0323723126415689	0.00466252305516467	6.2569093870771e-07	7.28545747404048e-05	4.98311390138495	268919	0.00960885489701156
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101388	-0.00919697319476804	-0.0128356968127048	-0.00555824957683131	0.00185652575590089	7.28493024296523e-07	8.33622103837245e-05	-4.95360957977439	101388	-0.0155553658795075
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.00958110446877768	0.00577232313988484	0.0133898857976705	0.00194329148848449	8.21232710645116e-07	9.23817203483328e-05	4.93025280897303	263361	0.00960671851580799
Intra-ocular pressure, Goldmann-correlated (right)	5255	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Intraocular pressure	CONTINUOUS	LINEAR	57096	0.0203455675823366	0.0121454068105642	0.028545728354109	0.00418383237470393	1.15923845244616e-06	0.000128231093481419	4.86248042640459	57096	0.0203457041262217
Eosinophill count	30150	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	-0.00940494368629496	-0.0132016838714532	-0.00560820350113673	0.00193714793491433	1.20413618579908e-06	0.000130645535600665	-4.85495576702864	263361	-0.00946001361476072
Treatment/medication code: paracetamol	20003#2038460150	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	220395/51445(271840)	0.0239117813213928	0.0142529775836754	0.0335707939906499	0.00492810494461913	1.2213309895479e-06	0.000130645535600665	4.85214528235772	271840	0.00930593269087118
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258997	0.00926960494089747	0.00552299611560127	0.0130162137661937	0.0019115702404988	1.24011884026547e-06	0.000130645535600665	4.84911760639276	258997	0.00952790270281314
Date I48 first reported (atrial fibrillation and flutter)	131350	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	245849/26030(271879)	0.0321413872034571	0.0189539268976082	0.0453291482283497	0.00672849642615525	1.77991578575221e-06	0.000184582829219335	4.77693013640054	271879	0.0091610326377232
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0178480504281407	0.0105004649914646	0.0251956358648168	0.00374883696569576	1.93222942958162e-06	0.000197295488063588	4.76038611360567	270826	0.00914703701321944
Mean sphered cell volume	30270	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	-0.00924433937485172	-0.0130714304069245	-0.00541724834277898	0.00195263334543918	2.19911228571066e-06	0.000221144064246389	-4.73420881923162	259553	-0.0092921734235736
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45737/92734(138471)	-0.0276432264277428	-0.0392688345031221	-0.0160189313516382	0.005931206730041	3.15174162731337e-06	0.000312210584783266	-4.66067492961237	138471	-0.0125238677678604
Interval between previous point and current one in alphanumeric path (trail #2)	20155	Cognitive function	Online follow-up > Cognitive function online > Trail making	INTEGER	LINEAR	51776	0.0184661613257357	0.0106567597598392	0.0262755628916323	0.00398446176944889	3.58409206960277e-06	0.000349817927440494	4.63414875757186	51776	0.0203621700088128
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.00894170714320974	0.00515207907316055	0.0127313352132589	0.00193351923807849	3.75504491934669e-06	0.000361191784488464	4.624499223593	263361	0.00901100013022267
Forced expiratory volume in 1-second (FEV1), predicted	20153	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.00483356695686761	-0.00692152836561747	-0.00274560554811775	0.00106530600828354	5.70231027894624e-06	0.000540660476019517	-4.53713686111382	158339	-0.0114015118760449
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257788	-0.0083406971758632	-0.0120621249115494	-0.00461926944017698	0.00189872250971975	1.1193696843103e-05	0.00104637416827711	-4.39272833063939	257788	-0.00865144054745393
Medication for pain relief, constipation, heartburn	6154#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	122922/145997(268919)	-0.0169911823292008	-0.0246112405180727	-0.00937156267110539	0.00388774435835963	1.23983342891028e-05	0.00114288534273299	-4.37046303499708	268919	-0.00842758030018393
Date I50 first reported (heart failure)	131354	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	258506/13373(271879)	0.0391339661371504	0.0214469135768811	0.0568206321656295	0.00902407362272261	1.44541162588087e-05	0.00131413656999607	4.33684699984073	271879	0.00831711764869553
Forced expiratory volume in 1-second (FEV1) Z-score	20256	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.00914439995080227	0.00500039706501623	0.0132884028365883	0.00211432603786264	1.52602802654268e-05	0.00136868216380591	4.32489749817002	217051	0.00928278329266863
Speed of sound through heel, manual entry	3086	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	22901	-0.0277741312774095	-0.0404261390028874	-0.0151221235519316	0.00645522459865351	1.69345513315113e-05	0.00149859489582987	-4.30189244557526	22901	-0.0284168456663771
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271840	0.0157630190585342	0.00856510466320448	0.0229609334538639	0.0036724727862889	1.76710720250977e-05	0.00154319611882333	4.29245204951929	271840	0.00823257415943876
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0343704664963718	0.0185741833108081	0.0501663926745404	0.00805938517567864	2.00192301392198e-05	0.00170455898824196	4.26467620933749	271879	0.00817871929986586
Crime score (England)	26416	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00886525544195735	0.00479087504355307	0.0129396358403616	0.00207880370789589	2.00324847194324e-05	0.00170455898824196	4.26452841884556	230475	0.00888267661603283
Date E11 first reported (non-insulin-dependent diabetes mellitus)	130708	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	246538/25341(271879)	0.0282147408734073	0.015121665947069	0.0413076759927154	0.00668022735422648	2.40334635368393e-05	0.00201911515815193	4.22368994388728	271879	0.00810012175975298
Main speciality of consultant (recoded): Cardiology	41245#1070	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	231297/39649(270946)	0.0234333091769434	0.0125137497258271	0.0343530196522351	0.00557134470293163	2.59860414434879e-05	0.00215586696325537	4.20606074469543	270946	0.00808019038313053
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194404/77032(271436)	0.0183415829840518	0.00976081924504609	0.0269226550899589	0.0043780997968032	2.79681500013639e-05	0.00229166187109941	4.18940933302478	271436	0.00804093649210086
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	164661	-0.00981405853313663	-0.0144181237134895	-0.00520999335278381	0.00234905601157426	2.94359107098685e-05	0.00238251389489509	-4.17778700670753	164661	-0.0102950993411683
Irritability	1940	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	LOGISTIC-BINARY	186982/72696(259678)	0.0182696060673011	0.00963076468412222	0.0269087120694422	0.0044077206320132	3.39921199392352e-05	0.00271486276755084	4.14492752774155	259678	0.00813367226120005
Date K92 first reported (other diseases of digestive system)	131692	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	256496/15383(271879)	0.0344486644888911	0.0181479850939344	0.0507484590345625	0.00831660025331498	3.43601736438557e-05	0.00271486276755084	4.1424590477218	271879	0.00794434843729835
Heel quantitative ultrasound index (QUI), manual entry	3083	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	22901	-0.0263547420231738	-0.0388850701187187	-0.0138244139276288	0.00639314201402811	3.75999043494226e-05	0.00293588900196609	-4.12175372572144	22901	-0.0272278116701789
Alanine aminotransferase	30620	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259115	0.00760827618494097	0.00397600161700164	0.0112405507528803	0.00185323536380783	4.03702365275734e-05	0.003083178295763	4.10535046340222	259115	0.0080647612045234
Red blood cell (erythrocyte) count	30010	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.00690151311450322	0.00360644714523867	0.0101965790837678	0.00168118699897326	4.04153249557603e-05	0.003083178295763	4.10509243150024	263830	0.00799187399693443
Intended management of patient (recoded): One or more nights hospital stay	41244#100	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	145339/117779(263118)	0.0163238034406048	0.00847552341189548	0.0241725186413266	0.00400440909966893	4.57239914287101e-05	0.00344852421718578	4.07647285038938	263118	0.00794689017548513
Duration to complete alphanumeric path (trail #2)	20157	Cognitive function	Online follow-up > Cognitive function online > Trail making	CONTINUOUS	LINEAR	48713	0.0166987126669295	0.00862952398638954	0.0247679013474694	0.00411700865127557	4.99698453238827e-05	0.00371644104354371	4.05576797508684	48713	0.0183732617738674
