description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Speed of sound through heel	3146	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0189923531795287	-0.0238362063880718	-0.0141484999709855	0.00247139909036638	1.53977637482485e-14	9.30724828746403e-12	-7.68418200005149	156711	-0.0194074675678027
Heel bone mineral density (BMD) T-score, automated (right)	4125	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0234303081523171	-0.0296666445490529	-0.0171939717555813	0.00318186275152361	1.80232856542132e-13	9.25271451541254e-11	-7.36269574285935	91616	-0.0243179790616688
Heel quantitative ultrasound index (QUI), direct entry (right)	4123	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0234287388933567	-0.0296650799372151	-0.0171923978494982	0.00318186512254813	1.80907337494906e-13	9.25271451541254e-11	-7.36219728330514	91616	-0.0243163336912887
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91567	-0.0232803803048343	-0.029516037602396	-0.0170447230072725	0.00318151626598643	2.54725995117098e-13	1.20976652966685e-10	-7.31639245119319	91567	-0.0241715964092325
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.015121002307336	0.0110642146163041	0.0191777899983679	0.00206982767185077	2.77168278620982e-13	1.22859458970061e-10	7.30504775810814	230475	0.0152146777951322
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0174919496486376	-0.0222026678364002	-0.0127812314608751	0.00240347181117617	3.40784319205819e-13	1.35406882407352e-10	-7.27721405235681	156699	-0.0183806740276344
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91535	-0.0232316661897242	-0.0294896178389121	-0.0169737145405363	0.0031928911441995	3.4620499337118e-13	1.35406882407352e-10	-7.2750839865252	91535	-0.0240394008329889
Heel broadband ultrasound attenuation (right)	4120	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91612	-0.0224006764337889	-0.0285036390302172	-0.0162977138373606	0.00311381364380555	6.33700477926731e-13	2.34081915429713e-10	-7.19302776851535	91612	-0.0237584273119211
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0228872830493674	-0.0291465237753287	-0.016628042323406	0.00319354884851632	7.73366740742567e-13	2.5762679039556e-10	-7.16579456452489	91598	-0.0236703347948521
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0228864115861025	-0.0291456562774528	-0.0166271668947523	0.0031935508717111	7.74933946143963e-13	2.5762679039556e-10	-7.16551725572129	91598	-0.0236694192906924
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231879	-0.0267079024827476	-0.0340354043444819	-0.0193804006210132	0.00373859005549732	9.0501416984747e-13	2.86544724538849e-10	-7.14423051611818	231879	-0.0148347021200806
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189463/79894(269357)	-0.0304169136380087	-0.0387722674607631	-0.0220626680936294	0.00426273122846565	9.63837659929903e-13	2.91298027312451e-10	-7.13557445964544	269357	-0.0137475522142832
Speed of sound through heel (left)	4103	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0228432336350123	-0.0291692758940364	-0.0165171913759882	0.00322763188962813	1.4783629150635e-12	4.27375435750314e-10	-7.0765041850629	91598	-0.0233755494774895
Speed of sound through heel (right)	4122	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0227158421843272	-0.0290252126627314	-0.0164064717059231	0.00321912572280494	1.71807400788449e-12	4.75978086600999e-10	-7.05564056842133	91616	-0.0233043804953674
Heel broadband ultrasound attenuation (left)	4101	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91593	-0.0206493040731789	-0.0267835154494662	-0.0145150926968915	0.00312975719180211	4.1950731004076e-11	1.11572164178441e-08	-6.59701889757631	91593	-0.0217930578627059
Eosinophill percentage	30210	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263728	-0.0126515129769473	-0.016448436923899	-0.00885458902999559	0.00193724169265423	6.55751898494383e-11	1.67695937426506e-08	-6.53044357344487	263728	-0.0127154312978661
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0133113056784753	0.00929330765554365	0.0173293037014069	0.00205003666119637	8.4180670013184e-11	2.07302694413948e-08	6.49293382932283	230475	0.0135235662354453
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0122821902272107	0.00845165112467454	0.0161127293297469	0.00195439259739005	3.29573331701556e-10	7.82618958029873e-08	6.28418722604242	259880	0.0123262610896069
Mean reticulocyte volume	30260	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	-0.0121880041951305	-0.01600660915475	-0.0083693992355109	0.00194830363707712	3.96274098529327e-10	9.08560855559136e-08	-6.25548828149598	259979	-0.0122676412980537
Forced expiratory volume in 1-second (FEV1), Best measure	20150	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.00974491852458205	-0.0128631145511476	-0.00662672249801644	0.00159094557408274	9.06927835534884e-10	2.01005439282381e-07	-6.124983887808	203826	-0.0135655475019781
Forced vital capacity (FVC), Best measure	20151	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.00938821336471088	-0.012417281588332	-0.00635914514108977	0.00154547136963435	1.24441423305413e-09	2.63517862702898e-07	-6.07441384575108	203826	-0.0134535658810112
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.00947312630768478	0.00641509982021199	0.0125311527951576	0.00156024626554066	1.2682465944492e-09	2.63517862702898e-07	6.07136866538487	264188	0.0118114008613475
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199261/70097(269358)	-0.0267649688055436	-0.0355050914385028	-0.018025919223479	0.00445905444000433	1.9441032154237e-09	3.91707341798551e-07	-6.00240975507657	269358	-0.011564670640571
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0122092717567555	0.00816806130184021	0.0162504822116708	0.00206187995636239	3.19549357039906e-09	6.2490696322304e-07	5.92122651690351	230475	0.0123329967392354
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0119910047225408	0.00801575396145768	0.0159662554836239	0.00202822643295458	3.38256526016757e-09	6.42590754710119e-07	5.91186461045885	230475	0.0123135002985736
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259507	0.0106886948003622	0.0071105589798573	0.0142668306208671	0.00182561304632574	4.7792746022234e-09	8.82705467505094e-07	5.85468065249225	259507	0.0114921600488484
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0224665617848538	0.0148401525023249	0.0300929710673828	0.00389109664396137	7.71982504285737e-09	1.38727342459348e-06	5.77446439651813	258756	0.0113511585789241
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264186	0.0109004389119217	0.00710044823034813	0.0147004295934953	0.00193880638192713	1.88656131818209e-08	3.30098584331387e-06	5.62209438899813	264186	0.0109375209570854
Urate	30880	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259312	0.00927440436178241	0.00599262700018927	0.0125561817233755	0.00167440697251549	3.04593719105279e-08	5.19293240597692e-06	5.53877554548695	259312	0.0108762315535005
Forced expiratory volume in 1-second (FEV1)	3063	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	247511	-0.00808279495283768	-0.0109887879049297	-0.0051768020007457	0.00148267670988554	4.99900126786626e-08	8.30958985751069e-06	-5.45134595752071	247511	-0.0109567606966614
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218203/51154(269357)	0.0274737731248831	0.0174524051396124	0.0374956469471795	0.00511316584530778	7.73655168487708e-08	1.24903020708147e-05	5.37316722621284	269357	0.0103524838691231
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0111097678903323	0.00705471172209315	0.0151648240585715	0.00206894422562095	7.88979827002885e-08	1.24903020708147e-05	5.3696308301503	230475	0.0111842595416347
Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.0130533687738909	-0.0178698481436448	-0.00823688940413689	0.00245743258944845	1.08674804062939e-07	1.680415749336e-05	-5.31158677128574	158339	-0.0133473296290708
Forced vital capacity (FVC)	3062	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	247511	-0.00768647949704143	-0.0105340066720385	-0.00483895232204434	0.00145284668364215	1.21979379970136e-07	1.8084693977643e-05	-5.29050456093203	247511	-0.0106335197188964
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237148	-0.0105257305933346	-0.0144255400974162	-0.00662592108925312	0.00198973528842506	1.22396033838763e-07	1.8084693977643e-05	-5.28988090068278	237148	-0.0108620643372896
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244512	-0.0205419681719969	-0.0282199478714195	-0.0128639884725743	0.00391740856463972	1.57011407019449e-07	2.26949748972243e-05	-5.24414181029983	244512	-0.0106047807079989
Vascular/heart problems diagnosed by doctor	6150#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	84940/186496(271436)	-0.0223205847864673	-0.0307486574145255	-0.0138929871321576	0.00429999490177454	2.09325811337981e-07	2.96129216933242e-05	-5.19085925873758	271436	-0.00996289551155862
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	203193	-0.0113119648140818	-0.0155954029797715	-0.00702852664839204	0.00218546779403956	2.26880173747737e-07	3.1427630734348e-05	-5.17584630507439	203193	-0.0114815497044197
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.0185950872381215	0.0115478947939015	0.0256422796823416	0.00359557241857881	2.31681655164129e-07	3.14377821466591e-05	5.17193542584772	271842	0.0099191634559527
Impedance of arm (left)	23110	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266862	-0.0070291300075353	-0.0097005846312768	-0.0043576753837938	0.0013630120985965	2.51009776275443e-07	3.33792800491084e-05	-5.15694628132964	266862	-0.00998226805353544
Date I10 first reported (essential (primary) hypertension)	131286	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	158549/113330(271879)	0.0211272910522196	0.0130839684623274	0.0291711486845453	0.00410394791667386	2.63194535093403e-07	3.43133424281576e-05	5.14805984127899	271879	0.00987270557283416
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101395	-0.00942679120514785	-0.0130657271196949	-0.00578785529060081	0.00185663407248833	3.83277810511777e-07	4.90079646556309e-05	-5.07708084881495	101395	-0.0159424438205784
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0232979438915841	0.0142575018768336	0.0323388448726951	0.00461267225787944	4.39717038775251e-07	5.41508349170016e-05	5.05090703983157	271879	0.0096864081765949
Haematocrit percentage	30030	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.00808337817401525	0.00494673347830203	0.0112200228697285	0.00160035833334423	4.39787198904811e-07	5.41508349170016e-05	5.0508765676254	264188	0.00982631965327331
Fed-up feelings	1960	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	LOGISTIC-BINARY	155961/110323(266284)	0.0199728325938848	0.0121827983858315	0.0277633667578373	0.003974707824966	5.03433259697658e-07	6.08605044314496e-05	5.02499972426464	266284	0.00973743444256608
Standing height	50	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	271221	-0.00676776077996324	-0.00941106372993409	-0.00412445782999238	0.00134864873580377	5.21903637789814e-07	6.19667372797227e-05	-5.01808029843507	271221	-0.00963512584583118
Waist circumference	48	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	271371	0.00843108038858906	0.0051179978662322	0.0117441629109459	0.00169037928680834	6.11374831751977e-07	7.13163378301561e-05	4.98758891994351	271371	0.00957393841760102
Medication for pain relief, constipation, heartburn: Paracetamol	6154#3	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	208573/60497(269070)	0.0230952471636382	0.0139700188972723	0.0322207698478758	0.00465588936698916	7.03272390169359e-07	8.06216917626908e-05	4.96045779938026	269070	0.00956248742077516
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.00962574625830175	0.00581960133287161	0.0134318911837319	0.00194194635995994	7.17173504159627e-07	8.08218072738535e-05	4.95665447680865	263726	0.00965147278108972
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259427	0.00926450798164197	0.00552056230463822	0.0130084536586457	0.00191021146640219	1.23524489448145e-06	0.000136885721723453	4.84989878530419	259427	0.0095215373449123
Treatment/medication code: paracetamol	20003#2038460150	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	219932/51910(271842)	0.0236962342465701	0.0140705549028993	0.0333221221362478	0.00491120433467207	1.40035865999169e-06	0.000152639093939094	4.82495359850377	271842	0.00925375218213026
Eosinophill count	30150	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	-0.00927403901377486	-0.013068131087288	-0.00547994694026172	0.00193579683271757	1.66179447561084e-06	0.000178214055940911	-4.79072537368224	263726	-0.00932840841197355
Date I48 first reported (atrial fibrillation and flutter)	131350	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	245849/26030(271879)	0.0321413872034571	0.0189539268976082	0.0453291482283497	0.00672849642615525	1.77991578575224e-06	0.000187851746975661	4.77693013640054	271879	0.00916103263772319
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0178480504277992	0.0105004649911296	0.0251956358644687	0.00374883696569241	1.93222942958162e-06	0.000200740523082628	4.76038611360567	270826	0.00914703701321944
Fluid intelligence score	20191	Cognitive function	Online follow-up > Cognitive function online > Fluid intelligence / reasoning	INTEGER	ORDERED-LOGISTIC	100138	-0.0261992795700262	-0.0370557064329278	-0.0153428527071247	0.00553909507957068	2.24260650774825e-06	0.000229401394923356	-4.73023449108568	100138	-0.0149464837853426
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45946/93362(139308)	-0.0278568619610805	-0.0394495852885919	-0.0162654441506971	0.0059144303978972	2.47697225022486e-06	0.000249536189268865	-4.71001609920777	139308	-0.0126183596892251
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.00903216141414598	0.00524519191650796	0.012819130911784	0.00193216279865811	2.94587276295107e-06	0.000292344895535249	4.67455806948663	263726	0.00910222864249543
Mean sphered cell volume	30270	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	-0.00911481428091059	-0.012939498286796	-0.00529013027502515	0.00195140524828724	3.00004230236038e-06	0.000293342371594032	-4.67081692485838	259880	-0.00916199095640465
Forced expiratory volume in 1-second (FEV1), predicted	20153	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.00483356695686761	-0.00692152836561747	-0.00274560554811775	0.00106530600828354	5.70231027894613e-06	0.000549487841227722	-4.53713686111383	158339	-0.0114015118760449
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258251	-0.00842344654295286	-0.0121418758532429	-0.00470501723266279	0.00189719267273305	9.00069992256922e-06	0.000854937911216611	-4.43988490894662	258251	-0.00873646645301074
Intra-ocular pressure, Goldmann-correlated (right)	5255	Physical measures	UK Biobank Assessment Centre > Physical measures > Eye measures > Intraocular pressure	CONTINUOUS	LINEAR	62613	0.0176084872718361	0.00978479071535665	0.0254321838283156	0.0039917552660109	1.02923290443534e-05	0.00096385487064656	4.41093904620355	62613	0.0176253710363795
Medication for pain relief, constipation, heartburn	6154#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	122981/146087(269068)	-0.0171202165189156	-0.0247381951211895	-0.00950267994313805	0.00388668243351083	1.05854021729116e-05	0.000977532486773462	-4.40485630466797	269068	-0.00849154422748474
Date I50 first reported (heart failure)	131354	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	258506/13373(271879)	0.0391339661371504	0.0214469135768811	0.0568206321656295	0.00902407362272261	1.44541162588085e-05	0.00131651258910709	4.33684699984073	271879	0.00831711764869553
Forced expiratory volume in 1-second (FEV1) Z-score	20256	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.00914439995080227	0.00500039706501623	0.0132884028365883	0.00211432603786264	1.52602802654267e-05	0.00137115680384895	4.32489749817002	217051	0.00928278329266864
Speed of sound through heel, manual entry	3086	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	22901	-0.0277741312774095	-0.0404261390028874	-0.0151221235519316	0.00645522459865351	1.69345513315117e-05	0.00150130442404295	-4.30189244557526	22901	-0.0284168456663771
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271842	0.0157738893621205	0.0085760022682556	0.0229717764559854	0.00367245885671416	1.74356117652499e-05	0.00152538661351509	4.29542863951775	271842	0.00823825232618024
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0343704664963718	0.0185741833108081	0.050166392674542	0.00805938517567905	2.00192301392195e-05	0.00170764090896803	4.26467620933749	271879	0.00817871929986586
Crime score (England)	26416	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00886525544195735	0.00479087504355307	0.0129396358403616	0.00207880370789589	2.00324847194324e-05	0.00170764090896803	4.26452841884556	230475	0.00888267661603283
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	165313	-0.009977799788708	-0.0145757340888996	-0.00537986548851643	0.00234592795401319	2.10783757496674e-05	0.00177405215644985	-4.25315055493528	165313	-0.0104601068196107
Date E11 first reported (non-insulin-dependent diabetes mellitus)	130708	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	246538/25341(271879)	0.0282147408734073	0.0151216659470754	0.0413076759927153	0.00668022735422483	2.40334635368392e-05	0.00199748123820555	4.22368994388728	271879	0.00810012175975299
Main speciality of consultant (recoded): Cardiology	41245#1070	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	231297/39649(270946)	0.0234333091769434	0.0125137497257896	0.0343530196522351	0.0055713447029412	2.59860414434883e-05	0.00213310110565128	4.20606074469542	270946	0.00808019038313052
Interval between previous point and current one in alphanumeric path (trail #2)	20155	Cognitive function	Online follow-up > Cognitive function online > Trail making	INTEGER	LINEAR	89215	0.0126813571448652	0.00675709772030465	0.0186056165694258	0.00302263688072351	2.7251081001647e-05	0.00220966387292623	4.19529987173874	89215	0.0140444941272697
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194350/77086(271436)	0.0183469058870335	0.00976724639496776	0.0269268742880601	0.00437753653343768	2.77526525607268e-05	0.00222322152862979	4.19116435190313	271436	0.00804430476700876
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.0117385648327631	0.00624470653357146	0.0172324231319547	0.00280304043468476	2.81859148866099e-05	0.00223104938191749	4.18764885984185	96683	0.0134666727923572
Alanine aminotransferase	30620	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259543	0.00771843964977519	0.00408892200507232	0.0113479572944781	0.00185182874447289	3.07344461529392e-05	0.00240415685259874	4.16795509474739	259543	0.00818098338472412
Irritability	1940	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	LOGISTIC-BINARY	186982/72696(259678)	0.0182696060673011	0.00963076468412221	0.0269087120694422	0.0044077206320132	3.39921199392355e-05	0.00262598614434477	4.14492752774155	259678	0.00813367226120004
Date K92 first reported (other diseases of digestive system)	131692	First occurrences	Health-related outcomes > First occurrences > Digestive system disorders	DATE	LOGISTIC-BINARY	256496/15383(271879)	0.0344486644888911	0.0181479850939344	0.0507484590345625	0.00831660025331498	3.43601736438554e-05	0.00262598614434477	4.1424590477218	271879	0.00794434843729835
Heel quantitative ultrasound index (QUI), manual entry	3083	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	22901	-0.0263547420231738	-0.0388850701187187	-0.0138244139276288	0.00639314201402811	3.75999043494227e-05	0.00284092913658309	-4.12175372572144	22901	-0.0272278116701789
Red blood cell (erythrocyte) count	30010	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.00685411420494117	0.00356103219253141	0.0101471962173509	0.00168017475748797	4.51606101837477e-05	0.00337385277653639	4.07935612083927	264188	0.00793639075879533
