description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0195541764227869	0.0157457759119084	0.0233625769336653	0.00194309719000891	8.09472550478136e-24	2.33972761546898e-21	10.0624631897294	259880	0.0197349013014389
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237148	-0.0199658477219536	-0.0238662914059454	-0.0160654040379618	0.00199005885554939	1.10518774864022e-23	3.06137006373341e-21	-10.0317687767339	237148	-0.0205957438372611
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0187310684242311	0.0149416889230992	0.0225204479253631	0.00193339241487195	3.41271453288368e-22	9.00615373800318e-20	9.68734906358684	259979	0.0189958667627223
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189463/79894(269357)	-0.0412935757480594	-0.0496516549398568	-0.0329368184597971	0.00426406725121079	3.52226229223951e-22	9.00615373800318e-20	-9.68412071800546	269357	-0.0186561524509833
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0189107050482116	0.015075154593273	0.0227462555031501	0.00195694945682313	4.35000207422991e-22	1.07106717738816e-19	9.66252670665074	259880	0.0189508175540672
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0444142044776721	0.0353688149600841	0.0534608362331766	0.00461539635824945	6.38447862627145e-22	1.51585763955188e-19	9.62315100579675	271879	0.0184525807912327
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.0127271507706474	-0.0153376924306133	-0.0101166091106816	0.001331933484777	1.24034177294845e-21	2.84337658846941e-19	-9.55462342402846	270706	-0.0183608600813258
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0194551573710925	0.0154410900145215	0.0234692247276635	0.0020480311823245	2.12825383242016e-21	4.71621049264307e-19	9.49855378793191	230475	0.0197816479981407
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218203/51154(269357)	0.0481734901704753	0.038148162609743	0.0582002269993262	0.0051154165453425	4.62584652151433e-21	9.92020247581525e-19	9.41735711670525	269357	0.018142412352904
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259427	0.0174578962213852	0.0137132045273173	0.021202587915453	0.0019105920943474	6.43716434102881e-20	1.33732089184874e-17	9.13672594535571	259427	0.0179355550689088
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266806	-0.0109269359825548	-0.0132782703064026	-0.00857560165870694	0.001199682413756	8.42901621508113e-20	1.69806363023816e-17	-9.1075153607674	266806	-0.017629347794892
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.0111684050244814	-0.0135944575991502	-0.00874235244981272	0.0012378046708027	1.84523142834041e-19	3.60797015753148e-17	-9.02209675490929	266853	-0.0174625167652515
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266802	-0.010777326022769	-0.0131212165460913	-0.0084334354994467	0.00119588448655721	2.03518171680757e-19	3.86568230095335e-17	-9.01135924544126	266802	-0.0174434067921692
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.017630837412767	0.0137944576539581	0.0214672171715759	0.00195737257881766	2.12291108767163e-19	3.92030914190028e-17	9.00673041540442	259979	0.0176616776306814
Leg fat percentage (left)	23115	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266848	0.0106504795809533	0.00833123049101592	0.0129697286708907	0.00118331209564631	2.2589008957109e-19	4.05869544721245e-17	8.9999161735656	266848	0.0174197618310124
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.011037985208916	-0.0134481276742083	-0.00862784274362359	0.00122968711889772	2.81786377165161e-19	4.92977851419471e-17	-8.97560984998525	266853	-0.0173725673061926
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0167806530718769	0.0130898485947457	0.0204714575490082	0.00188309811111012	5.07772886948499e-19	8.6555747498298e-17	8.91055596885051	263726	0.0173486070302172
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.0320019103381304	0.0249580663182968	0.039045754357964	0.00359386400739735	5.30276922698682e-19	8.81320245525209e-17	8.90574710550526	271842	0.0170785238980516
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0180209963705503	0.0140496006042501	0.0219923921368504	0.00202625956273993	5.94810381363691e-19	9.64463272025809e-17	8.89299958156531	230475	0.0185209706878837
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0212873418034668	-0.0259996968838956	-0.0165749867230379	0.00240430697584206	8.53627514228418e-19	1.35117040823584e-16	-8.85278402373542	156699	-0.0223584117309522
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43327/80041(123368)	-0.056066633077426	-0.0685422208063866	-0.043594563002884	0.00636431536504919	1.25587923109852e-18	1.93623346235064e-16	-8.80960471498039	123368	-0.0250739131230779
Heel bone mineral density (BMD)	3148	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156637	-0.0215681700573443	-0.0263673330790119	-0.0167690070356767	0.00244859755562999	1.28150229156781e-18	1.93623346235064e-16	-8.8073402695536	156637	-0.0222480965288132
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266836	-0.0108536613046869	-0.0132921040041691	-0.00841521860520476	0.00124412627921548	2.70132882103507e-18	3.99076311160914e-16	-8.72333194722481	266836	-0.016884954619225
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266833	-0.0107085026457496	-0.0131306149278765	-0.00828639036362271	0.00123579428052363	4.52699623291178e-18	6.35991499729305e-16	-8.66470097447081	266833	-0.0167715943003359
Heel quantitative ultrasound index (QUI), direct entry	3147	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0212204374094249	-0.0260206934987373	-0.0164201813201125	0.0024491552534517	4.57873904766334e-18	6.35991499729305e-16	-8.66340605084633	156711	-0.0218795166873476
Heel bone mineral density (BMD) T-score, automated	78	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0212196233531326	-0.0260198778852051	-0.0164193688210601	0.00244915445892695	4.59199638793722e-18	6.35991499729305e-16	-8.66307659540417	156711	-0.0218786850426945
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266862	0.010284955928797	0.00793476846146836	0.0126351433961257	0.00119909727212676	9.76433277358782e-18	1.32476090364922e-15	8.57668880947237	266862	0.0166003813067929
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.0239815084392577	0.0184960616085355	0.0294669552699798	0.00279874879027914	1.06112535922016e-17	1.41087227761912e-15	8.56711214978426	96683	0.0275422299834994
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0175804904431126	0.0135431431700179	0.0216178377162072	0.00205990890901095	1.41424981592562e-17	1.84351623064187e-15	8.5339573609907	230475	0.0177734539967085
Number of symbol digit matches attempted	20195	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0234034223417745	-0.0289339010627889	-0.0178729436207602	0.00282172466669697	1.10765819452405e-16	1.41609839946075e-14	-8.29263609574332	97755	-0.0265139757184729
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0309301161872721	0.0235849443742065	0.0382752880003377	0.00374760550244973	1.52849422217572e-16	1.91725086585362e-14	8.25425755196176	270826	0.0158591468125343
Speed of sound through heel	3146	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0198798772519651	-0.0247257785868671	-0.0150339759170632	0.00247244407199612	8.99872673320872e-16	1.10784324671058e-13	-8.03979721289624	156711	-0.0203052609915127
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271842	0.0293867079342339	0.0221914907261998	0.0365819251422679	0.00367109664503481	1.18517544971949e-15	1.43255388904276e-13	8.00598149959421	271842	0.0153534757523098
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0309543354208442	0.0233314296356192	0.0385772412060691	0.00388930911249057	1.71990819399767e-15	2.04177672744581e-13	7.960034858046	258756	0.0156465382545348
Number of symbol digit matches made correctly	20159	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0226879449976593	-0.0282790978750555	-0.0170967921202631	0.00285268143777054	1.83536921500536e-15	2.14062009497467e-13	-7.95199145160376	97755	-0.0254255546145096
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90570/32801(123371)	0.0534147896212224	0.0401913520766867	0.0666415215094117	0.00674761619125672	2.44852198537875e-15	2.80651278599964e-13	7.91621391940001	123371	0.0225322325791345
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266750	-0.00964811332025771	-0.0120397659431552	-0.00725646069736019	0.00122025335249145	2.65337210977531e-15	2.98976572640445e-13	-7.90621291253405	266750	-0.0153061879044822
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199261/70097(269358)	-0.0351968392122408	-0.0439384741415276	-0.0264564026393315	0.00445979406766973	2.97232072522419e-15	3.2933313635484e-13	-7.89206280441268	269358	-0.015204670020906
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	93222/30146(123368)	0.0545612754997302	0.0409150077673947	0.0682109901749542	0.00696338877215774	4.65777099978883e-15	5.07620682075347e-13	7.83582422316533	123368	0.0223038016677015
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266760	-0.00959587544870222	-0.0119972649469047	-0.00719448595049975	0.00122522123730044	4.81963533374505e-15	5.16789285463501e-13	-7.8315312455915	266760	-0.0151613557404712
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0150595414675697	0.0112717775220926	0.0188473054130468	0.00193256813663644	6.59139047950596e-15	6.95548633456438e-13	7.79208205170571	263726	0.0151715063230423
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270052	0.0140430065052398	0.0105083575894704	0.0175776554210091	0.00180342544232966	6.8922353092232e-15	7.1593094274556e-13	7.78644233821925	270052	0.0149819462606305
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	165313	-0.0182701288862405	-0.02287224196413	-0.013668015808351	0.00234806002262816	7.23647011880197e-15	7.40123897689162e-13	-7.78027913377408	165313	-0.019132195176138
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270918	0.0147985356004524	0.011068461163161	0.0185286100377437	0.0019031341732367	7.51678729681152e-15	7.57145484078833e-13	7.77546986416741	270918	0.0149369133520589
Age completed full time education	845	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	INTEGER	ORDERED-LOGISTIC	188769	-0.0332197308997846	-0.0416505103463191	-0.02478895145325	0.00430149712598571	1.12812282873677e-14	1.11936724857344e-12	-7.72391251553262	188769	-0.0177748396598291
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91567	-0.0244982498363359	-0.0307261366166989	-0.018270363055973	0.00317755164354434	1.27187531751984e-14	1.24344516336351e-12	-7.70861795679615	91567	-0.0254665958672001
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270726	-0.0102791568969839	-0.0128958863985546	-0.0076624273954132	0.00133509060483311	1.3732164460092e-14	1.32306419319843e-12	-7.69882633820497	270726	-0.0147949536044887
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259507	0.0139534702293921	0.0103741822858033	0.0175327581729808	0.00182620087502715	2.16702732648982e-14	2.05805680950062e-12	7.64030799408177	259507	0.0149964740529464
Apolipoprotein B	30640	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258396	0.0149291654306941	0.0110796481151799	0.0187786827462083	0.00196407553703981	2.94489736216055e-14	2.75741938924554e-12	7.60071908954795	258396	0.0149508170046421
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0156049428406961	0.011553678608853	0.0196562070725393	0.0020670095286439	4.38306332800173e-14	4.04702847285493e-12	7.54909106569667	230475	0.0157228383653319
Heel bone mineral density (BMD) T-score, automated (right)	4125	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0238971811359898	-0.0301257422276289	-0.0176686200443507	0.00317789568623158	5.53102007471718e-14	4.97296972624685e-12	-7.51873159470809	91616	-0.0248330296628618
Heel quantitative ultrasound index (QUI), direct entry (right)	4123	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0238968619090531	-0.0301254274465555	-0.0176682963715508	0.00317789795457084	5.53549578433013e-14	4.97296972624685e-12	-7.51862582279859	91616	-0.0248326805325366
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	0.014394109929496	0.010635478296364	0.0181527415626279	0.00191770443884661	6.11771706439639e-14	5.39824281066178e-12	7.50553725047737	266876	0.014527230269294
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100917	-0.0231676650671098	-0.0292177041696626	-0.017117625964557	0.0030868113650428	6.17127637801287e-14	5.39824281066178e-12	-7.50439540414993	100917	-0.0236165633860558
Heel broadband ultrasound attenuation (right)	4120	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91612	-0.0232969746502038	-0.0293922033433079	-0.0172017459570996	0.00310986770225501	6.87484403149042e-14	5.93557962614913e-12	-7.49023874978626	91612	-0.0247395203385839
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270160	0.0134914065173919	0.00995355812538025	0.0170292549094036	0.00180505785816361	7.7873583568885e-14	6.63722543033266e-12	7.4738640686275	270160	0.0143777651420396
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244512	-0.0289568942329398	-0.0366498856127012	-0.0212639028531785	0.0039250677259596	1.60393971120027e-13	1.34974572152651e-11	-7.37824139086093	244512	-0.0149195665497282
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	203193	-0.0157254609563954	-0.0200140344929335	-0.0114368874198573	0.00218808792935269	6.6508417817411e-13	5.47550378665225e-11	-7.18642783340135	203193	-0.0159406361835467
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266828	0.0104668790370646	0.00761219348267854	0.0133215645914507	0.00145649898513619	6.67141706857449e-13	5.47550378665225e-11	7.18600588328391	266828	0.0139101391748451
Speed of sound through heel (right)	4122	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0229454264154113	-0.0292469712835842	-0.0166438815472384	0.00321513299115631	9.62405788427176e-13	7.80252887983398e-11	-7.13577893526033	91616	-0.0235689267644023
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101395	-0.0132152962745059	-0.0168524538870125	-0.00957813866199933	0.00185572675885681	1.07508156060613e-12	8.6110147167585e-11	-7.12053598851582	101395	-0.0223563109192906
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91535	-0.0227015288908429	-0.0289531496590424	-0.0164499081226434	0.00318966104352503	1.10852311130383e-12	8.77316862374745e-11	-7.11631311202825	91535	-0.0235150601294196
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.0110600708856608	0.00800143187427988	0.0141187098970418	0.00156055878348129	1.37110461040522e-12	1.07236511176164e-10	7.08693932269161	264188	0.0137867701933707
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0565797231194426	0.0407835369382573	0.0723770448341193	0.00805971643996205	2.21701177617399e-12	1.71380166139589e-10	7.02010524865918	271879	0.0134622617709629
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0223473310020151	-0.0285997807505016	-0.0160948812535286	0.00319008400042298	2.48075332437186e-12	1.87844768556489e-10	-7.00438373249627	91598	-0.0231374448976827
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0223463089051708	-0.0285987626343642	-0.0160938551759774	0.00319008603143321	2.48651318185485e-12	1.87844768556489e-10	-7.00405900170125	91598	-0.0231363727949558
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266789	0.00996226169053463	0.00711807916500072	0.0128064442160685	0.00145114019847734	6.65618621307758e-12	4.97194673534155e-10	6.8648484841342	266789	0.0132895498420059
Usual walking pace	924	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	270180	-0.025814250892395	-0.0332188244181267	-0.0184096773666634	0.00377791305561632	8.27999732398841e-12	6.11615802331944e-10	-6.83361688297936	270180	-0.0131458328744712
