description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0146776986857023	-0.0193854804298002	-0.00996991694160443	0.00240197359810296	9.94090164594896e-10	5.50725951185572e-07	-6.11035619655875	156699	-0.0154342117012469
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.00803887588735208	-0.0106496902330704	-0.00542806154163371	0.00133207261271744	1.59276462508913e-09	8.14515325199426e-07	-6.03468155872942	270706	-0.0115978586357957
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0116723171457296	0.00786472409828843	0.0154799101931708	0.00194268521129725	1.87642625121755e-09	8.91034408435305e-07	6.00815826757386	263726	0.0116986787879377
Forced expiratory volume in 1-second (FEV1), predicted	20153	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.00635278039970074	-0.0084348834978434	-0.00427067730155807	0.0010623170193769	2.2338990599369e-09	9.90064063364034e-07	-5.97981592884272	158339	-0.0150261450037464
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264186	0.01155445974891	0.00775353858612707	0.015355380911693	0.00193928112596157	2.55442885983155e-09	1.06136519126001e-06	5.95793639846432	264186	0.0115908005317368
Forced expiratory volume in 1-second (FEV1)	3063	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	247511	-0.00842907211273635	-0.0113318923945847	-0.00552625183088803	0.00148105797083284	1.26233519918563e-08	4.93647317893298e-06	-5.69108652031022	247511	-0.011438557952771
Forced vital capacity (FVC), Best measure	20151	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.00836192321012593	-0.0113851063886406	-0.00533874003161126	0.00154246874042643	5.92798569305897e-08	2.18940271596978e-05	-5.42095990241992	203826	-0.0120065222307199
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0109325361782652	0.00688499004024379	0.0149800823162866	0.00206511250714193	1.19814165812562e-07	4.19223460169427e-05	5.29377907841009	230475	0.0110262893151743
Systolic blood pressure, automated reading	4080	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256243	0.00972318910043044	0.00610209670799667	0.0133442814928642	0.0018475300673872	1.41969192189908e-07	4.71905594839254e-05	5.26268176588982	256243	0.0103958338463973
Never eat eggs, dairy, wheat, sugar: Sugar or foods/drinks containing sugar	6144#4	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-MUL	LOGISTIC-BINARY	218836/52324(271160)	0.0245080496773167	0.0148689988115545	0.0341477743544841	0.00491814535751629	6.25361257578296e-07	0.000197971506684786	4.98321584019807	271160	0.00956926545196666
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237148	-0.00966372962332796	-0.0135646188835287	-0.00576284036312726	0.00199028619452727	1.20176576897478e-06	0.00036315176509747	-4.85534623555505	237148	-0.00996989806183266
Forced vital capacity (FVC)	3062	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	247511	-0.00695192294920272	-0.00979638562284362	-0.00410746027556182	0.00145128313381147	1.66699669960147e-06	0.000481834524302199	-4.79009824948613	247511	-0.00962783844236908
Never eat eggs, dairy, wheat, sugar: I eat all of the above	6144#5	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-MUL	LOGISTIC-BINARY	63284/207876(271160)	-0.021770182211316	-0.0307596983448264	-0.0127812590676558	0.00458642082685759	2.0678280891838e-06	0.000572788380703913	-4.74667990007298	271160	-0.00911508435145301
Eosinophill percentage	30210	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263728	-0.00888523399991254	-0.0126838187596625	-0.00508664924016263	0.00193808906169332	4.551639669192e-06	0.00121037202083154	-4.58445873311038	263728	-0.00892676885157618
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	247511	-0.0074607987375549	-0.0106567353130531	-0.00426486216205668	0.00163060984829688	4.75342123050565e-06	0.0012154132438616	-4.57538627633854	247511	-0.00919631634179619
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45946/93362(139308)	-0.0266596072082519	-0.0382745933622303	-0.0150460015317881	0.00592577006865085	6.82868128831027e-06	0.00168137308165506	-4.4989596591948	139308	-0.012053013403705
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.00835956137182548	0.00466790053028427	0.0120512222133667	0.00188353503975612	9.07298578528929e-06	0.00215418605359297	4.43816310229391	263726	0.0086419592369203
Comparative height size at age 10	1697	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Early life factors	CAT-SIN	ORDERED-LOGISTIC	267453	-0.016298570836427	-0.0235663473217458	-0.00903079435110816	0.00370811736473023	1.10492808910357e-05	0.00253295239184846	-4.39554964010213	267453	-0.00849914795659982
Date I67 first reported (other cerebrovascular diseases)	131374	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	263961/7918(271879)	0.0504245732221755	0.027884882578947	0.0729659194109247	0.0115004758218955	1.16201514213161e-05	0.00257502555496365	4.38459546803112	271879	0.00840868225795175
Speed of sound through heel (left)	4103	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0138002353752484	-0.0201161097984702	-0.00748436095202667	0.00322244412297398	1.84915436672713e-05	0.00390925884481147	-4.28236727026567	91598	-0.0141482324225095
Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	6153#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	119301/27549(146850)	0.0296052202128221	0.016043901707622	0.0431682925519859	0.00691961460983917	1.88171304202718e-05	0.00390925884481147	4.27848306398381	146850	0.0111642289010864
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231879	-0.0158811719509547	-0.023210247764382	-0.00855209613752731	0.00373939310683164	2.16515342444258e-05	0.00433604385765505	-4.24714137810265	231879	-0.00881964266751033
Treatment/medication code: tridestra tablet	20003#1140921088	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	271781/61(271842)	0.541549968193805	0.29122650626709	0.791656550538734	0.127663071418397	2.21759162395114e-05	0.00433604385765505	4.24177478648344	271842	0.00813535583379351
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258251	-0.00799814521390609	-0.0117166966133845	-0.00427959381442765	0.0018972549642799	2.49132820345394e-05	0.00470598679012506	-4.21558383343588	258251	-0.00829513510405831
Fresh fruit intake	1309	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	INTEGER	ORDERED-LOGISTIC	262286	0.0163540127277744	0.00874095835744856	0.0239670670981003	0.00388428278803931	2.54836829790166e-05	0.00470598679012506	4.21047277843085	262286	0.0082211067594769
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266828	0.00609095701256195	0.00323580833140183	0.00894610569372208	0.00145673527864857	2.89994259508327e-05	0.00521049145192259	4.18118463352237	266828	0.00809414622439048
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	203193	-0.00907328034542253	-0.0133581191414401	-0.00478844154940499	0.00218618241448099	3.32160542120761e-05	0.00581106127373373	-4.15021677799227	203193	-0.00920661837154407
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0332474925659912	0.0174484545826792	0.0490475920013669	0.00806115256911292	3.7164912472471e-05	0.00633518815684583	4.12443301842641	271879	0.00790978054492699
Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.0100616263801124	-0.0148649943240056	-0.00525825843621921	0.00245074296353481	4.03516504664577e-05	0.00670644430752527	-4.10545690725831	158339	-0.0103168514682416
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00838020764478354	0.00437136252956327	0.0123890527600038	0.00204536672451204	4.18342345334757e-05	0.00678326807752552	4.09710878049576	230475	0.00853398061927986
Age started smoking in former smokers	2867	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	LINEAR	67494	-0.0154208480031131	-0.0228262423378384	-0.00801545366838789	0.00377833184341042	4.48043955166877e-05	0.00709189574749857	-4.08119681019171	67494	-0.0157075267160006
Speed of sound through heel (right)	4122	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0128457713645017	-0.0191455427677399	-0.00654599996126362	0.00321422814548121	6.43126296402436e-05	0.00994303167089162	-3.99640147575982	91616	-0.013202322448313
Date I48 first reported (atrial fibrillation and flutter)	131350	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	245849/26030(271879)	0.0266785796108676	0.013486201386029	0.0398719408530642	0.00673117967349465	7.38731861677515e-05	0.01096022019487	3.96345373209511	271879	0.00760107489730896
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0126102664270986	-0.0188595821303468	-0.00636095072385039	0.00318848496836779	7.65946916361244e-05	0.01096022019487	-3.95481251729441	91598	-0.013066238160304
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	-0.0126097569394966	-0.0188590765100282	-0.00636043736896504	0.00318848694150781	7.66466766596759e-05	0.01096022019487	-3.95465029915295	91598	-0.0130657023020264
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270726	-0.00527637820964696	-0.00789309983398318	-0.00265965658531074	0.00133508658576208	7.74865146147548e-05	0.01096022019487	-3.952043919117	270726	-0.00759531615071168
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91535	-0.0125804092068331	-0.0188287185013059	-0.00633209991236035	0.0031879714850674	7.94394602664807e-05	0.0110023652469076	-3.94608488664178	91535	-0.0130418931309184
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43327/80041(123368)	-0.0248284595337437	-0.0372958985365428	-0.0123626719770619	0.00636063385759917	9.48155386692216e-05	0.0128639530831221	-3.90348982370404	123368	-0.0111129277559352
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00801792808267058	0.00398597153987351	0.0120498846254676	0.00205715848587046	9.71802580911876e-05	0.0129210871158043	3.89752633285143	230475	0.00811829294705985
Diastolic blood pressure, automated reading	4079	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256245	0.00757145917941201	0.00375540479910263	0.0113875135597214	0.00194700229719012	0.000100768099123083	0.013135418097456	3.88873493099903	256245	0.00768191542532601
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266789	0.00562354158016047	0.00277904849759437	0.00846803466272658	0.00145129864885432	0.000106715115190428	0.0136431170343455	3.87479358959819	266789	0.00750160203396195
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218203/51154(269357)	0.0197028145663675	0.00968784076412449	0.0297184061776838	0.00510993201190376	0.000115349313279107	0.0144687214090472	3.85580520951262	269357	0.00742917484674069
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.0137435513985888	0.00670353537837533	0.0207835674188024	0.00359191091047809	0.000130067842229156	0.0160127965766561	3.82633010993512	271842	0.00733861424735846
Date M81 first reported (osteoporosis without pathological fracture)	131964	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	256442/15437(271879)	0.031729514855654	0.0150965777001534	0.0483637229608092	0.00848667259272691	0.000184817947541716	0.0223394493683151	3.73891262100788	271879	0.00717047483751145
Mental health problems ever diagnosed by a professional: Social anxiety or social phobia	20544#1	Mental health	Online follow-up > Mental health > Mental distress	CAT-MUL	LOGISTIC-BINARY	72534/936(73470)	-0.122654716074191	-0.187221112704968	-0.0581139818835668	0.0329360977650053	0.000196006336416736	0.0231778137746103	-3.72410886678666	73470	-0.0137382770824462
C-reactive protein	30710	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259096	0.00723472075824292	0.00342363046653836	0.0110458110499475	0.00194446955238258	0.000198726742652345	0.0231778137746103	3.72062958068834	259096	0.00730930618976127
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270052	0.00669720418940991	0.00316161410508786	0.010232794273732	0.00180390563919049	0.000205157834425976	0.023515332470067	3.71257919597221	270052	0.007144018212921
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.00747955253432526	0.00351339243954141	0.0114457126291091	0.00202358825267628	0.000218899151940469	0.0246651112220379	3.69614364350814	230475	0.00769885149011933
Number of symbol digit matches attempted	20195	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0104004507406143	-0.0159420986582811	-0.00485880282294758	0.00282742334113207	0.000234767096540584	0.0260121942966967	-3.67832890355567	97755	-0.0117640120028894
Heel bone mineral density (BMD) T-score, automated (right)	4125	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0115643907433435	-0.0177914822229473	-0.00533729926373974	0.0031771458703947	0.000272877127468246	0.0289814114455732	-3.63977428999908	91616	-0.0120243644699482
Heel quantitative ultrasound index (QUI), direct entry (right)	4123	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91616	-0.0115630809026434	-0.0177901768756426	-0.00533598492964432	0.00317714816298548	0.000273317081378001	0.0289814114455732	-3.63935943484635	91616	-0.0120229941518901
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0075096544145109	0.00346392136609906	0.0115553874629227	0.00206418744442451	0.000274730375931332	0.0289814114455732	3.6380309884495	230475	0.00757781322760598
Diabetes diagnosed by doctor	2443	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-SIN	LOGISTIC-BINARY	257015/14231(271246)	0.0315602028303705	0.0145391124963714	0.0485821918446164	0.00868461859931419	0.000279002757598779	0.0289814114455732	3.63405369553991	271246	0.00697751369661483
Ankle spacing width (left)	4100	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91598	0.0103998572085349	0.00478385234302667	0.0160158620740431	0.00286536125653662	0.000284061491480247	0.0290529353132413	3.62941750454845	91598	0.0119913325981082
Summed days activity	22033	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	INTEGER	LINEAR	209494	0.00790269481303885	0.00361992448560039	0.0121854651404773	0.00218512705397671	0.000298562824070813	0.0300734190064055	3.61654379412441	209494	0.00790126176712038
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0165472248092018	0.00750844000833716	0.0255865075102295	0.00461183665732887	0.000333190642708219	0.033060468548123	3.58802633480261	271879	0.00688111958315937
Date N39 first reported (other disorders of urinary system)	132070	First occurrences	Health-related outcomes > First occurrences > Genitourinary system disorders	DATE	LOGISTIC-BINARY	237395/34484(271879)	0.0208529371155132	0.0094303752017872	0.0322760615471224	0.00582808830303492	0.000346205198963613	0.0338466494516191	3.57802133406383	271879	0.00686193289000701
Frequency of strenuous sports in last 4 weeks	991	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	25672	0.0404467217133068	0.0182523625627359	0.0626410808638777	0.0113238607064401	0.000354226330915536	0.0341289369264708	3.5720288845278	25672	0.0222891814922719
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	91567	-0.0113014862945505	-0.0175274872292413	-0.00507548535985964	0.00317658945970474	0.000374178130465385	0.035536231590484	-3.55765653173819	91567	-0.011756261932678
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270918	0.00673295652953081	0.00300261772549235	0.0104632953335693	0.00190326905670865	0.000403863184262378	0.0378152457602294	3.5375464219842	270918	0.00679633519311462
Leisure/social activities: Pub or social club	6160#2	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support	CAT-MUL	LOGISTIC-BINARY	196267/74877(271144)	0.0153542267919283	0.00675373152188118	0.0239551329245618	0.00438819323680514	0.000467007846285482	0.0430281018932375	3.49899927766489	271144	0.00671947976609547
Creatinine	30700	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259517	-0.00553932696565913	-0.00864491348107904	-0.00243374045023922	0.00158451203181098	0.000472480661583384	0.0430281018932375	-3.49589156507113	259517	-0.00686224935260432
Number of symbol digit matches made correctly	20159	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0099303787568782	-0.0155327066475894	-0.00432805086616706	0.00285838307994515	0.000512662794175762	0.0459390682436294	-3.47405141205313	97755	-0.011110775835024
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270160	0.00626176465871637	0.00272296187870938	0.00980056743872335	0.00180554479976194	0.000524252351176171	0.0459390682436294	3.46804865966126	270160	0.00667216225443036
Cabbage/kale intake	104160	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	CAT-SIN	ORDERED-LOGISTIC	108672	-0.0286818346520277	-0.044891499441207	-0.0124721698628484	0.00827038910767701	0.000525175870414536	0.0459390682436294	-3.4675756630635	108672	-0.0105183371454337
Forced expiratory volume in 1-second (FEV1) Z-score	20256	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.00731099154358165	0.00316742436981579	0.0114545587173475	0.0021141037317266	0.000543864697655888	0.0469560066235889	3.45816672722436	217051	0.0074225831137852
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.00965293401686847	0.00415613868646181	0.0151497293472751	0.00280453894753407	0.000577802454710364	0.0490764238458239	3.44182568520824	96683	0.0110685746720743
Treatment speciality of consultant (recoded): Cardiothoracic transplantation	41246#1180	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration	CAT-MUL	LOGISTIC-BINARY	260075/50(260125)	0.486814640089824	0.209208297096143	0.763991393968155	0.141528900849217	0.000583188550514454	0.0490764238458239	3.43931484889549	260125	0.00674330313724476
Date E11 first reported (non-insulin-dependent diabetes mellitus)	130708	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	246538/25341(271879)	0.0229531716493067	0.00985275439665153	0.0360542262918692	0.00668417177608659	0.00059470979122341	0.0494203836506654	3.4340156807959	271879	0.00658577093374007
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.00671539539055301	0.00287861834194511	0.0105521724391609	0.00195757528141941	0.000602603641253573	0.0494581358895525	3.43043981273078	259880	0.00672907259113042
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100917	-0.0104904346516398	-0.0165347415373817	-0.00444612776589793	0.00308388671088786	0.000669858812458092	0.0541831120571225	-3.40162746895315	100917	-0.010707399101135
FEV1/ FVC ratio Z-score	20258	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.0072150933473599	0.00305462135487142	0.0113755653398484	0.00212272879772576	0.000676473871952642	0.0541831120571225	3.39894067786329	217051	0.0072954675907444
Difficulty concentrating during worst depression	20435	Mental health	Online follow-up > Mental health > Depression	CAT-SIN	LOGISTIC-BINARY	7883/29017(36900)	0.0431892864864343	0.0180124124938515	0.068376387982878	0.0128481890193624	0.000774923818504791	0.061329685064522	3.36159967680056	36900	0.0174975839915946
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90570/32801(123371)	0.0225100443563881	0.00929199573847554	0.0357296374238349	0.00674442027861127	0.00084496487788083	0.0660861942135501	3.33762900296548	123371	0.00950200887467352
Types of transport used (excluding work): Car/motor vehicle	6162#1	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	56227/214510(270737)	-0.015768207842909	-0.0250793112640345	-0.00645749635389288	0.00475055027975721	0.000902591375296491	0.0680227373431813	-3.31925137980631	270737	-0.00637909552966721
Neutrophill percentage	30200	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263728	0.00645421082674539	0.00264107997604727	0.0102673416774435	0.00194551067304073	0.000908377231021671	0.0680227373431813	3.31746676164462	263728	0.00645982934162352
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189463/79894(269357)	-0.0141383955242663	-0.0224926653305766	-0.00578456282059745	0.00426234937013398	0.000909713035231484	0.0680227373431813	-3.3170562366874	269357	-0.00639118580568251
Duration of vigorous activity	914	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	LINEAR	145119	0.00869260372102184	0.0035546932129898	0.0138305142290539	0.00262143108167254	0.000913368824222197	0.0680227373431813	3.31593557418342	145119	0.00870423255324295
