description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194404/77032(271436)	0.0477290570731854	0.0391421362905471	0.0563172776075489	0.00438149411225847	1.23966237106062e-27	4.57091064262741e-25	10.8933701177403	271436	0.0209042805167756
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231740	-0.0407235877670975	-0.0480576696326241	-0.0333895059015708	0.00374194726197877	1.36886497788874e-27	4.78166150434083e-25	-10.8843400599076	231740	-0.0226043744706063
Apolipoprotein B	30640	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257954	0.0208053381539865	0.0169535796620685	0.0246570966459044	0.00196521901540035	3.47294657012494e-26	1.15249731929596e-23	10.5856679936514	257954	0.0208379268456295
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.048128989262375	0.0390803401514096	0.0571790112307923	0.00461709276857705	1.92278271347616e-25	6.07690898540061e-23	10.4241961658082	271879	0.0199880104948698
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266705	-0.0122588171073186	-0.0146111432381538	-0.00990649097648331	0.00120018844702765	1.7321303209471e-24	5.22552224551177e-22	-10.2131149734008	266705	-0.0197723987692222
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.021071305274659	0.017019779291171	0.025122831258147	0.00206714307785547	2.14544025709989e-24	6.19099434190086e-22	10.1923368427242	230475	0.0212258888345282
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.012380088891408	-0.0148071517291942	-0.00995302605362191	0.00123832012064023	1.57741160624778e-23	4.28344872883423e-21	-9.99658629785704	266754	-0.019351585093437
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266701	-0.01195897575035	-0.0143040065673992	-0.00961394493330065	0.00119646627976156	1.6134732291827e-23	4.28344872883423e-21	-9.99434687338383	266701	-0.0193491731799992
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.012271582999052	-0.0146827186060272	-0.00986044739207684	0.00123019383314893	1.97229595257034e-23	5.03466470661898e-21	-9.97443052328853	266754	-0.0193087115246423
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0193576447201921	0.0155486220666171	0.023166667373767	0.00194341461558479	2.28673936052137e-23	5.62114412436309e-21	9.959733905494	263361	0.0194040273643943
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258997	0.0188514389271666	0.0151054145023256	0.0225974633520075	0.00191127207152229	6.05807724504994e-23	1.43598066697844e-20	9.86240478385987	258997	0.0193756195295924
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266736	-0.0116518171342392	-0.0140913247066568	-0.00921230956182152	0.00124466959171707	7.92562419395706e-21	1.81387475087217e-18	-9.36063854062357	266736	-0.0181215343154082
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270690	-0.0124126701407324	-0.0150230405104086	-0.00980229977105616	0.00133184609016619	1.17238664259453e-20	2.59371004896663e-18	-9.3191838136234	270690	-0.0179090982175228
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266733	-0.0114958877001649	-0.0139190179373125	-0.00907275746301737	0.00123631365487372	1.43381101954585e-20	3.06974314087929e-18	-9.29780039158256	266733	-0.0180000248417558
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0178771814863764	0.0140669245606426	0.0216874384121101	0.00194404435784972	3.74449928320808e-20	7.76632554457876e-18	9.1951562700342	259553	0.0180458372034028
Leg fat percentage (left)	23115	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266749	0.0108412564260929	0.00852104219580338	0.0131614706563824	0.00118380452324179	5.32160491751831e-20	1.07028763144149e-17	9.15729175176268	266749	0.0177275625467639
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266763	0.0108950404775495	0.00854396112205744	0.0132461198330416	0.0011995523254698	1.06676790829955e-19	2.08239370805415e-17	9.08191936525637	266763	0.0175812335325169
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266647	-0.0109667460949662	-0.0133591501085381	-0.00857434208139418	0.00122063672212497	2.61573935389266e-19	4.90684117746898e-17	-8.98379960492908	266647	-0.0173951275288774
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.01737832863487	0.0135864345232333	0.0211702227465068	0.00193467540299043	2.66153808029054e-19	4.90684117746898e-17	8.98189043019856	259553	0.0176274266323752
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266657	-0.0108060897908086	-0.0132083908007621	-0.00840378878085508	0.00122568630286197	1.18888849198757e-18	2.13260889765446e-16	-8.81574778656733	266657	-0.0170695083360739
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0161821891954338	0.0124892051531227	0.019875173237745	0.00188421015459515	8.86932832010563e-18	1.5490982121195e-15	8.58774443579648	263361	0.0167318602854268
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237025	-0.0170838859331205	-0.0209858757335769	-0.0131818961326641	0.0019908477049756	9.43957863835569e-18	1.60642265186581e-15	-8.58058020273995	237025	-0.0176219501273654
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	246968	-0.0139661560231139	-0.0171646114896647	-0.0107677005565632	0.00163189502040842	1.15198480942577e-17	1.91143079503971e-15	-8.55764296204932	246968	-0.0172175438503129
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0167244771888462	0.0128870867615495	0.0205618676161429	0.00195788823548063	1.32454651191745e-17	2.14415004868198e-15	8.54153135001314	259553	0.016763448176028
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.031848053491967	0.0245066574702841	0.0391894495136498	0.00374567904287571	1.83824706771359e-17	2.90486804486074e-15	8.50358444631241	270826	0.0163380598809235
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0300861584349973	0.0230409858473279	0.0371313310226666	0.00359454186058559	5.71487178599838e-17	8.82083814969099e-15	8.37096410426966	271840	0.0160533039480232
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0170981744969432	0.013085188047577	0.0211111609463093	0.0020474796889229	6.81227970200334e-17	1.02757046323173e-14	8.35024277397036	230475	0.0173909533343141
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43294/80007(123301)	-0.0526806219017281	-0.065158899669022	-0.0402056258899749	0.00636574803819747	1.27695347860259e-16	1.88336449721898e-14	-8.27570728108319	123301	-0.0235615990451442
Number of self-reported non-cancer illnesses	135	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions	INTEGER	ORDERED-LOGISTIC	271840	0.0298316316176112	0.0226376895130192	0.0370255737222031	0.00367044607009968	4.34210644529322e-16	6.26490445161111e-14	8.12861846480172	271840	0.0155886634754407
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266728	0.0118283614988167	0.00897266981132641	0.0146840531863069	0.0014570123277854	4.74874536301725e-16	6.70583467539266e-14	8.11775799442864	266728	0.0157162808735252
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0158111877233921	0.0119722457082675	0.0196501297385168	0.00195867987647005	6.92166601513078e-16	9.57064527967146e-14	8.07189275733402	259553	0.0158419823861574
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100912	-0.0246726976308546	-0.0307165610391989	-0.0186288342225103	0.00308366044275177	1.24505562783106e-15	1.68641514324791e-13	-7.99991457129656	100912	-0.0251756430207655
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0309008709187215	0.0232748208112157	0.0385269210262272	0.00389091338803114	1.97341218441434e-15	2.6195073335916e-13	7.94300485457397	258756	0.0156130716201084
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218063/51145(269208)	0.0404216422676361	0.0303959206840111	0.0504484956900497	0.00511554680703593	2.74993040738388e-15	3.57868394388369e-13	7.90175976510649	269208	0.015227587245655
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266687	0.011439263114869	0.00859412435864249	0.0142844018710955	0.00145162808024464	3.2772571157158e-15	4.1829145148088e-13	7.87986853238178	266687	0.0152569992448266
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0158708547261466	0.0119005523755317	0.0198411570767614	0.00202570168734328	4.71629585977644e-15	5.9060482304408e-13	7.83425530792773	230475	0.0163166077733535
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90722/32579(123301)	0.0528498861161603	0.0396037328087582	0.0660991757810778	0.00675916577582861	5.31963369374469e-15	6.5382238565525e-13	7.81911419381934	123301	0.022262305161833
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189384/79824(269208)	-0.0330225142140652	-0.0413814360549608	-0.0246646776542075	0.0042645575461113	9.6708526320399e-15	1.16700816216089e-12	-7.743510856833	269208	-0.0149226922567292
Age completed full time education	845	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	INTEGER	ORDERED-LOGISTIC	188590	-0.03323721201151	-0.0416792313906755	-0.0247951926323446	0.00430723189086893	1.18444625988446e-14	1.40378032622378e-12	-7.71770318274362	188590	-0.0177689789286452
LDL direct	30780	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258735	0.0147660390486028	0.010935566667457	0.0185965114297486	0.00195435855523881	4.18694303579486e-14	4.87521770676675e-12	7.5550514530296	258735	0.0148512707265547
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244510	-0.029625215106421	-0.037315558590789	-0.0219348716220531	0.00392371673409736	4.31388649919516e-14	4.93642494744108e-12	-7.55116296342493	244510	-0.0152692136825417
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257788	-0.01413427329429	-0.0178560222811305	-0.0104125243074495	0.00189888641638172	9.83632885517836e-14	1.10650363748845e-11	-7.44308159509386	257788	-0.0146580586526259
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	93182/30119(123301)	0.0516312951539562	0.0379842070707323	0.0652814731514996	0.00696371624583019	1.21911530689507e-13	1.34854471531043e-11	7.41468792443502	123301	0.021111364189815
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0152168108665257	0.0111805705700498	0.0192530511630016	0.00205934411464356	1.48218636208774e-13	1.61266735822563e-11	7.38874722147187	230475	0.0153889628286465
Systolic blood pressure, automated reading	4080	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256015	0.0133419365439725	0.0097223681290705	0.0169615049588746	0.00184675251354247	5.0406609865518e-13	5.39594628512005e-11	7.22419843290552	256015	0.0142762582520825
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.00964204006454193	-0.0122589201386784	-0.00702515999040544	0.00133516742898242	5.1502741591989e-13	5.4257729515243e-11	-7.22127404887884	270706	-0.01387792909989
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270030	0.0129926926054538	0.00945822650970013	0.0165271587012074	0.00180333216509745	5.82553641840408e-13	6.04126331389811e-11	7.20450434758642	270030	0.0138630238938248
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	269992	0.0128424903851576	0.00930301827755531	0.01638196249276	0.00180588629970818	1.15077053523793e-12	1.17502523728833e-10	7.11115351023432	269992	0.0136843932843953
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259076	0.0129838583896082	0.0094031242877982	0.0165645924914181	0.00182693872441245	1.18959600100671e-12	1.19626494828508e-10	7.10657317444823	259076	0.0139606613010906
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270906	0.0134389827781393	0.00970841242015008	0.0171695531361285	0.00190338719865032	1.66189034323473e-12	1.64626361314163e-10	7.06026193653297	270906	0.0135635431305876
Haemoglobin concentration	30020	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.0110041127727741	0.00794384827281397	0.0140643772727343	0.00156138812962847	1.8236872980615e-12	1.77997244076973e-10	7.04734122378184	263830	0.0137190482584222
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	164661	-0.0164949828381292	-0.0211063223796173	-0.0118836432966411	0.00235276748851599	2.37632726742075e-12	2.28575131505384e-10	-7.01040295186252	164661	-0.0172737027762619
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0135276930246949	0.00973748415634222	0.0173179018930476	0.00193381556918871	2.65186460921476e-12	2.51434648733691e-10	6.99503830767042	263361	0.0136293666242185
Fluid intelligence score	20016	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning	INTEGER	ORDERED-LOGISTIC	88078	-0.0413256512863808	-0.0529136853082402	-0.0297376172645214	0.00591237089725339	2.74204406519704e-12	2.56323189587504e-10	-6.99034842189091	88078	-0.0235477594501342
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	0.0133791832481849	0.00961889898868031	0.0171394675076896	0.00191854763106123	3.09575948357284e-12	2.84662829436989e-10	6.97330704203637	266777	0.0134997786117903
Medication for pain relief, constipation, heartburn	6154#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	122922/145997(268919)	-0.0271059961678965	-0.0347267251789878	-0.0194860096511768	0.00388800907772485	3.13099089180355e-12	2.84662829436989e-10	-6.97171556883668	268919	-0.0134428479805348
Body fat percentage	23099	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266620	0.0100780140721053	0.00722865302561689	0.0129273751185936	0.00145378234955527	4.14978341575008e-12	3.72190709869369e-10	6.9319841919068	266620	0.0134237451263997
Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication	6153#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	126872/19895(146767)	0.0547475106859509	0.0392395888624795	0.0702588357457035	0.00791321859174451	4.55900664786879e-12	4.03441694958735e-10	6.91867087272682	146767	0.0180567926074077
Treatment/medication code: simvastatin	20003#1140861958	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	CAT-MUL	LOGISTIC-BINARY	239023/32817(271840)	0.0416398534806158	0.0297081357043633	0.0535725971913731	0.00608798469646627	7.92586937744975e-12	6.92157829712289e-10	6.83988153851193	271840	0.0131176527062012
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0140394111088687	0.00998932270895496	0.0180894995087825	0.00206640960337045	1.0922029673599e-11	9.41422220047748e-10	6.79379666654515	230475	0.0141500845377031
Date E11 first reported (non-insulin-dependent diabetes mellitus)	130708	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	246538/25341(271879)	0.0447684122964118	0.0316666528283755	0.0578709490224608	0.00668489227373091	2.12646583067899e-11	1.80940432284826e-09	6.69706532311702	271879	0.0128428816773591
Haematocrit percentage	30030	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.0105641376412508	0.00742506126173079	0.0137032140207709	0.00160159901114545	4.23122243288165e-11	3.5547624413969e-09	6.59574619545663	263830	0.0128400788146112
Bread type	1448-3	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	CAT-SIN	MULTINOMIAL-LOGISTIC	149039/262635	-999	-999	-999	-999	5.01860888422939e-11	4.16356339557881e-09	-6.57038275161702	262635	-0.0128197729090332
Touchscreen duration	630	Sociodemographics	UK Biobank Assessment Centre > Procedural metrics > Process durations	INTEGER	LINEAR	271879	0.012115639248245	0.0084993356248693	0.0157319428716207	0.00184508677297167	5.16168088185398e-11	4.18701160108428e-09	6.56619616504859	271879	0.0125919556548824
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0529017900576244	0.0371106223026521	0.068694018480808	0.00805713687273892	5.17304431654228e-11	4.18701160108428e-09	6.56586852960744	271879	0.0125913274499443
HDL cholesterol	30760	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	237412	-0.0120692939289654	-0.0157115793762216	-0.00842700848170909	0.00185834304915097	8.33698728051032e-11	6.66657645551169e-09	-6.49439116644728	237412	-0.0133275513756498
Heel bone mineral density (BMD) (left)	4105	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86061	-0.0211807484139355	-0.0276461661375524	-0.0147153306903186	0.00329874312722851	1.36134005831971e-10	1.07562071036523e-08	-6.42015685036596	86061	-0.0218798082614283
Platelet crit	30090	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263824	0.0118136538393695	0.00818734543144953	0.0154399622472894	0.00185019134867977	1.71537550785011e-10	1.33940555830602e-08	6.38487498130529	263824	0.0124297771431877
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0153089739549312	-0.0200240406184367	-0.0105939072914258	0.00240569046201731	1.9749194250928e-10	1.52413258422569e-08	-6.36327863920469	156699	-0.0160729093434379
Heel quantitative ultrasound index (QUI), direct entry (left)	4104	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.020816455103304	-0.0272834676543873	-0.0143494425522206	0.00329955682966336	2.82289474642174e-10	2.1356405730829e-08	-6.30820537570291	86117	-0.0214914689834256
Heel bone mineral density (BMD) T-score, automated (left)	4106	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86117	-0.0208148728844432	-0.0272818852842519	-0.0143478604846345	0.003299556752481	2.83164638287321e-10	2.1356405730829e-08	-6.30772615938498	86117	-0.0214898370920084
Heel bone mineral density (BMD) (right)	4124	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	86057	-0.0206976963620299	-0.0271413673946429	-0.0142540253294168	0.00328764767283476	3.07519091467007e-10	2.29326315737812e-08	-6.29493984542939	86057	-0.0214537671060446
Heel bone mineral density (BMD)	3148	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156637	-0.0154010295272855	-0.0202030327957367	-0.0105990262588344	0.00245004668775995	3.26470395236536e-10	2.40753779242765e-08	-6.28565683068254	156637	-0.0158800364488893
