description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.0104067271133333	-0.0130176031585312	-0.00779585106813538	0.0013321040926222	5.63612683798788e-15	1.78369995072702e-12	-7.81183510355438	270706	-0.015012630129513
Mean platelet (thrombocyte) volume	30100	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264181	0.0145158618913514	0.0107058276683642	0.0183258961143385	0.00194393073191151	8.21021513886805e-14	2.45496655553362e-11	7.46690635678279	264181	0.014525989805251
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266750	-0.00910924185507853	-0.0115016244039474	-0.00671685930620963	0.00122062577054461	8.49597213019458e-14	2.45496655553362e-11	-7.46240119616068	266750	-0.0144471665759887
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266862	0.00886038218296469	0.00650940964962032	0.0112113547163091	0.00119949782337255	1.50866532133956e-13	4.17774571900947e-11	7.38639204483256	266862	0.0142970429996438
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266760	-0.00888744809422265	-0.011289602432794	-0.00648529375565128	0.00122561146914905	4.13373375933416e-13	1.09891178258139e-10	-7.25110882348961	266760	-0.0140379244473349
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270918	0.0131009715633317	0.00937046240656424	0.0168314807200992	0.00190335597296341	5.8681600788075e-12	1.49999199552902e-09	6.88281406572133	270918	0.013222413742133
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	0.0131416277093047	0.00938178451184332	0.0169014709067661	0.00191832259527142	7.3692053789322e-12	1.81391625734753e-09	6.85030625594954	266876	0.0132592413506125
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264186	0.0130894824783186	0.00928853826095022	0.0168904266956869	0.00193929288872127	1.48509312495715e-11	3.52497461016615e-09	6.74934964834554	264186	0.0131301966826424
C-reactive protein	30710	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259096	0.0130553098566505	0.00924027472687375	0.0168703449864273	0.0019464822618524	1.98851587074367e-11	4.55712981964222e-09	6.70686388306347	259096	0.0131750756677496
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237148	-0.0132053020834091	-0.0171033147977595	-0.00930728936905868	0.00198881854212498	3.14769251047422e-11	6.97318814153722e-09	-6.63949051739074	237148	-0.0136328448307256
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270726	-0.00869882194650599	-0.0113153918127724	-0.00608225208023963	0.00133500915675265	7.23541233204106e-11	1.52945205363575e-08	-6.5156944537868	270726	-0.012521699621305
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.012746146877911	0.00891060480083272	0.0165816889549892	0.00195694518232606	7.36419887396086e-11	1.52945205363575e-08	6.51304591263302	259880	0.01277508915897
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266828	0.00947808185756839	0.00662246189757548	0.0123337018175613	0.00145697573145103	7.76532919207814e-11	1.56389023668337e-08	6.50507758473514	266828	0.0125922684323864
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0154042533033284	-0.020119273527668	-0.0106892330789889	0.00240566676812994	1.52413065379782e-10	2.97922715445303e-08	-6.40294003545842	156699	-0.0161730633420371
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	247511	-0.0103242782724158	-0.013519413068262	-0.00712914347656954	0.00163020076952895	2.40593950242503e-10	4.56853540946193e-08	-6.33290100010255	247511	-0.0127283473393172
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266789	0.0091864281024237	0.00634142190714894	0.0120314342976985	0.0014515604458632	2.47648569243394e-10	4.57186775330999e-08	6.32844221105975	266789	0.01225129202481
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0121754666346799	0.00836699347242532	0.0159839397969344	0.00194313425771866	3.71208885207622e-10	6.66771419213475e-08	6.26567708097125	259880	0.0122899594391748
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0126436005934706	0.00861031839383327	0.0166768827931079	0.00205783485382963	8.05185614496955e-10	1.40822726156494e-07	6.14390194047802	230475	0.0127967205466919
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0118925938332875	0.0080854095790014	0.0156997780875736	0.00194247663952842	9.22968210901088e-10	1.5728324947817e-07	6.12219180810844	263726	0.0119206859150154
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259427	0.0115211493487098	0.00777382701428002	0.0152684716831396	0.00191193428246039	1.68353963124039e-09	2.79720109730591e-07	6.02572429360395	259427	0.0118296788324666
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0124313718300166	0.00838236865291339	0.0164803750071199	0.00206585590808876	1.77318101969845e-09	2.87428318461363e-07	6.01732933215071	230475	0.0125331328113882
Mean corpuscular haemoglobin	30050	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264187	0.0114888739458954	0.00771597720888803	0.0152617706829027	0.00192498268680826	2.40002242240781e-09	3.79774976650531e-07	5.96812040362983	264187	0.0116105882503408
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0115601619688163	0.00772376120989506	0.0153965627277375	0.00195738329335756	3.51045387789549e-09	5.42569220290545e-07	5.90575028096005	259979	0.0115818646509673
Mean corpuscular volume	30040	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264188	0.0113622636567786	0.00757758225119193	0.0151469450623653	0.00193099538330284	4.00523183593615e-09	6.04972063218901e-07	5.88397713995153	264188	0.0114468929702644
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0119080947426212	0.00789788395282411	0.0159183055324182	0.0020460635100589	5.89135325555237e-09	8.70087416364468e-07	5.81981291415188	230475	0.0121217992369677
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259507	0.010342672651748	0.00676105485912875	0.0139242904443673	0.00182738959535513	1.51679008095213e-08	2.19143193000171e-06	5.65965341001669	259507	0.0111093888891454
Body fat percentage	23099	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266720	0.00819037117467258	0.00534146453710037	0.0110392778122448	0.00145355050401131	1.75478254009909e-08	2.48133718329756e-06	5.63458710168076	266720	0.0109096316492927
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0108769434067301	0.00708742687268765	0.0146664599407725	0.00193346233090692	1.84993451782715e-08	2.56138850114151e-06	5.62547942928737	259979	0.0110322894078105
Hair colour (natural, before greying)	1747-3	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	MULTINOMIAL-LOGISTIC	111964/271299	-999	-999	-999	-999	2.02772660019941e-08	2.75025938467863e-06	-5.60961888691075	271299	-0.0107692553695483
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0111304247452651	0.00716290909232822	0.0150979403982019	0.00202427987668758	3.83461476747013e-08	5.0969699489213e-06	5.49830398371074	230475	0.011452234650938
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231879	-0.0204480263877448	-0.0277758733352226	-0.013120179440267	0.00373876612288742	4.51651213802001e-08	5.88563522927078e-06	-5.4693648308607	231879	-0.0113574293879923
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0109985800006222	0.00695145159221726	0.0150457084090272	0.00206489937587027	1.00229844204e-07	1.28101450880728e-05	5.32630668674848	230475	0.0110940320008595
Crime score (England)	26416	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0109515613008393	0.00688523589794401	0.0150178867037345	0.00207469394079172	1.30244309637106e-07	1.63321449405322e-05	5.27850190904887	230475	0.0109944727064141
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270160	0.00941437702132672	0.00587588445395407	0.0129528695886994	0.0018053865251014	1.84321656641514e-07	2.2651136181978e-05	5.21449200043343	270160	0.0100318547374549
Pack years of smoking	20161	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CONTINUOUS	LINEAR	85138	0.0163761496227879	0.0102176008204789	0.0225346984250969	0.00314217447406526	1.87452977732289e-07	2.2651136181978e-05	5.21136821577659	85138	0.0178577146981166
Pack years adult smoking as proportion of life span exposed to smoking	20162	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CONTINUOUS	LINEAR	85138	0.0165219692698371	0.010274653397921	0.0227692851417533	0.0031874646275106	2.18263136552052e-07	2.59031572415167e-05	5.18306994661407	85138	0.0177607761297046
Number of days/week walked 10+ minutes	864	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	266931	0.0183653400931544	0.0113965263797175	0.0253341538065913	0.00355558253539658	2.39850353661822e-07	2.79657096567802e-05	5.16545841340032	266931	0.00999745101698361
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270052	0.00931081947608571	0.0057755366894965	0.0128461022626749	0.0018037488517519	2.44563277060676e-07	2.80235782645733e-05	5.16181779249359	270052	0.00993251331198074
Heel bone mineral density (BMD)	3148	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156637	-0.0126056165560357	-0.0174081924020872	-0.00780304070998415	0.00245033882455679	2.68588229470235e-07	3.02548707298166e-05	-5.14425240003217	156637	-0.0129969419574262
Heel quantitative ultrasound index (QUI), direct entry	3147	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0124316260204428	-0.0172347391211988	-0.00762851291968684	0.0024506129391368	3.92237841341891e-07	4.28172367475792e-05	-5.0726867722749	156711	-0.0128131356320682
Heel bone mineral density (BMD) T-score, automated	78	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0124307215647495	-0.0172338330769697	-0.00762761005252941	0.00245061212864444	3.92996003852292e-07	4.28172367475792e-05	-5.0723194196413	156711	-0.0128122078857583
Birth weight	20022	Family history and early life factors	UK Biobank Assessment Centre > Verbal interview > Early life factors	CONTINUOUS	LINEAR	154836	-0.0125834032875144	-0.0175182762242853	-0.00764853035074345	0.00251783858055381	5.80693044370954e-07	6.22465479498284e-05	-4.99753000835897	154836	-0.0126995174734149
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189463/79894(269357)	-0.0212103504050422	-0.0295641651912655	-0.0128572312653683	0.0042620512564719	6.47177557574537e-07	6.82720959942916e-05	-4.9765793414698	269357	-0.00958845085114824
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.00971289591844726	0.00588027513072881	0.0135455167061657	0.00195545470118312	6.80041553615004e-07	7.06180650832081e-05	4.96697841107142	259880	0.00974286985017718
Vascular/heart problems diagnosed by doctor	6150#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	84940/186496(271436)	-0.0212859609905811	-0.029713175762151	-0.0128593455446629	0.0042995254888429	7.39134127143555e-07	7.55736216768626e-05	-4.95078845775781	271436	-0.00950216656625067
SHBG	30830	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	236069	-0.00914480068365647	-0.0128366720554309	-0.00545292931188201	0.0018836424551142	1.20539871817517e-06	0.000121379998196851	-4.85474809725302	236069	-0.00999142381352588
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101395	-0.00897710714476779	-0.0126057096008538	-0.00534850468868176	0.00185136180292494	1.24282071647084e-06	0.000123280395248734	-4.84868583068458	101395	-0.0152254351882621
Diastolic blood pressure, automated reading	4079	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256245	0.00940665231258712	0.00559300826311351	0.0132202963620607	0.00194577251396206	1.33606327273544e-06	0.000130580536920584	4.83431285407092	256245	0.00954968273406706
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.00901993225402506	0.00532868075267309	0.012711183755377	0.0018833261888831	1.6738410550586e-06	0.000161222429737963	4.78927602686408	263726	0.00932558651716191
Age stopped smoking	2897	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	LINEAR	67476	0.0167066841958505	0.00969528743108306	0.0237180809606179	0.00357730898122232	3.01388774755799e-06	0.000286147113861006	4.66987110868775	67476	0.0179749004809463
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0214247994270002	0.012385696735682	0.0304645081315407	0.00461202642968495	3.39308321741278e-06	0.000316186761790888	4.64546681150828	271879	0.00890893707932906
Position of the pulse wave peak	4198	Physical measures	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	INTEGER	LINEAR	94940	0.014489668566898	0.00837405375042908	0.020605283383367	0.00312026897673026	3.42543587856514e-06	0.000316186761790888	4.6435074783252	94940	0.0150687350745153
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218203/51154(269357)	0.0237201660245472	0.0136991449022982	0.0337418812046181	0.00511303688751795	3.4980315693286e-06	0.00031846462753093	4.63917476493415	269357	0.00893842216639647
Usual walking pace	924	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	270180	-0.0174404038118359	-0.0248404966112395	-0.0100403110124322	0.00377562692874698	3.8467100584467e-06	0.0003454761493032	-4.6194972351239	270180	-0.00888694658351671
Illnesses of siblings	20111#100	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	68500/141171(209671)	-0.022049200844599	-0.0314231548114888	-0.0126760640330538	0.00478250899667281	4.01883701401119e-06	0.000356122543934912	-4.6104058072135	209671	-0.0100681581504035
Seating box height	3077	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CAT-SIN	ORDERED-LOGISTIC	271224	-0.0223772132316754	-0.0319921711085646	-0.0127622553547863	0.00490568089655255	5.07006547668519e-06	0.00044336388365855	-4.56186743930778	271224	-0.00875918185801791
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	93222/30146(123368)	0.0310035878599196	0.0173551249069605	0.0446544763904613	0.00696424824609906	8.50610543273672e-06	0.00073417632085673	4.45203308846122	123368	0.0126743517693913
Cereal intake	1458	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	INTEGER	ORDERED-LOGISTIC	260031	-0.0160765660789316	-0.0232192648619083	-0.00893386729595489	0.00364430103783406	1.02599139951701e-05	0.000874197287332057	-4.411621951595	260031	-0.00865109625025372
Own or rent accommodation lived in	680-1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	MULTINOMIAL-LOGISTIC	148103/268307	-999	-999	-999	-999	1.1513485213605e-05	0.000968590161134416	-4.38660262975646	268307	-0.00846834102185456
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	203193	-0.00948831130049848	-0.0137737801732049	-0.00520284242779204	0.00218650388808655	1.42865918980762e-05	0.00118685862193268	-4.33940975678298	203193	-0.00962627588799428
Exposure to tobacco smoke outside home	1279	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	ORDERED-LOGISTIC	228101	0.0231630647952141	0.0126897058574825	0.0336364237329456	0.00534364866923274	1.45803623172268e-05	0.00119463087895439	4.33493435901053	228101	0.00907617678210897
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194350/77086(271436)	0.0189649217913666	0.0103857614060847	0.0275445987182618	0.00437733485092681	1.47396527346163e-05	0.00119463087895439	4.33254350129679	271436	0.00831564215896659
Smoking status	20116-0	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CAT-SIN	MULTINOMIAL-LOGISTIC	145295/270860	-999	-999	-999	-999	1.49750051206859e-05	0.00119908294014552	-4.32905571123352	270860	-0.00831777785238105
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.0155114851844624	0.00846821310118454	0.0225547572677402	0.00359357219767009	1.58402638884638e-05	0.00125326659288965	4.31666729215119	271842	0.00827898339890214
Father's age	2946	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	58141	-0.011478318262457	-0.016702466693857	-0.0062541698310569	0.00266543083067213	1.66163375120491e-05	0.00129920210711857	-4.3060927949017	58141	-0.0178558431106656
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43327/80041(123368)	-0.0271555395647515	-0.0396264971958499	-0.0146865758669744	0.00636234173831724	1.97053573945937e-05	0.00152281168888918	-4.26820344301921	123368	-0.0121510919175529
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.0119239331619402	0.00643368261316272	0.0174141837107177	0.00280119971187424	2.07590295324107e-05	0.00158579896864829	4.25656651604854	96683	0.0136882575214711
Types of transport used (excluding work): Car/motor vehicle	6162#1	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	56227/214510(270737)	-0.0201391775231048	-0.0294525874646066	-0.0108262501388353	0.00475170397841325	2.25195356456732e-05	0.00169286975762065	-4.23832326581715	270737	-0.00814530720941359
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199261/70097(269358)	-0.0188903869013269	-0.0276294693657995	-0.0101519452786506	0.00445863399149407	2.26700885387057e-05	0.00169286975762065	-4.23682678723492	269358	-0.00816324651054527
Birth weight of first child	2744	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	ORDERED-LOGISTIC	118768	-0.0222437104151801	-0.0325423895113393	-0.0119450313190209	0.00525452466340906	2.30135351040213e-05	0.00169942171445917	-4.23344806101835	118768	-0.0122833097997066
