description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Whole body water mass	23102	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	-0.0086543624618376	-0.0110194811924727	-0.00628924373120254	0.00120671540359457	7.4172751284824e-13	1.6436681684717e-10	-7.17151418273408	266876	-0.0138808443899505
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0139020146871481	0.0100658880742599	0.0177381413000363	0.00195724342036235	1.22488320271756e-12	2.6267817844085e-10	7.10253576173447	259880	0.0139311357421086
Systolic blood pressure, automated reading	4080	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256243	0.0130072027457051	0.00938874457442236	0.0166256609169878	0.00184618605230742	1.85287820896945e-12	3.84935447913403e-10	7.04513046124734	256243	0.0139162644222096
Time spent watching television (TV)	1070	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	258756	0.0273713466168126	0.0197503256235405	0.0349923676100847	0.00388834746627272	1.92081697879755e-12	3.86957311365034e-10	7.04011466376479	258756	0.0138386780861414
Time spent using computer	1080	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	213102	-0.0278995369006004	-0.0357773942839067	-0.0200216795172941	0.00401938884869612	3.86586584335492e-12	7.55890474312456e-10	-6.9420002308496	213102	-0.0150363974897972
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266862	0.00826588994742016	0.00591596404487508	0.0106158158499652	0.0011989638182543	5.42784180468326e-12	1.03097978050098e-09	6.89391249986279	266862	0.0133439792193717
Pulse rate, automated reading	102	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256245	0.0134663609096384	0.00961702586040115	0.0173156959588756	0.00196398254233256	7.06316065181089e-12	1.30433033370108e-09	6.8563713956072	256245	0.0135434246398812
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0128989819035723	0.00920794373410911	0.0165900200730355	0.00188321734408266	7.42853368744721e-12	1.3347268095716e-09	6.84915911442377	263726	0.0133359453127759
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0140335758911754	0.00999370081430261	0.0180734509680483	0.00206119862851505	9.88686546806635e-12	1.72968109557119e-09	6.80813996337103	230475	0.0141799526816028
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199261/70097(269358)	-0.0302855582958706	-0.0390243097065777	-0.0215477070715978	0.00445839892284581	1.09864449810595e-11	1.87276631369445e-09	-6.7929487080454	269358	-0.0130875336519325
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0131554259630008	0.00934636163761083	0.0169644902883908	0.0019434358771056	1.29778295292548e-11	2.15691526776215e-09	6.76888538792394	259880	0.0132768216675396
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270726	-0.00870237694797111	-0.0113191152920048	-0.00608563860393743	0.00133509511637672	7.12807238142113e-11	1.15579085833385e-08	-6.51793740492771	270726	-0.0125260093928511
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270918	0.0123772426765522	0.00864749234841783	0.0161069930046866	0.00190296880838331	7.82408094381081e-11	1.23844024082034e-08	6.50394442969796	270918	0.0124946930485642
Number of days/week walked 10+ minutes	864	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	266931	0.0230451361485728	0.0160684561659782	0.0300218161311673	0.0035595960117766	9.50913771944693e-11	1.47015691997403e-08	6.474555623506	266931	0.0125307765980832
Lymphocyte count	30120	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263726	0.0124621648888635	0.00867425697400511	0.0162500728037219	0.00193264159175216	1.13317937559385e-10	1.71213102021544e-08	6.44802384807808	263726	0.0125550248488733
Usual walking pace	924	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	270180	-0.0241767250259223	-0.0315794567466525	-0.0167739933051921	0.00377697334191955	1.53654043925953e-10	2.26998240893275e-08	-6.40170230261096	270180	-0.0123150888003574
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266876	0.0122362684054503	0.00847804818813654	0.015994488622764	0.00191749452895976	1.75747800837165e-10	2.53993778253364e-08	6.38116327629638	266876	0.0123513263001694
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0123740209791763	0.00853697483547869	0.016211067122874	0.00195771257735539	2.60831277950368e-10	3.68937518258308e-08	6.32043307373741	259979	0.0123949850966219
Touchscreen duration	630	Sociodemographics	UK Biobank Assessment Centre > Procedural metrics > Process durations	INTEGER	LINEAR	271879	0.0115928114075301	0.00797670097898259	0.0152089218360776	0.00184498820237051	3.31672038744227e-10	4.59365773660754e-08	6.28320088105907	271879	0.0120493378346682
Illnesses of siblings	20111#100	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	68500/141171(209671)	-0.0289273319831717	-0.03829898758716	-0.0195567796046009	0.00478126336259116	1.44690250421667e-09	1.96306282612907e-07	-6.05017313437522	209671	-0.0132118241323849
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259979	0.0115865895511627	0.00779642955359881	0.0153767495487266	0.00193379063465461	2.07963409773279e-09	2.76508149634552e-07	5.99146161865008	259979	0.0117499315336642
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.012231568443466	0.00817780692376808	0.0162853299631639	0.00206828367851321	3.34559766476794e-09	4.36108495595633e-07	5.91367398821599	230475	0.0123172683811262
Date J44 first reported (other chronic obstructive pulmonary disease)	131492	First occurrences	Health-related outcomes > First occurrences > Respiratory system disorders	DATE	LOGISTIC-BINARY	254891/16988(271879)	0.0474845501236602	0.0316817368179984	0.0632890909814325	0.00806324871598378	3.88436165108367e-09	4.96600697238543e-07	5.88904394175713	271879	0.0112935599769106
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266806	-0.00705765553207904	-0.00940881469578954	-0.00470649636836853	0.00119959304469682	4.02396530522602e-09	5.04741912247973e-07	-5.88320519426254	266806	-0.0113891066398375
Duration of walks	874	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	LINEAR	230916	0.0122104702804789	0.00813430887843575	0.0162866316825221	0.00207971239991929	4.33081462178094e-09	5.33171400103698e-07	5.87103551931918	230916	0.0122167915566778
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266802	-0.00701266421863245	-0.00935633908094039	-0.00466898935632451	0.00119577445340555	4.50841981667834e-09	5.4494499893232e-07	-5.8643696948438	266802	-0.0113527334037795
Illnesses of siblings: High blood pressure	20111#8	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	165520/43912(209432)	0.0314523674250738	0.0208203270476246	0.0420855795967108	0.00542490900772254	6.71906018012056e-09	7.97648429954312e-07	5.79779978058447	209432	0.0126680251463396
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266789	0.00836685509676546	0.00552313891289128	0.0112105712806396	0.00145090226468702	8.0935840325157e-09	9.38320710190771e-07	5.76649764450075	266789	0.0111635603255655
Alcohol usually taken with meals	1618	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	CAT-SIN	LOGISTIC-BINARY	45946/93362(139308)	-0.034167361316513	-0.0457853367867581	-0.0225512685788484	0.00592716712939041	8.18631185184487e-09	9.38320710190771e-07	-5.76457654423077	139308	-0.0154429656920312
Age completed full time education	845	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	INTEGER	ORDERED-LOGISTIC	188769	-0.0245797315525584	-0.0330182905769747	-0.0161411725281421	0.00430546637131018	1.13351507262713e-08	1.2772217292924e-06	-5.70943549497023	188769	-0.0131399174990537
Platelet distribution width	30110	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264101	-0.0109615739549127	-0.0147307099808953	-0.00719243792893015	0.00192306392143582	1.19876031289497e-08	1.32198257034783e-06	-5.69990241168732	264101	-0.0110906584384507
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266828	0.00829821641640199	0.00544386572985707	0.0111525671029469	0.00145632813105734	1.21301048121567e-08	1.32198257034783e-06	5.69788749900907	266828	0.0110299457802534
Interval between previous point and current one in alphanumeric path (trail #2)	20155	Cognitive function	Online follow-up > Cognitive function online > Trail making	INTEGER	LINEAR	89215	0.01717977950703	0.0112670087707982	0.0230925502432618	0.00301677519733576	1.23883861824293e-08	1.328354699045e-06	5.69429344257658	89215	0.019061051853179
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.0211812739710629	0.0138386841318662	0.0285238638102596	0.00374628814463639	1.57317912503175e-08	1.66007854336684e-06	5.65338551256281	270826	0.0108627404508457
Mother's age at death	3526	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	165313	-0.0130897908739901	-0.017691851531016	-0.00848773021696427	0.00234803327679811	2.48156676880241e-08	2.5777274810935e-06	-5.57455971338894	165313	-0.013709413608157
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271842	0.0198112132564012	0.0127714195934825	0.0268510069193198	0.003591797460794	3.46705549337662e-08	3.54599767999504e-06	5.51604904080795	271842	0.0105790613124892
Time spend outdoors in summer	1050	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	INTEGER	ORDERED-LOGISTIC	246715	0.020461102771336	0.0131452231831843	0.0277769823594877	0.00373266021511539	4.20549590781498e-08	4.23608133259909e-06	5.48199774672394	246715	0.0110361192937027
Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)	6164#4	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	131253/139436(270689)	-0.0210518134211576	-0.0286250789669611	-0.0134791600939715	0.00386382581324419	5.08087047393848e-08	5.0414368523497e-06	-5.44845688276408	270689	-0.0104716714128514
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259880	0.0106506698194155	0.00681744250488023	0.0144838971339508	0.00195576415932706	5.16168062926978e-08	5.04630188579199e-06	5.44564909482045	259880	0.0106816936294774
Job involves mainly walking or standing	806	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	CAT-SIN	ORDERED-LOGISTIC	147492	0.0255942972983828	0.0163457579418169	0.0348428366549487	0.0047187292366172	5.81610019249911e-08	5.60368609851219e-06	5.42436477095151	147492	0.0141229129792048
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	96683	0.0150863128303705	0.00960826907880299	0.020564356581938	0.00279497163967176	6.76477513219352e-08	6.42460358268893e-06	5.39730919874884	96683	0.0173556671591229
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.0066252145469974	-0.00905112318907195	-0.00419930590492286	0.00123773123445625	8.67069705601785e-08	8.11870338428263e-06	-5.35258412426775	266853	-0.0103610977693897
Time spent outdoors in winter	1060	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	INTEGER	ORDERED-LOGISTIC	215679	0.0233140714382076	0.0147687850825366	0.0318593577938785	0.00435992009193795	8.89718025996283e-08	8.11997570303366e-06	5.34791790440828	215679	0.0115147369610975
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266836	-0.00665274494637509	-0.00909103735460361	-0.00421445253814657	0.00124404959859541	8.91633914442625e-08	8.11997570303366e-06	-5.34752846671109	266836	-0.0103516421876485
Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	6164#2	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	143332/127357(270689)	-0.0206834169204074	-0.0282877397057216	-0.0130796857172725	0.00387967689927169	9.75441330581817e-08	8.7631540077134e-06	-5.33124050198157	270689	-0.010246411093316
Body fat percentage	23099	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266720	0.00774105187057605	0.0048933680339082	0.0105887357072439	0.00145292661453477	9.94202851606434e-08	8.81261407663943e-06	5.32778028751107	266720	0.0103156603723164
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266833	-0.00657064031452567	-0.00899258682480988	-0.00414869380424145	0.00123570970149871	1.05388272368425e-07	9.18998038259659e-06	-5.31717918693318	266833	-0.0102929567363082
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101395	-0.00986015475024178	-0.0134957236961289	-0.00622458580435468	0.00185491619976898	1.06442311892289e-07	9.18998038259659e-06	-5.31536744640113	101395	-0.0166904792100808
MET minutes per week for walking	22037	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	CONTINUOUS	LINEAR	209494	0.0115738878375978	0.00729261121050252	0.0158551644646931	0.00218436494796101	1.16847043604388e-07	9.95896340874322e-06	5.29836058317048	209494	0.011575205051599
Number of symbol digit matches attempted	20195	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	97755	-0.0148950146669291	-0.0204180805368646	-0.00937194879699371	0.00281794253032234	1.25395548624194e-07	1.05522735095398e-05	-5.28545083482079	97755	-0.0169026555888275
Job involves heavy manual or physical work	816	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	CAT-SIN	ORDERED-LOGISTIC	147521	0.0281950843368732	0.0177242460185695	0.038665922655177	0.00534236261528089	1.30443265820989e-07	1.08398353897242e-05	5.27822215293794	147521	0.0137411373259961
Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)	130846	First occurrences	Health-related outcomes > First occurrences > Mental and behavioural disorders	DATE	LOGISTIC-BINARY	266109/5770(271879)	0.0709382758362039	0.0445666238183924	0.0973129485071489	0.0134559423297603	1.34997998756816e-07	1.10798357498187e-05	5.27192805667603	271879	0.0101102301790302
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266760	-0.00641756336918695	-0.00881864279902984	-0.00401648393934406	0.00122506303625082	1.61938022134957e-07	1.30603094403835e-05	-5.23844180542367	266760	-0.0101419405533267
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259507	0.00956131829075878	0.00598316189210925	0.0131394746894083	0.00182562354557204	1.63057413289986e-07	1.30603094403835e-05	5.23717008645627	259507	0.0102801834284578
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266853	-0.00643592507041695	-0.00884592643887933	-0.00402592370195457	0.00122961512939634	1.65896910650778e-07	1.31295555000759e-05	-5.23398167106966	266853	-0.0101315406029009
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266750	-0.00634612540721243	-0.00873744536768606	-0.00395480544673881	0.00122008362364618	1.97928695450105e-07	1.54803525570859e-05	-5.20127245482493	266750	-0.0100701744968624
Platelet count	30080	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	264185	0.0097745864658659	0.00608759625806596	0.0134615766736658	0.00188115201956895	2.03676753420096e-07	1.54927549296665e-05	5.19595022653444	264185	0.0101085847927393
Duration to complete alphanumeric path (trail #2)	20157	Cognitive function	Online follow-up > Cognitive function online > Trail making	CONTINUOUS	LINEAR	87585	0.0157705556872649	0.00982102217045635	0.0217200892040734	0.00303553206269997	2.04747208285027e-07	1.54927549296665e-05	5.19497513150339	87585	0.0175511938546265
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244512	-0.0203610375691106	-0.0280437837731002	-0.012678291365121	0.0039198404994123	2.05078585109905e-07	1.54927549296665e-05	-5.19467427340704	244512	-0.0105047578185439
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259427	0.00987800078971183	0.00613394217590174	0.0136220594035219	0.00191026908828057	2.32987238812669e-07	1.74033613890632e-05	5.17088554885474	259427	0.0101516499303337
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270160	0.00931722779306538	0.0057799460925897	0.0128545094935411	0.00180476872451603	2.43736457064953e-07	1.79474008959961e-05	5.16245156152813	270160	0.00993174712045218
