description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Whole body water mass	23102	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	-0.0119135127385383	-0.0142800613167898	-0.00954696416028679	0.00120744493108983	5.85373418520079e-23	3.53139818663568e-20	-9.86584861531171	266777	-0.0190977704748045
Forced expiratory volume in 1-second (FEV1)	3063	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	246968	-0.0140947840965118	-0.0169992524290926	-0.011190315763931	0.00148189882849424	1.898104389815e-21	1.04965172756769e-18	-9.51046593909878	246968	-0.0191339086894531
Forced expiratory volume in 1-second (FEV1), Best measure	20150	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	203826	-0.0148045035852619	-0.0179163455798729	-0.0116926615906508	0.00158770366147381	1.12537938693224e-20	5.74462893206334e-18	-9.32352500148716	203826	-0.0206471393576117
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266705	-0.00996649875283545	-0.0123192371916861	-0.00761376031398479	0.00120039881212551	1.022442242039e-16	4.84637622726486e-14	-8.30214974273927	266705	-0.0160738718085614
Leg fat percentage (left)	23115	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266749	0.00973624850601009	0.00741571444604264	0.0120567825659775	0.00118396770464738	1.98614570640796e-16	8.78670860514881e-14	8.22291562357419	266749	0.0159191921723444
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266736	-0.010160141319384	-0.0126000373454367	-0.00772024529333118	0.0012448677859891	3.31869859076e-16	1.37643024051771e-13	-8.16114268125738	266736	-0.0158000174380955
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.00998181897642812	-0.0123933583313894	-0.00757027962146682	0.00123039983080465	4.97147981463773e-16	1.94063176764329e-13	-8.11219167153415	266754	-0.0157047416964361
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.0100292266614275	-0.0124566990316414	-0.00760175429121353	0.00123852906959594	5.62277943058501e-16	2.07293135007567e-13	-8.09722332614128	266754	-0.0156757709583828
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266733	-0.00997603480525283	-0.0123995566619419	-0.00755251294856377	0.00123651346443378	7.18045930653088e-16	2.50786989253363e-13	-8.06741086208117	266733	-0.01561868445255
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266701	-0.00953753116339736	-0.0118829431778354	-0.00719211914895936	0.00119666077179904	1.59091987234127e-15	5.27867213642833e-13	-7.96967516285028	266701	-0.0154304367278685
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270690	-0.0103736883490986	-0.0129843621477681	-0.00776301455042921	0.00133200090372176	6.82721476417556e-15	2.15739986547948e-12	-7.78764041957476	270690	-0.014966585903978
Arm predicted mass (left)	23126	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266647	-0.0093423163670485	-0.0117351385876873	-0.00694949414640972	0.00122085009699824	1.98013208449548e-14	5.97279841486909e-12	-7.65191169177668	266647	-0.0148168385842012
Mean platelet (thrombocyte) volume	30100	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263823	0.0146272155423861	0.0108147338382057	0.0184396972465664	0.00194517946975185	5.50492777950036e-14	1.58829133672889e-11	7.51934989941635	263823	0.0146379102673565
Leg fat percentage (right)	23111	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266763	0.0089049140487509	0.00655344506675486	0.0112563830307469	0.00119975111815529	1.15413057506222e-13	3.19117104004704e-11	7.42194463885982	266763	0.0143685090755329
Arm fat-free mass (left)	23125	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266657	-0.00891023429566744	-0.0113129838982874	-0.00650748469304753	0.00122591518087706	3.65127367139395e-13	9.6919408333481e-11	-7.26789686942073	266657	-0.0140731358308162
Body mass index (BMI)	21001	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CONTINUOUS	LINEAR	270906	0.0130913776709263	0.0093607893452963	0.0168219659965562	0.00190339636598241	6.08572333000465e-12	1.55326384684273e-09	6.87762823792025	270906	0.0132127456849165
Body mass index (BMI)	23104	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	0.0131847680607958	0.00942402084444461	0.0169455152771469	0.00191878383787429	6.36909001688517e-12	1.56538079081667e-09	6.87113988327875	266777	0.0133020262175223
White blood cell (leukocyte) count	30000	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263827	0.0130712930232652	0.0092679384344481	0.0168746476120824	0.00194052269267064	1.631426347034e-11	3.86648044247058e-09	6.7356999568782	263827	0.0131125579474079
C-reactive protein	30710	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258656	0.0130506175650987	0.00923223066440029	0.0168690044657971	0.00194819238048115	2.10471145442616e-11	4.81616041778345e-09	6.69856844114849	258656	0.0131699683871032
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237025	-0.0131390958641323	-0.0170386069466024	-0.00923958478166225	0.00198958302970306	4.01108708958743e-11	8.81112379742188e-09	-6.60366746711258	237025	-0.0135628201438956
Hand grip strength (right)	47	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270706	-0.00881155313045195	-0.0114282380347998	-0.00619486822610411	0.00133506785072987	4.11610665642071e-11	8.81112379742188e-09	-6.59983679007054	270706	-0.0126838448734027
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0128116590451917	0.00897387266736619	0.0166494454230173	0.00195809025476872	6.04218611143401e-11	1.25299834485863e-08	6.54269033328054	259553	0.0128413062043982
Arm fat percentage (right)	23119	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266728	0.00950922535922553	0.00665306720445435	0.0123653835139967	0.00145725032566934	6.79014476345603e-11	1.36543638334225e-08	6.52522076378097	266728	0.0126336218130106
Heel Broadband ultrasound attenuation, direct entry	3144	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156699	-0.0154042533033284	-0.020119273527668	-0.0106892330789889	0.00240566676812994	1.52413065379782e-10	2.97474441723598e-08	-6.40294003545842	156699	-0.0161730633420371
Arm fat percentage (left)	23123	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266687	0.00924116779048305	0.00639563919447557	0.0120866963864905	0.00145182698174693	1.9531484438067e-10	3.7031694494575e-08	6.3649802672303	266687	0.0123243715299368
Peak expiratory flow (PEF)	3064	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	INTEGER	LINEAR	246968	-0.0103762048433291	-0.0135746843048788	-0.00717772538177943	0.00163190726297977	2.04271825656416e-10	3.76541065293327e-08	-6.35809447855954	246968	-0.0127930133094518
High light scatter reticulocyte count	30300	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0122351349111477	0.00842437616028836	0.0160458936620071	0.00194430039578184	3.12182923916011e-10	5.59904292731527e-08	6.29260454977053	259553	0.012350540423149
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0126436005934706	0.00861031839383327	0.0166768827931079	0.00205783485382963	8.05185614496955e-10	1.4061083520531e-07	6.14390194047802	230475	0.0127967205466919
Neutrophill count	30140	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0118741346933669	0.00806449065061848	0.0156837787361153	0.00194373165670308	1.00418814067727e-09	1.70866474398317e-07	6.10874310098676	263361	0.0119027417992666
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258997	0.0115984452186226	0.00784804283954575	0.0153488475976994	0.00191350576268723	1.35137902503476e-09	2.24193780253267e-07	6.06116643716302	258997	0.0119091213388303
Education score (England)	26414	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0124313718300166	0.00838236865291339	0.0164803750071199	0.00206585590808876	1.77318101969845e-09	2.86995835285827e-07	6.01732933215071	230475	0.0125331328113882
Mean corpuscular haemoglobin	30050	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263829	0.0114972030775093	0.00772182934938138	0.0152725768056372	0.00192624648101066	2.39402993881899e-09	3.782567303334e-07	5.96852839032216	263829	0.0116192561524568
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0115866477563328	0.00774730948110917	0.0154259860315564	0.00195888205370498	3.32377409111507e-09	5.1294336903813e-07	5.91475130147943	259553	0.0116090282613478
Mean corpuscular volume	30040	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263829	0.0112796362066565	0.00749247739809278	0.0150667950152203	0.00193225938763997	5.30312324413637e-09	7.99807405638385e-07	5.83737003105435	263829	0.0113639564439238
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0119080947426212	0.00789788395282411	0.0159183055324182	0.0020460635100589	5.89135325555237e-09	8.68778226752123e-07	5.81981291415188	230475	0.0121217992369677
Gamma glutamyltransferase	30730	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	259076	0.0104668790986069	0.00688238437777614	0.0140513738194376	0.00182885744284322	1.04647160275686e-08	1.50964903389011e-06	5.72301964316679	259076	0.0112430947484351
Body fat percentage	23099	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266620	0.00826142046420104	0.00541190222801869	0.0111109387003834	0.00145386254985244	1.32939700743744e-08	1.87699543433082e-06	5.68224286009627	266620	0.0110039539221385
Reticulocyte count	30250	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0109063713965856	0.00711394900760924	0.0146987937855619	0.00193494493719807	1.73665563860206e-08	2.40092642036735e-06	5.6363764132186	259553	0.0110627235206008
Hair colour (natural, before greying)	1747-3	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	MULTINOMIAL-LOGISTIC	111964/271299	-999	-999	-999	-999	2.02772660019941e-08	2.7461211671272e-06	-5.60961888691075	271299	-0.0107692553695483
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0111304247452651	0.00716290909232822	0.0150979403982019	0.00202427987668758	3.83461476747013e-08	5.08930071938636e-06	5.49830398371074	230475	0.011452234650938
Average total household income before tax	738	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	ORDERED-LOGISTIC	231740	-0.0203927357166533	-0.0277229001871162	-0.0130625712461903	0.00373994855430118	4.95528333460006e-08	6.44769808007961e-06	-5.45290755475027	231740	-0.0113266543474162
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0109985800006222	0.00695145159221726	0.0150457084090272	0.00206489937587027	1.00229844204e-07	1.27908701180335e-05	5.32630668674848	230475	0.0110940320008595
Crime score (England)	26416	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0109515613008393	0.00688523589794401	0.0150178867037345	0.00207469394079172	1.30244309637106e-07	1.63075705424875e-05	5.27850190904887	230475	0.0109944727064141
Pack years of smoking	20161	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CONTINUOUS	LINEAR	84927	0.0163592704066912	0.0101926721478346	0.0225258686655477	0.00314628141511675	2.00145647048384e-07	2.45956761817236e-05	5.19920225833603	84927	0.0178381506613871
Mean time to correctly identify matches	20023	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	270030	0.00933751552454716	0.00580211692862805	0.0128729141204663	0.00180380793923046	2.26150664582661e-07	2.72861056394643e-05	5.1764474888598	270030	0.00996106710556763
Duration to first press of snap-button in each round	404	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Reaction time	INTEGER	LINEAR	269992	0.00933766028811002	0.00579719082993506	0.012878129746285	0.00180639516139161	2.35206433496838e-07	2.78719623693753e-05	5.16911397105064	269992	0.00994765647617909
Number of days/week walked 10+ minutes	864	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	INTEGER	ORDERED-LOGISTIC	266931	0.0183653400931544	0.0113965263797175	0.0253341538065913	0.00355558253539658	2.39850353661822e-07	2.79236306473658e-05	5.16545841340032	266931	0.00999745101698361
Pack years adult smoking as proportion of life span exposed to smoking	20162	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CONTINUOUS	LINEAR	84927	0.0164736122698787	0.0102176518643867	0.0227295726753706	0.00319187518486981	2.45947249110432e-07	2.81397576740832e-05	5.16076157632669	84927	0.0177063044928045
Heel bone mineral density (BMD)	3148	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156637	-0.0126056165560357	-0.0174081924020872	-0.00780304070998415	0.00245033882455679	2.68588229470235e-07	3.02093473010929e-05	-5.14425240003217	156637	-0.0129969419574262
Heel quantitative ultrasound index (QUI), direct entry	3147	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0124316260204428	-0.0172347391211988	-0.00762851291968684	0.0024506129391368	3.92237841341891e-07	4.27528111731772e-05	-5.0726867722749	156711	-0.0128131356320682
Heel bone mineral density (BMD) T-score, automated	78	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	CONTINUOUS	LINEAR	156711	-0.0124307215647495	-0.0172338330769697	-0.00762761005252941	0.00245061212864444	3.92996003852292e-07	4.27528111731772e-05	-5.0723194196413	156711	-0.0128122078857583
Birth weight	20022	Family history and early life factors	UK Biobank Assessment Centre > Verbal interview > Early life factors	CONTINUOUS	LINEAR	153792	-0.0127643443478812	-0.017716365351621	-0.0078123233441414	0.00252658775508158	4.37594694561288e-07	4.68367482759469e-05	-5.05183104812745	153792	-0.0128809749988653
Vascular/heart problems diagnosed by doctor	6150#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	84940/186496(271436)	-0.0212859609905811	-0.029713175762151	-0.0128593455446629	0.0042995254888429	7.39134127143555e-07	7.78554613924545e-05	-4.95078845775781	271436	-0.00950216656625067
Immature reticulocyte fraction	30280	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.00967709110238154	0.00584225266286196	0.0135119295419011	0.00195658617697483	7.58288041298884e-07	7.84186762501929e-05	4.94580765814695	259553	0.00970745544011193
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189384/79824(269208)	-0.0210765619531282	-0.029433568745237	-0.0127202484866208	0.00426368045291871	7.68115424391582e-07	7.84186762501929e-05	-4.94329899218925	269208	-0.00952697009224023
Diastolic blood pressure, automated reading	4079	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure	INTEGER	LINEAR	256017	0.00952434593770989	0.00570893049366716	0.0133397613817526	0.00194667630330875	9.95513629191987e-07	0.000100094370353303	4.89252322731497	256017	0.00966896278350218
SHBG	30830	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	235243	-0.00908682503165857	-0.0127849556383261	-0.00538869442499099	0.00188683600098672	1.46606121350501e-06	0.000145205704668944	-4.81580707043355	235243	-0.00992867201623225
Mother's age	1845	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	101388	-0.00884213951762145	-0.0124705614938878	-0.00521371754135505	0.00185126971969225	1.78786775078778e-06	0.000174474858738643	-4.77603332706475	101388	-0.0149978672197398
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.00896363814103905	0.00527012705651568	0.0126571492255624	0.00188447905862419	1.97002218081293e-06	0.000189464741911226	4.75647541515122	263361	0.0092681386192406
Age stopped smoking	2897	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	LINEAR	67240	0.0167921611050754	0.00977010313081747	0.0238142190793333	0.00358274847377146	2.77735549439903e-06	0.000263293300869028	4.68663359436027	67240	0.0180710207378194
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0214247994270002	0.012385696735682	0.0304645081315407	0.00461202642968495	3.39308321741278e-06	0.000317133806066918	4.64546681150828	271879	0.00890893707932906
Usual walking pace	924	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	270172	-0.0174405902430411	-0.0248408475177225	-0.0100403329683597	0.00377571084624702	3.84770479068976e-06	0.00035463012487524	-4.61944358371002	270172	-0.00888697494029889
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218063/51145(269208)	0.0236069493390456	0.0135844546542335	0.0336301323975144	0.00511378726889847	3.90539728933231e-06	0.000355016663178208	4.61635443516041	269208	0.00889691802786685
Illnesses of siblings	20111#100	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	CAT-MUL	LOGISTIC-BINARY	68505/141142(209647)	-0.022023621863221	-0.0313978545107513	-0.0126502054062749	0.00478265142940265	4.12624065151565e-06	0.000370023418425106	-4.60492019531505	209647	-0.0100567554753207
Seating box height	3077	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	CAT-SIN	ORDERED-LOGISTIC	271066	-0.0225864386689234	-0.0322095734939298	-0.012963303843917	0.00490985288551854	4.21253698852852e-06	0.000372725272745003	-4.6006108859996	271066	-0.00883614077644568
Position of the pulse wave peak	4198	Physical measures	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	INTEGER	LINEAR	89385	0.0143629701285464	0.00805090200526886	0.020675038251824	0.00322050209752136	8.20920323657645e-06	0.000716793061551596	4.45965409926714	89385	0.0149150735683887
Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177#1	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	93182/30119(123301)	0.0310183078208527	0.017363837177049	0.0446752063288989	0.00696731403415535	8.49994763423715e-06	0.000732540941568802	4.4521885503722	123301	0.0126782369636247
Cereal intake	1458	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	INTEGER	ORDERED-LOGISTIC	260028	-0.0160567014265296	-0.0231994444424935	-0.00891395841056563	0.00364432360609939	1.05227411006123e-05	0.00089524243517517	-4.40614320175318	260028	-0.00864040318096554
Own or rent accommodation lived in	680-1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	CAT-SIN	MULTINOMIAL-LOGISTIC	148101/268303	-999	-999	-999	-999	1.12127504564545e-05	0.000941871038342178	-4.39235869713316	268303	-0.00847951552129501
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194404/77032(271436)	0.0191330245751202	0.0105527385597262	0.0277138320056962	0.00437791040583769	1.24035042176918e-05	0.00102887067485753	4.3703720067745	271436	0.00838824299420369
Smoking status	20116-0	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CAT-SIN	MULTINOMIAL-LOGISTIC	145295/270860	-999	-999	-999	-999	1.49750051206859e-05	0.00122684116025767	-4.32905571123352	270860	-0.00831777785238105
Father's age	2946	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	58136	-0.0115117510686913	-0.0167358614991497	-0.00628764063823285	0.00266541144208034	1.56976202143511e-05	0.00127035863100529	-4.31866449370006	58136	-0.017908726655382
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0155003697991393	0.00845708268055168	0.022543656917727	0.0035935798688875	1.60642517979478e-05	0.00128436596302628	4.31356549844685	271840	0.00827306527370918
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	202776	-0.00940881086902693	-0.0136976772409352	-0.00511994449711869	0.00218823733789921	1.71072891897327e-05	0.00135147584598888	-4.29964373859833	202776	-0.00954787097502522
Exposure to tobacco smoke outside home	1279	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	INTEGER	ORDERED-LOGISTIC	228002	0.0229643038298549	0.0124884583953327	0.0334401492643772	0.00534491731335595	1.73348244076053e-05	0.00135333993845728	4.29671447402577	228002	0.00899811395828032
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43294/80007(123301)	-0.0272476104438576	-0.0397230258349341	-0.0147741970984366	0.00636461407793477	1.85933489889345e-05	0.00143471469640197	-4.28114579227647	123301	-0.0121912423413665
Birth weight of first child	2744	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	ORDERED-LOGISTIC	118766	-0.0222410331417278	-0.0325397418395952	-0.0119423244438604	0.00525453976659893	2.30667893648454e-05	0.00175943924396683	-4.23292846317647	118766	-0.0122819058163507
Current tobacco smoking	1239	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	CAT-SIN	ORDERED-LOGISTIC	271732	0.0264037660764256	0.0141505216056758	0.0386570105471754	0.00625177021996416	2.40385707428805e-05	0.00181272676647449	4.2236420797821	271732	0.00810222050249477
Types of transport used (excluding work): Car/motor vehicle	6162#1	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-MUL	LOGISTIC-BINARY	56192/214389(270581)	-0.0200472567885764	-0.0293635114005792	-0.0107314809334439	0.00475315633708129	2.46818627319672e-05	0.00184032405718353	-4.21768926574554	270581	-0.00810799105751965
Qualifications: A levels/AS levels or equivalent	6138#2	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	199436/69772(269208)	-0.0187079159159715	-0.0274614864349037	-0.00995498313180192	0.00446602678446922	2.80241133213972e-05	0.00205643802495984	-4.18895566875919	269208	-0.00807326565006774
