description	varName	custom_category	Path	varType	resType	n	beta	lower	upper	se	pvalue	fdr	z	ntotal	rho
Date M81 first reported (osteoporosis without pathological fracture)	131964	First occurrences	Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders	DATE	LOGISTIC-BINARY	256442/15437(271879)	0.0637988271865434	0.047117011132935	0.0804826469077047	0.00851179818556708	6.59562655321258e-14	1.0675262879785e-11	7.49567852423745	271879	0.0143740730405603
Number of treatments/medications taken	137	Medications	UK Biobank Assessment Centre > Verbal interview > Medications	INTEGER	ORDERED-LOGISTIC	271840	0.0266948599011519	0.0196566788070844	0.0337330409952194	0.00359097470646592	1.04961134355322e-13	1.65838592281409e-11	7.43450389668856	271840	0.0142578080300869
Vascular/heart problems diagnosed by doctor: High blood pressure	6150#4	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	CAT-MUL	LOGISTIC-BINARY	194404/77032(271436)	0.0322555098978812	0.0236714976802558	0.0408403350720212	0.00437988593851494	1.77823646081269e-13	2.74427375673326e-11	7.36449130286886	271436	0.0141340702647624
High light scatter reticulocyte percentage	30290	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0141043522953086	0.010267615141149	0.0179410894494683	0.00195755492673505	5.81492630046264e-13	8.76996612042502e-11	7.20475275859187	259553	0.0141404849881513
Red blood cell (erythrocyte) count	30010	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263830	0.0120064025683276	0.00871069905163335	0.015302106085022	0.00168151228425135	9.33840123691423e-13	1.37710290240362e-10	7.13992182691121	263830	0.0138992401832488
IGF-1	30770	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	257788	-0.0134801558125317	-0.0172014429040967	-0.00975886872096681	0.00189865075119644	1.25172754888676e-12	1.80165317210095e-10	-7.09954006538552	257788	-0.0139816394014368
Overall health rating	2178	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	ORDERED-LOGISTIC	270826	0.026617871120788	0.0192660444081456	0.0339696978334304	0.00375100092176829	1.27603524847415e-12	1.80165317210095e-10	7.09688134103441	270826	0.0136358931744419
Date I67 first reported (other cerebrovascular diseases)	131374	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	263961/7918(271879)	0.0812484712432042	0.0586736376708599	0.103824877945383	0.01151838519245	1.74024021242483e-12	2.40588209367733e-10	7.05385796268554	271879	0.0135269766022958
Trunk fat-free mass	23129	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266562	-0.00840425282074889	-0.010766242841432	-0.00604226280006579	0.00120511909367426	3.09148194250465e-12	4.1867498307063e-10	-6.9735014749613	266562	-0.0135055972878457
Employment score (England)	26412	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0142712008107713	0.0102587078932672	0.0182836937282754	0.00204722788232546	3.15481027132954e-12	4.18706419210857e-10	6.97064951851935	230475	0.0145183560858478
Trunk predicted mass	23130	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266533	-0.008262974996427	-0.010616584688034	-0.00590936530482	0.00120084333700618	5.95608797049096e-12	7.74992152395647e-10	-6.88069589165203	266533	-0.0133266174371963
Whole body fat-free mass	23101	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.00826555159063328	-0.0106264983153292	-0.00590460486593736	0.00120458679002204	6.81632401896041e-12	8.58868679694978e-10	-6.86145382042593	266754	-0.0132838505611943
Qualifications: College or University degree	6138#1	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	189384/79824(269208)	-0.0292495271962246	-0.0376062363923232	-0.0208938020097373	0.0042634544599828	6.85955997948069e-12	8.58868679694978e-10	-6.86055068503723	269208	-0.0132214366246602
Whole body water mass	23102	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266777	-0.00824274073242978	-0.0106085741120612	-0.00587690735279834	0.00120708002712949	8.58743447329363e-12	1.05530028082920e-09	-6.82838754593702	266777	-0.0132192753156092
Medication for pain relief, constipation, heartburn	6154#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	122922/145997(268919)	-0.0257022444668557	-0.0333233434045219	-0.0180818510562723	0.00388820724984555	3.83461713703134e-11	4.62663987660727e-09	-6.61033097731062	268919	-0.012746143238237
Hand grip strength (left)	46	Physical measures	UK Biobank Assessment Centre > Physical measures > Hand grip strength	INTEGER	LINEAR	270690	-0.00868030247324771	-0.0112909849958973	-0.00606961995059817	0.00133200535481381	7.19740367222799e-11	8.52892335159017e-09	-6.51648493033594	270690	-0.0125240511021977
Reticulocyte percentage	30240	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	259553	0.0127552719423009	0.00891697099230903	0.0165935728922927	0.00195835279641252	7.36529396068714e-11	8.57475275844208e-09	6.51302358656435	259553	0.0127830889625785
Triglycerides	30870	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood biochemistry	CONTINUOUS	LINEAR	258997	0.0124440560332925	0.00869729392909923	0.0161908181374857	0.00191164844545472	7.54755280195287e-11	8.63544144719987e-09	6.50935229268323	258997	0.012789588286786
Age first had sexual intercourse	2139	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	INTEGER	LINEAR	237025	-0.0128853027757541	-0.0167889968374823	-0.00898160871402592	0.00199171724201058	9.85332723614537e-11	1.10824880574679e-08	-6.46918443373146	237025	-0.0132866639228594
Index of Multiple Deprivation (England)	26410	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0130878961981624	0.00905221307356563	0.0171235793227592	0.00205905983805302	2.07079707561582e-10	2.2903015656311e-08	6.35599652479518	230475	0.013238401977018
Health score (England)	26413	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0128212867789061	0.00885147122792096	0.0167911023298913	0.00202545331562139	2.45425340141228e-10	2.66990583143801e-08	6.32983384302788	230475	0.0131839192895515
Leg fat-free mass (right)	23113	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.00774720147212965	-0.010173865884806	-0.00532053705945333	0.00123811683878763	3.92355839958008e-10	4.19947315155055e-08	-6.25703879432883	266754	-0.0121138763868031
Arm fat-free mass (right)	23121	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266705	-0.0074935209590776	-0.0098455120360072	-0.005141529882148	0.00120001749801619	4.25691387091766e-10	4.4839492773666e-08	-6.24430398673651	266705	-0.0120903352318496
Leg predicted mass (right)	23114	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266754	-0.00766767408849743	-0.0100784132017075	-0.0052569349752874	0.00122999153669437	4.55487882054693e-10	4.7228399770546e-08	-6.23371966787636	266754	-0.0120687362170763
Leg predicted mass (left)	23118	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266733	-0.00764142431233429	-0.0100641106192787	-0.00521873800538993	0.00123608715571012	6.33960528965534e-10	6.47224933879274e-08	-6.1817470439488	266733	-0.0119686006194716
Leg fat-free mass (left)	23117	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266736	-0.00768015832876387	-0.010119223974388	-0.00524109268313973	0.00124444411472005	6.77053469894074e-10	6.76514092957977e-08	-6.17135934433886	266736	-0.0119484244821442
Arm predicted mass (right)	23122	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures	CONTINUOUS	LINEAR	266701	-0.00738128916125802	-0.00972596858255822	-0.00503660973995782	0.00119628699292167	6.83038641172159e-10	6.76514092957977e-08	-6.16996788621467	266701	-0.0119465145579707
Duration to entering value	20230	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	55573	0.0227669944763984	0.0155268792547279	0.030007109698069	0.00369400421578134	7.17037549084504e-10	6.9974429054776e-08	6.16228255908871	55573	0.0261317905171931
Monocyte count	30130	Blood and urine assays	Biological samples > Assay results > Blood assays > Blood count	CONTINUOUS	LINEAR	263361	0.0113909605219293	0.00769775786744162	0.0150841631764169	0.00188432169346945	1.49467907271993e-09	1.43749135167673e-07	6.04493752655479	263361	0.0117784354815752
Number of symbol digit matches attempted	20195	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	55573	-0.0223866067019077	-0.0296626241163986	-0.0151105892874169	0.00371232199769136	1.64498962350325e-09	1.55945016308108e-07	-6.02946929779131	55573	-0.0255689545380441
Income score (England)	26411	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation	CONTINUOUS	LINEAR	230475	0.0124175462665154	0.00836805348338539	0.0164670390496455	0.00206610571167222	1.8562518396542e-09	1.73494186027398e-07	6.00991101537743	230475	0.0125176840687987
Medication for cholesterol, blood pressure or diabetes	6177#100	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	43294/80007(123301)	-0.0378938767334651	-0.0503755131714323	-0.0254146864894909	0.00636767483454523	2.66467170478639e-09	2.45593908791146e-07	-5.95102573969723	123301	-0.0169453167040508
Number of symbol digit matches made correctly	20159	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution	INTEGER	LINEAR	55573	-0.0223468071756677	-0.0297109498356724	-0.014982664515663	0.00375728468384732	2.73516562521813e-09	2.48637795739007e-07	-5.94675125741905	55573	-0.0252183997412512
Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	158339	-0.0144882978157527	-0.0192860435000285	-0.00969055213147697	0.00244787441101968	3.25020409095205e-09	2.9146424793997e-07	-5.91843449206402	158339	-0.0148719393680218
Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	130814	First occurrences	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	DATE	LOGISTIC-BINARY	202591/69288(271879)	0.0270713220580936	0.0180274447313669	0.0361158899677412	0.00461448408722141	4.44668790234666e-09	3.93442945599633e-07	5.86665715741623	271879	0.0112506337513407
Medication for pain relief, constipation, heartburn: Paracetamol	6154#3	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	208648/60271(268919)	0.0270915913889184	0.0179550214596707	0.0362287303701276	0.00466174609701954	6.19182080511233e-09	5.40643721877966e-07	5.81149276986354	268919	0.011206017672766
Qualifications	6138#100	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	CAT-MUL	LOGISTIC-BINARY	218063/51145(269208)	0.0295598021060965	0.0195308324923159	0.0395895253226093	0.00511710750516688	7.61853678611095e-09	6.56579352112107e-07	5.77668800105086	269208	0.0111329338607816
Skin colour	1717	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	ORDERED-LOGISTIC	268307	0.0245656358497132	0.0161993700191965	0.03293190168023	0.00426858141093856	8.69883932055327e-09	7.40070483733224e-07	5.75432552561091	268307	0.0111084444203895
Age at first live birth	2754	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	INTEGER	LINEAR	100912	-0.0176447561933698	-0.0236960746496829	-0.0115934377370568	0.00308746410854744	1.09988752686458e-08	9.23905522566247e-07	-5.71455920307945	100912	-0.0179864465783521
Date I64 first reported (stroke, not specified as haemorrhage or infarction)	131368	First occurrences	Health-related outcomes > First occurrences > Circulatory system disorders	DATE	LOGISTIC-BINARY	265696/6183(271879)	0.0713358984809485	0.045955289926737	0.0967168955559424	0.0129496271435614	3.6136538339906e-08	2.9975258552952e-06	5.50876234403368	271879	0.0105643690904482
Date G31 first reported (other degenerative diseases of nervous system, not elsewhere classified)	131038	First occurrences	Health-related outcomes > First occurrences > Nervous system disorders	DATE	LOGISTIC-BINARY	269488/2391(271879)	0.113366547807669	0.0729583999235736	0.15377338397062	0.0206164461909772	3.82172914545631e-08	3.13098698879606e-06	5.49889762959732	271879	0.0105454532472807
Frequency of tiredness / lethargy in last 2 weeks	2080	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	CAT-SIN	ORDERED-LOGISTIC	263547	0.0202068185538845	0.0128922285143812	0.0275214085933878	0.00373200227004162	6.13221464417231e-08	4.96260687545457e-06	5.41490239797748	263547	0.0105472462238139
Drive faster than motorway speed limit	1100	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	CAT-SIN	ORDERED-LOGISTIC	244510	-0.0211588848455746	-0.0288390681413963	-0.0134787015497529	0.00391853286917617	6.66082261325978e-08	5.32544805561348e-06	-5.40008797047005	244510	-0.0109201449202125
Long-standing illness, disability or infirmity	2188	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	CAT-SIN	LOGISTIC-BINARY	175016/90512(265528)	0.0223198872740347	0.0142069958421733	0.0304333086481059	0.00413944157492783	6.9667760438887e-08	5.50375307467207e-06	5.39202580387955	265528	0.0104634441353805
Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177#2	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	CAT-MUL	LOGISTIC-BINARY	90722/32579(123301)	0.0364232023320081	0.0231681301236181	0.0496805858561027	0.00676350584541642	7.23093356859988e-08	5.64523237190927e-06	5.38533626079028	123301	0.0153349363702055
Forced expiratory volume in 1-second (FEV1) Z-score	20256	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry	CONTINUOUS	LINEAR	217051	0.0113678224577977	0.00722612109155779	0.0155095238240376	0.00211315177161882	7.47334726979791e-08	5.76664331190453e-06	5.37940245786204	217051	0.0115458575052165
Father's age at death	1807	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history	INTEGER	LINEAR	202776	-0.0117215194709691	-0.0160130254687222	-0.00743001347321598	0.0021895841105265	8.64386133329803e-08	6.59317974801905e-06	-5.35314482005592	202776	-0.0118869975513315
Hearing difficulty/problems with background noise	2257	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing	CAT-SIN	LOGISTIC-BINARY	165217/101261(266478)	0.0216734987205356	0.0137343821449909	0.02961314775717	0.00405077994734311	8.77254020826988e-08	6.61529282069079e-06	5.3504714297629	266478	0.0103642927636069
Ease of skin tanning	1727	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	CAT-SIN	ORDERED-LOGISTIC	266422	-0.0187022598415282	-0.0256120365522231	-0.0117924831308333	0.00352546106214111	1.1259430769718e-07	8.39523399863468e-06	-5.30512743776232	266422	-0.0102775469830798
